,2023-12-31,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Treasury Shares Number,62436000.0,62881000.0,50020000.0,44934000.0,
Ordinary Shares Number,116768000.0,116323000.0,129186000.0,134298000.0,
Share Issued,179204000.0,179204000.0,179206000.0,179232000.0,
Net Debt,1434963000.0,1756222000.0,1661236000.0,849505000.0,
Total Debt,1952501000.0,2361168000.0,2226329000.0,1428047000.0,
Tangible Book Value,-201094000.0,-270217000.0,377462000.0,219222000.0,
Invested Capital,2999184000.0,3327126000.0,3940583000.0,2973234000.0,
Working Capital,828701000.0,266386000.0,1477811000.0,1101969000.0,
Net Tangible Assets,-201094000.0,-270217000.0,377462000.0,219222000.0,
Capital Lease Obligations,372014000.0,387464000.0,307680000.0,334746000.0,
Common Stock Equity,1418697000.0,1353422000.0,2021934000.0,1879933000.0,
Total Capitalization,2839184000.0,2273471000.0,3415583000.0,2973234000.0,
Total Equity Gross Minority Interest,1418697000.0,1353422000.0,2021934000.0,1879933000.0,
Stockholders Equity,1418697000.0,1353422000.0,2021934000.0,1879933000.0,
Gains Losses Not Affecting Retained Earnings,-80946000.0,-88860000.0,-61134000.0,-45998000.0,
Other Equity Adjustments,-80946000.0,-88860000.0,-61134000.0,-45998000.0,
Treasury Stock,4886917000.0,4903078000.0,3540340000.0,3026354000.0,
Retained Earnings,5620790000.0,5590440000.0,4936861000.0,4372833000.0,
Additional Paid In Capital,754093000.0,743288000.0,673628000.0,566022000.0,
Capital Stock,11677000.0,11632000.0,12919000.0,13430000.0,
Common Stock,11677000.0,11632000.0,12919000.0,13430000.0,
Preferred Stock,0.0,0.0,0.0,0.0,
Total Liabilities Net Minority Interest,3806583000.0,4601142000.0,5006178000.0,3264325000.0,
Total Non Current Liabilities Net Minority Interest,1754590000.0,1278290000.0,1679836000.0,1424593000.0,
Other Non Current Liabilities,2074000.0,1926000.0,315000.0,14523000.0,
Tradeand Other Payables Non Current,21289000.0,28317000.0,28390000.0,26015000.0,
Non Current Deferred Liabilities,13177000.0,14256000.0,16113000.0,22182000.0,
Non Current Deferred Taxes Liabilities,13177000.0,14256000.0,16113000.0,22182000.0,
Long Term Debt And Capital Lease Obligation,1718050000.0,1233791000.0,1635018000.0,1361873000.0,
Long Term Capital Lease Obligation,297563000.0,313742000.0,241369000.0,268572000.0,
Long Term Debt,1420487000.0,920049000.0,1393649000.0,1093301000.0,
Current Liabilities,2051993000.0,3322852000.0,3326342000.0,1839732000.0,
Current Debt And Capital Lease Obligation,234451000.0,1127377000.0,591311000.0,66174000.0,
Current Capital Lease Obligation,74451000.0,73722000.0,66311000.0,66174000.0,
Current Debt,160000000.0,1053655000.0,525000000.0,,142885000.0
Other Current Borrowings,160000000.0,1053655000.0,525000000.0,,142885000.0
Pensionand Other Post Retirement Benefit Plans Current,135104000.0,242605000.0,201421000.0,138460000.0,
Payables And Accrued Expenses,1682438000.0,1952870000.0,2533610000.0,1635098000.0,
Current Accrued Expenses,307356000.0,367101000.0,514044000.0,308034000.0,
Payables,1375082000.0,1585769000.0,2019566000.0,1327064000.0,
Other Payable,66383000.0,103561000.0,105828000.0,88265000.0,
Total Tax Payable,4748000.0,15210000.0,100265000.0,43700000.0,
Income Tax Payable,4748000.0,15210000.0,100265000.0,43700000.0,
Accounts Payable,1303951000.0,1466998000.0,1813473000.0,1195099000.0,
Total Assets,5225280000.0,5954564000.0,7028112000.0,5144258000.0,
Total Non Current Assets,2333018000.0,2336814000.0,2201762000.0,2202557000.0,
Other Non Current Assets,,,22197000.0,24472000.0,33721000.0
Non Current Deferred Assets,214619000.0,181602000.0,124900000.0,18640000.0,
Non Current Deferred Taxes Assets,214619000.0,181602000.0,124900000.0,18640000.0,
Goodwill And Other Intangible Assets,1619791000.0,1623639000.0,1644472000.0,1660711000.0,
Other Intangible Assets,146191000.0,152826000.0,159718000.0,173524000.0,
Goodwill,1473600000.0,1470813000.0,1484754000.0,1487187000.0,
Net PPE,498608000.0,531573000.0,432390000.0,498734000.0,
Accumulated Depreciation,-292740000.0,-290396000.0,-302281000.0,-300033000.0,
Gross PPE,791348000.0,821969000.0,734671000.0,798767000.0,
Leases,91234000.0,78347000.0,70630000.0,67037000.0,
Construction In Progress,1387000.0,9933000.0,8185000.0,853000.0,
Other Properties,353890000.0,372141000.0,292559000.0,319785000.0,
Machinery Furniture Equipment,275233000.0,289777000.0,292224000.0,297738000.0,
Buildings And Improvements,58586000.0,60766000.0,60059000.0,93538000.0,
Land And Improvements,11018000.0,11005000.0,11014000.0,19816000.0,
Properties,0.0,0.0,0.0,0.0,
Current Assets,2880694000.0,3589238000.0,4804153000.0,2941701000.0,
Other Current Assets,163307000.0,122406000.0,129593000.0,51152000.0,
Prepaid Assets,,,129593000.0,51152000.0,85005000.0
Receivables,2571863000.0,3249350000.0,4417147000.0,2646753000.0,
Other Receivables,189900000.0,257597000.0,453660000.0,197176000.0,
Accounts Receivable,2381963000.0,2991753000.0,3963487000.0,2449577000.0,
Allowance For Doubtful Accounts Receivable,-14229000.0,-28749000.0,-41542000.0,-38113000.0,
Gross Accounts Receivable,2396192000.0,3020502000.0,4005029000.0,2487690000.0,
Cash Cash Equivalents And Short Term Investments,145524000.0,217482000.0,257413000.0,243796000.0,
Cash And Cash Equivalents,145524000.0,217482000.0,257413000.0,243796000.0,
