,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Treasury Shares Number,41599000.0,41100000.0,41800000.0,39900000.0
Ordinary Shares Number,336998000.0,337500000.0,336800000.0,338700000.0
Share Issued,378597000.0,378600000.0,378600000.0,378600000.0
Net Debt,6891000000.0,7995000000.0,8304000000.0,8061000000.0
Total Debt,8114000000.0,8549000000.0,8704000000.0,8497000000.0
Tangible Book Value,-1367000000.0,-2378000000.0,-2136000000.0,-2101000000.0
Invested Capital,8899000000.0,8969000000.0,9088000000.0,8990000000.0
Working Capital,-1227000000.0,-1605000000.0,-1184000000.0,-1269000000.0
Net Tangible Assets,-1367000000.0,-2378000000.0,-2136000000.0,-2101000000.0
Capital Lease Obligations,130000000.0,127000000.0,130000000.0,133000000.0
Common Stock Equity,915000000.0,547000000.0,514000000.0,626000000.0
Total Capitalization,8332000000.0,8125000000.0,8655000000.0,8504000000.0
Total Equity Gross Minority Interest,1068000000.0,700000000.0,737000000.0,869000000.0
Minority Interest,153000000.0,153000000.0,223000000.0,243000000.0
Stockholders Equity,915000000.0,547000000.0,514000000.0,626000000.0
Gains Losses Not Affecting Retained Earnings,-3582000000.0,-3669000000.0,-3239000000.0,-3172000000.0
Other Equity Adjustments,-3582000000.0,-3669000000.0,-3239000000.0,-3172000000.0
Treasury Stock,5222000000.0,5137000000.0,5183000000.0,4899000000.0
Retained Earnings,8368000000.0,8201000000.0,7858000000.0,7567000000.0
Additional Paid In Capital,878000000.0,679000000.0,605000000.0,657000000.0
Capital Stock,473000000.0,473000000.0,473000000.0,473000000.0
Common Stock,473000000.0,473000000.0,473000000.0,473000000.0
Preferred Stock,0.0,0.0,0.0,0.0
Total Liabilities Net Minority Interest,16276000000.0,17270000000.0,17100000000.0,16654000000.0
Total Non Current Liabilities Net Minority Interest,9346000000.0,9936000000.0,10351000000.0,10211000000.0
Other Non Current Liabilities,860000000.0,799000000.0,681000000.0,718000000.0
Preferred Securities Outside Stock Equity,26000000.0,258000000.0,26000000.0,28000000.0
Employee Benefits,669000000.0,654000000.0,809000000.0,864000000.0
Non Current Deferred Liabilities,374000000.0,647000000.0,694000000.0,723000000.0
Non Current Deferred Taxes Liabilities,374000000.0,647000000.0,694000000.0,723000000.0
Long Term Debt And Capital Lease Obligation,7417000000.0,7578000000.0,8141000000.0,7878000000.0
Long Term Debt,7417000000.0,7578000000.0,8141000000.0,7878000000.0
Current Liabilities,6930000000.0,7334000000.0,6749000000.0,6443000000.0
Other Current Liabilities,494000000.0,601000000.0,397000000.0,
Current Debt And Capital Lease Obligation,697000000.0,971000000.0,563000000.0,619000000.0
Current Capital Lease Obligation,130000000.0,127000000.0,130000000.0,133000000.0
Current Debt,567000000.0,844000000.0,433000000.0,486000000.0
Other Current Borrowings,567000000.0,844000000.0,433000000.0,486000000.0
Payables And Accrued Expenses,5739000000.0,5762000000.0,5789000000.0,5824000000.0
Current Accrued Expenses,1398000000.0,1243000000.0,1246000000.0,1797000000.0
Interest Payable,88000000.0,82000000.0,85000000.0,87000000.0
Payables,4341000000.0,4519000000.0,4543000000.0,4027000000.0
Dividends Payable,394000000.0,388000000.0,380000000.0,359000000.0
Total Tax Payable,294000000.0,318000000.0,323000000.0,332000000.0
Accounts Payable,3653000000.0,3813000000.0,3840000000.0,3336000000.0
Total Assets,17344000000.0,17970000000.0,17837000000.0,17523000000.0
Total Non Current Assets,11641000000.0,12241000000.0,12272000000.0,12349000000.0
Other Non Current Assets,1140000000.0,1193000000.0,1235000000.0,1280000000.0
Investments And Advances,306000000.0,238000000.0,290000000.0,300000000.0
Long Term Equity Investment,306000000.0,238000000.0,290000000.0,300000000.0
Goodwill And Other Intangible Assets,2282000000.0,2925000000.0,2650000000.0,2727000000.0
Other Intangible Assets,197000000.0,851000000.0,810000000.0,832000000.0
Goodwill,2085000000.0,2074000000.0,1840000000.0,1895000000.0
Net PPE,7913000000.0,7885000000.0,8097000000.0,8042000000.0
Accumulated Depreciation,-11238000000.0,-10664000000.0,-10431000000.0,-10291000000.0
Gross PPE,19151000000.0,18549000000.0,18528000000.0,18333000000.0
Construction In Progress,803000000.0,676000000.0,760000000.0,845000000.0
Machinery Furniture Equipment,15132000000.0,14655000000.0,14606000000.0,14382000000.0
Buildings And Improvements,3067000000.0,3062000000.0,2993000000.0,2932000000.0
Land And Improvements,149000000.0,156000000.0,169000000.0,174000000.0
Properties,0.0,0.0,0.0,0.0
Current Assets,5703000000.0,5729000000.0,5565000000.0,5174000000.0
Other Current Assets,520000000.0,753000000.0,849000000.0,733000000.0
Inventory,1955000000.0,2269000000.0,2239000000.0,1903000000.0
Inventories Adjustments Allowances,-192000000.0,-239000000.0,-218000000.0,-145000000.0
Finished Goods,1212000000.0,1388000000.0,1442000000.0,1202000000.0
Work In Process,211000000.0,246000000.0,242000000.0,189000000.0
Raw Materials,724000000.0,874000000.0,773000000.0,657000000.0
Receivables,2135000000.0,2280000000.0,2207000000.0,2235000000.0
Receivables Adjustments Allowances,-78000000.0,-64000000.0,-55000000.0,-50000000.0
Other Receivables,150000000.0,189000000.0,170000000.0,153000000.0
Accounts Receivable,2063000000.0,2155000000.0,2092000000.0,2132000000.0
Cash Cash Equivalents And Short Term Investments,1093000000.0,427000000.0,270000000.0,303000000.0
Cash And Cash Equivalents,1093000000.0,427000000.0,270000000.0,303000000.0
