,2023-09-30,2022-09-30,2021-09-30,2020-09-30
Treasury Shares Number,39959710.0,32896041.0,33323433.0,33675898.0
Ordinary Shares Number,208769095.0,215122523.0,205738821.0,204834838.0
Share Issued,248728805.0,248018564.0,239062254.0,238510736.0
Total Debt,3139000000.0,3329000000.0,2895000000.0,2933000000.0
Tangible Book Value,8228000000.0,7407000000.0,7363000000.0,6514000000.0
Invested Capital,13274000000.0,12667000000.0,11140000000.0,10047000000.0
Net Tangible Assets,8307000000.0,7527000000.0,7363000000.0,6514000000.0
Capital Lease Obligations,,,,345000000.0
Common Stock Equity,10135000000.0,9338000000.0,8245000000.0,7114000000.0
Preferred Stock Equity,79000000.0,120000000.0,,
Total Capitalization,13353000000.0,12787000000.0,11140000000.0,10047000000.0
Total Equity Gross Minority Interest,10187000000.0,9432000000.0,8303000000.0,7176000000.0
Minority Interest,-27000000.0,-26000000.0,58000000.0,62000000.0
Stockholders Equity,10214000000.0,9458000000.0,8245000000.0,7114000000.0
Gains Losses Not Affecting Retained Earnings,-971000000.0,-982000000.0,-41000000.0,11000000.0
Other Equity Adjustments,-971000000.0,-982000000.0,-41000000.0,11000000.0
Treasury Stock,2252000000.0,1512000000.0,1437000000.0,1390000000.0
Retained Earnings,10213000000.0,8843000000.0,7633000000.0,6484000000.0
Additional Paid In Capital,3143000000.0,2987000000.0,2088000000.0,2007000000.0
Capital Stock,81000000.0,122000000.0,2000000.0,2000000.0
Common Stock,2000000.0,2000000.0,2000000.0,2000000.0
Preferred Stock,79000000.0,120000000.0,0.0,0.0
Total Liabilities Net Minority Interest,68173000000.0,71519000000.0,53588000000.0,40306000000.0
Derivative Product Liabilities,490000000.0,530000000.0,228000000.0,393000000.0
Employee Benefits,1914000000.0,1787000000.0,1825000000.0,1384000000.0
Long Term Debt And Capital Lease Obligation,3139000000.0,3329000000.0,2895000000.0,2933000000.0
Long Term Capital Lease Obligation,,,,345000000.0
Long Term Debt,3139000000.0,3329000000.0,2895000000.0,2933000000.0
Payables And Accrued Expenses,7378000000.0,13214000000.0,15692000000.0,8305000000.0
Payables,7378000000.0,13214000000.0,15692000000.0,8305000000.0
Other Payable,1931000000.0,1768000000.0,1701000000.0,1513000000.0
Accounts Payable,5447000000.0,11446000000.0,13991000000.0,6792000000.0
Total Assets,78360000000.0,80951000000.0,61891000000.0,47482000000.0
Investments And Advances,9583000000.0,10171000000.0,9282000000.0,8497000000.0
Available For Sale Securities,299000000.0,278000000.0,357000000.0,334000000.0
Trading Securities,125000000.0,82000000.0,610000000.0,513000000.0
Goodwill And Other Intangible Assets,1907000000.0,1931000000.0,882000000.0,600000000.0
Other Intangible Assets,470000000.0,509000000.0,222000000.0,134000000.0
Goodwill,1437000000.0,1422000000.0,660000000.0,466000000.0
Net PPE,1121000000.0,983000000.0,945000000.0,856000000.0
Accumulated Depreciation,-1070000000.0,-955000000.0,-854000000.0,-759000000.0
Gross PPE,2191000000.0,1938000000.0,1799000000.0,1615000000.0
Other Properties,560000000.0,480000000.0,446000000.0,321000000.0
Machinery Furniture Equipment,1165000000.0,1016000000.0,927000000.0,859000000.0
Buildings And Improvements,436000000.0,413000000.0,397000000.0,406000000.0
Land And Improvements,30000000.0,29000000.0,29000000.0,29000000.0
Prepaid Assets,209000000.0,173000000.0,127000000.0,123000000.0
Receivables,4133000000.0,4549000000.0,3830000000.0,3362000000.0
Other Receivables,1608000000.0,1615000000.0,999000000.0,927000000.0
Accounts Receivable,2525000000.0,2934000000.0,2831000000.0,2435000000.0
Other Short Term Investments,9159000000.0,9811000000.0,8315000000.0,7650000000.0
Cash And Cash Equivalents,9313000000.0,6178000000.0,7201000000.0,5390000000.0
