,2023-12-31,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Ordinary Shares Number,380100000.0,378700000.0,377500000.0,376100000.0,
Share Issued,380100000.0,378700000.0,377500000.0,376100000.0,
Net Debt,10024000000.0,11204000000.0,9535000000.0,11048000000.0,
Total Debt,12995000000.0,13048000000.0,12479000000.0,13991000000.0,
Tangible Book Value,-1243000000.0,-3149000000.0,-2881000000.0,-5248000000.0,
Invested Capital,31588000000.0,29664000000.0,27356000000.0,27075000000.0,
Working Capital,4597000000.0,3972000000.0,5468000000.0,4666000000.0,
Net Tangible Assets,-1243000000.0,-3149000000.0,-2881000000.0,-5248000000.0,
Common Stock Equity,18593000000.0,16616000000.0,14877000000.0,13084000000.0,
Total Capitalization,29494000000.0,28473000000.0,27349000000.0,26314000000.0,
Total Equity Gross Minority Interest,18593000000.0,16616000000.0,14877000000.0,13084000000.0,
Stockholders Equity,18593000000.0,16616000000.0,14877000000.0,13084000000.0,
Gains Losses Not Affecting Retained Earnings,-416000000.0,-221000000.0,-531000000.0,-1157000000.0,
Other Equity Adjustments,-416000000.0,-221000000.0,-531000000.0,-1157000000.0,
Retained Earnings,16771000000.0,14765000000.0,13480000000.0,12462000000.0,
Additional Paid In Capital,2200000000.0,2034000000.0,1890000000.0,1741000000.0,
Capital Stock,38000000.0,38000000.0,38000000.0,38000000.0,
Common Stock,38000000.0,38000000.0,38000000.0,38000000.0,
Total Liabilities Net Minority Interest,21319000000.0,20268000000.0,19754000000.0,21246000000.0,
Total Non Current Liabilities Net Minority Interest,13398000000.0,13965000000.0,15205000000.0,16205000000.0,
Other Non Current Liabilities,1930000000.0,1467000000.0,1820000000.0,1985000000.0,
Tradeand Other Payables Non Current,567000000.0,641000000.0,913000000.0,990000000.0,
Long Term Debt And Capital Lease Obligation,10901000000.0,11857000000.0,12472000000.0,13230000000.0,
Long Term Debt,10901000000.0,11857000000.0,12472000000.0,13230000000.0,
Current Liabilities,7921000000.0,6303000000.0,4549000000.0,5041000000.0,
Current Debt And Capital Lease Obligation,2094000000.0,1191000000.0,7000000.0,761000000.0,
Current Debt,2094000000.0,1191000000.0,7000000.0,761000000.0,
Other Current Borrowings,2094000000.0,,,,
Pensionand Other Post Retirement Benefit Plans Current,1478000000.0,1149000000.0,1092000000.0,925000000.0,
Payables And Accrued Expenses,4349000000.0,3963000000.0,3450000000.0,3355000000.0,
Current Accrued Expenses,2137000000.0,1974000000.0,1866000000.0,2101000000.0,
Payables,2212000000.0,1989000000.0,1584000000.0,1254000000.0,
Dividends Payable,304000000.0,284000000.0,263000000.0,237000000.0,
Total Tax Payable,391000000.0,292000000.0,192000000.0,207000000.0,
Income Tax Payable,391000000.0,292000000.0,192000000.0,207000000.0,
Accounts Payable,1517000000.0,1413000000.0,1129000000.0,810000000.0,
Total Assets,39912000000.0,36884000000.0,34631000000.0,34330000000.0,
Total Non Current Assets,27394000000.0,26609000000.0,24614000000.0,24623000000.0,
Other Non Current Assets,2673000000.0,2464000000.0,2263000000.0,2009000000.0,
Non Current Deferred Assets,1670000000.0,1410000000.0,1760000000.0,1530000000.0,
Non Current Deferred Taxes Assets,1670000000.0,1410000000.0,1760000000.0,1530000000.0,
Goodwill And Other Intangible Assets,19836000000.0,19765000000.0,17758000000.0,18332000000.0,
Other Intangible Assets,4593000000.0,4885000000.0,4840000000.0,5554000000.0,
Goodwill,15243000000.0,14880000000.0,12918000000.0,12778000000.0,
Net PPE,3215000000.0,2970000000.0,2833000000.0,2752000000.0,
Accumulated Depreciation,-3129000000.0,-2835000000.0,-2665000000.0,-2430000000.0,
Gross PPE,6344000000.0,5805000000.0,5498000000.0,5182000000.0,
Machinery Furniture Equipment,4652000000.0,4066000000.0,3842000000.0,3636000000.0,
Properties,1692000000.0,1739000000.0,1656000000.0,1546000000.0,
Current Assets,12518000000.0,10275000000.0,10017000000.0,9707000000.0,
Other Current Assets,857000000.0,787000000.0,662000000.0,488000000.0,
Prepaid Assets,,787000000.0,662000000.0,488000000.0,760000000.0
Inventory,4843000000.0,3995000000.0,3314000000.0,3494000000.0,
Finished Goods,3271000000.0,2641000000.0,2359000000.0,2565000000.0,
Work In Process,330000000.0,348000000.0,264000000.0,251000000.0,
Raw Materials,1242000000.0,1006000000.0,691000000.0,678000000.0,
Receivables,3765000000.0,3565000000.0,3022000000.0,2701000000.0,
Accounts Receivable,3765000000.0,3565000000.0,3022000000.0,2701000000.0,
Allowance For Doubtful Accounts Receivable,-182000000.0,-154000000.0,-167000000.0,-131000000.0,
Gross Accounts Receivable,3947000000.0,3719000000.0,3189000000.0,2832000000.0,
Cash Cash Equivalents And Short Term Investments,3053000000.0,1928000000.0,3019000000.0,3024000000.0,
Other Short Term Investments,82000000.0,84000000.0,75000000.0,81000000.0,
Cash And Cash Equivalents,2971000000.0,1844000000.0,2944000000.0,2943000000.0,
