,2023-12-31,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Treasury Shares Number,0.0,,,,
Ordinary Shares Number,220600000.0,225300000.0,241200000.0,258200000.0,
Share Issued,220600000.0,225300000.0,241200000.0,258200000.0,
Net Debt,2314000000.0,2699000000.0,2033000000.0,1469000000.0,
Total Debt,3206000000.0,3445000000.0,3169000000.0,2983000000.0,
Tangible Book Value,-1106000000.0,-1367000000.0,-1135000000.0,-725000000.0,
Invested Capital,2822000000.0,2671000000.0,2780000000.0,2990000000.0,
Working Capital,1161000000.0,1057000000.0,1483000000.0,1555000000.0,
Net Tangible Assets,-1106000000.0,-1367000000.0,-1135000000.0,-725000000.0,
Capital Lease Obligations,258000000.0,294000000.0,210000000.0,188000000.0,
Common Stock Equity,-126000000.0,-480000000.0,-179000000.0,195000000.0,
Total Capitalization,2819000000.0,2466000000.0,2770000000.0,2987000000.0,
Total Equity Gross Minority Interest,116000000.0,-242000000.0,78000000.0,421000000.0,
Minority Interest,242000000.0,238000000.0,257000000.0,226000000.0,
Stockholders Equity,-126000000.0,-480000000.0,-179000000.0,195000000.0,
Gains Losses Not Affecting Retained Earnings,249000000.0,226000000.0,232000000.0,-142000000.0,
Other Equity Adjustments,249000000.0,226000000.0,-80000000.0,-142000000.0,
Foreign Currency Translation Adjustments,,,312000000.0,,
Retained Earnings,-596000000.0,-947000000.0,-652000000.0,79000000.0,
Additional Paid In Capital,0.0,16000000.0,0.0,0.0,
Capital Stock,221000000.0,225000000.0,241000000.0,258000000.0,
Common Stock,221000000.0,225000000.0,241000000.0,258000000.0,
Preferred Stock,0.0,0.0,0.0,0.0,
Total Liabilities Net Minority Interest,5247000000.0,5429000000.0,5497000000.0,5356000000.0,
Total Non Current Liabilities Net Minority Interest,3552000000.0,3540000000.0,3558000000.0,3422000000.0,
Other Non Current Liabilities,349000000.0,339000000.0,437000000.0,481000000.0,
Liabilities Heldfor Sale Non Current,,,,0.0,13000000.0
Preferred Securities Outside Stock Equity,,,22000000.0,0.0,
