,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Treasury Shares Number,54726120.0,53663016.0,50722729.0,50255768.0
Ordinary Shares Number,79091212.0,79959989.0,82439449.0,82573407.0
Share Issued,133817332.0,133623005.0,133162178.0,132829175.0
Net Debt,4049913000.0,3518750000.0,2739973000.0,2066256000.0
Total Debt,4627862000.0,4643521000.0,4311451000.0,3519119000.0
Tangible Book Value,-4583690000.0,-3796112000.0,-2993194000.0,-2244004000.0
Invested Capital,3767964000.0,3504021000.0,3997955000.0,2923543000.0
Working Capital,-98872000.0,497447000.0,892473000.0,903829000.0
Net Tangible Assets,-4583690000.0,-3796112000.0,-2993194000.0,-2244004000.0
Capital Lease Obligations,120134000.0,131575000.0,150029000.0,152342000.0
Common Stock Equity,-739764000.0,-1007925000.0,-163467000.0,-443234000.0
Total Capitalization,3757062000.0,3495308000.0,3997955000.0,2923543000.0
Total Equity Gross Minority Interest,-739764000.0,-1007925000.0,-163467000.0,-443234000.0
Stockholders Equity,-739764000.0,-1007925000.0,-163467000.0,-443234000.0
Gains Losses Not Affecting Retained Earnings,-61352000.0,-60211000.0,-58795000.0,-58859000.0
Other Equity Adjustments,-61352000.0,-60211000.0,-58795000.0,-58859000.0
Treasury Stock,6447101000.0,5938116000.0,4540144000.0,4342535000.0
Retained Earnings,4179681000.0,3473192000.0,2976517000.0,2554295000.0
Additional Paid In Capital,1587670000.0,1515874000.0,1457623000.0,1402537000.0
Capital Stock,1338000.0,1336000.0,1332000.0,1328000.0
Common Stock,1338000.0,1336000.0,1332000.0,1328000.0
Preferred Stock,0.0,0.0,0.0,0.0
Total Liabilities Net Minority Interest,6257983000.0,6005460000.0,5670170000.0,4641881000.0
Total Non Current Liabilities Net Minority Interest,4740958000.0,4754933000.0,4419233000.0,3620112000.0
Other Non Current Liabilities,96970000.0,91027000.0,104132000.0,88219000.0
Non Current Deferred Liabilities,27028000.0,29098000.0,3650000.0,12774000.0
Non Current Deferred Taxes Liabilities,27028000.0,29098000.0,3650000.0,12774000.0
Long Term Debt And Capital Lease Obligation,4616960000.0,4634808000.0,4311451000.0,3519119000.0
Long Term Capital Lease Obligation,120134000.0,131575000.0,150029000.0,152342000.0
Long Term Debt,4496826000.0,4503233000.0,4161422000.0,3366777000.0
Current Liabilities,1517025000.0,1250527000.0,1250937000.0,1021769000.0
Current Deferred Liabilities,1083864000.0,882886000.0,824912000.0,675870000.0
Current Deferred Revenue,1083864000.0,882886000.0,824912000.0,675870000.0
Current Debt And Capital Lease Obligation,10902000.0,8713000.0,,
Current Debt,10902000.0,8713000.0,,
Pensionand Other Post Retirement Benefit Plans Current,219456000.0,182370000.0,207640000.0,161557000.0
Payables And Accrued Expenses,202803000.0,176558000.0,218385000.0,184342000.0
Current Accrued Expenses,168282000.0,153461000.0,145302000.0,143894000.0
Payables,34521000.0,23097000.0,73083000.0,40448000.0
Total Tax Payable,24709000.0,8058000.0,59635000.0,26195000.0
Income Tax Payable,24709000.0,8058000.0,59635000.0,26195000.0
Accounts Payable,9812000.0,15039000.0,13448000.0,14253000.0
Total Assets,5518219000.0,4997535000.0,5506703000.0,4198647000.0
Total Non Current Assets,4100066000.0,3249561000.0,3363293000.0,2273049000.0
Other Non Current Assets,43903000.0,37341000.0,63385000.0,23978000.0
Non Current Deferred Assets,41074000.0,29207000.0,40119000.0,23627000.0
Non Current Deferred Taxes Assets,41074000.0,29207000.0,40119000.0,23627000.0
Investments And Advances,0.0,214389000.0,218763000.0,190898000.0
Long Term Equity Investment,0.0,214389000.0,218763000.0,190898000.0
Goodwill And Other Intangible Assets,3843926000.0,2788187000.0,2829727000.0,1800770000.0
Other Intangible Assets,956234000.0,558517000.0,593341000.0,234748000.0
Goodwill,2887692000.0,2229670000.0,2236386000.0,1566022000.0
Net PPE,171163000.0,180437000.0,211299000.0,233776000.0
Accumulated Depreciation,-211736000.0,-198348000.0,-186043000.0,-181149000.0
Gross PPE,382899000.0,378785000.0,397342000.0,414925000.0
Leases,58582000.0,54040000.0,56308000.0,56537000.0
Construction In Progress,897000.0,2373000.0,2699000.0,2996000.0
Other Properties,115243000.0,126584000.0,144584000.0,153330000.0
Machinery Furniture Equipment,208177000.0,195788000.0,193751000.0,202062000.0
Properties,0.0,0.0,0.0,0.0
Current Assets,1418153000.0,1747974000.0,2143410000.0,1925598000.0
Other Current Assets,57903000.0,54520000.0,51499000.0,46411000.0
Restricted Cash,3878000.0,368000.0,,
Prepaid Assets,59002000.0,36654000.0,5951000.0,20097000.0
Receivables,839555000.0,663236000.0,664511000.0,558569000.0
Accounts Receivable,839555000.0,663236000.0,664511000.0,558569000.0
Allowance For Doubtful Accounts Receivable,-3968000.0,-2652000.0,-2337000.0,-1583000.0
Gross Accounts Receivable,843523000.0,665888000.0,666848000.0,560152000.0
Cash Cash Equivalents And Short Term Investments,457815000.0,993196000.0,1421449000.0,1300521000.0
Cash And Cash Equivalents,457815000.0,993196000.0,1421449000.0,1300521000.0
