,2023-12-31,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Treasury Shares Number,4103000.0,6454000.0,5469000.0,,7391418.0
Ordinary Shares Number,191777000.0,191623000.0,192608000.0,191571000.0,
Share Issued,195880000.0,198077000.0,198077000.0,191571000.0,
Total Debt,113035000.0,114541000.0,70044000.0,75958000.0,
Tangible Book Value,6216985000.0,5457885000.0,5323086000.0,4687550000.0,
Invested Capital,7012060000.0,6204340000.0,6114159000.0,5516116000.0,
Working Capital,3153453000.0,2743516000.0,2813624000.0,2505134000.0,
Net Tangible Assets,6216985000.0,5457885000.0,5323086000.0,4687550000.0,
Capital Lease Obligations,113035000.0,114541000.0,70044000.0,75958000.0,
Common Stock Equity,7012060000.0,6204340000.0,6114159000.0,5516116000.0,
Total Capitalization,7012060000.0,6204340000.0,6114159000.0,5516116000.0,
Total Equity Gross Minority Interest,7012060000.0,6204340000.0,6114159000.0,5516116000.0,
Stockholders Equity,7012060000.0,6204340000.0,6114159000.0,5516116000.0,
Gains Losses Not Affecting Retained Earnings,-65614000.0,-114533000.0,117835000.0,183427000.0,
Other Equity Adjustments,-54106000.0,-88552000.0,-5580000.0,183427000.0,
Foreign Currency Translation Adjustments,-11508000.0,-25981000.0,123415000.0,,
Treasury Stock,330909000.0,475095000.0,303114000.0,320016000.0,
Retained Earnings,5263528000.0,4733517000.0,4320737000.0,3754372000.0,
Additional Paid In Capital,2125467000.0,2042472000.0,1960722000.0,1880354000.0,
Capital Stock,19588000.0,17979000.0,17979000.0,17979000.0,
Common Stock,19588000.0,17979000.0,17979000.0,17979000.0,
Total Liabilities Net Minority Interest,1591509000.0,1526830000.0,1740268000.0,1515257000.0,
Total Non Current Liabilities Net Minority Interest,280822000.0,315195000.0,292120000.0,351040000.0,
Other Non Current Liabilities,436000.0,360000.0,324000.0,15494000.0,
Tradeand Other Payables Non Current,16521000.0,34627000.0,62539000.0,92810000.0,
Non Current Deferred Liabilities,150830000.0,165667000.0,159213000.0,166778000.0,
Non Current Deferred Revenue,36148000.0,35702000.0,41618000.0,49934000.0,
Non Current Deferred Taxes Liabilities,114682000.0,129965000.0,117595000.0,116844000.0,
Long Term Debt And Capital Lease Obligation,113035000.0,114541000.0,70044000.0,75958000.0,
Long Term Capital Lease Obligation,113035000.0,114541000.0,70044000.0,75958000.0,
Current Liabilities,1310687000.0,1211635000.0,1448148000.0,1164217000.0,
Current Deferred Liabilities,101189000.0,91092000.0,87654000.0,86865000.0,
Current Deferred Revenue,101189000.0,91092000.0,87654000.0,86865000.0,
Payables And Accrued Expenses,1209498000.0,1120543000.0,1360494000.0,1077352000.0,
Current Accrued Expenses,400222000.0,346100000.0,392969000.0,334301000.0,
Payables,809276000.0,774443000.0,967525000.0,743051000.0,
Other Payable,190014000.0,176114000.0,211371000.0,181937000.0,
Dividends Payable,139997000.0,139732000.0,258023000.0,233644000.0,
Total Tax Payable,225475000.0,246180000.0,128083000.0,68585000.0,
Income Tax Payable,225475000.0,246180000.0,128083000.0,68585000.0,
Accounts Payable,253790000.0,212417000.0,370048000.0,258885000.0,
Total Assets,8603569000.0,7731170000.0,7854427000.0,7031373000.0,
Total Non Current Assets,4139429000.0,3776019000.0,3592655000.0,3362022000.0,
Other Non Current Assets,85650000.0,85257000.0,103383000.0,190151000.0,
Non Current Deferred Assets,765692000.0,450902000.0,272566000.0,261965000.0,
Non Current Deferred Taxes Assets,754635000.0,441071000.0,260205000.0,245455000.0,
Investments And Advances,1125191000.0,1208360000.0,1268698000.0,1131175000.0,
Investmentin Financial Assets,1125191000.0,1208360000.0,1268698000.0,1131175000.0,
Available For Sale Securities,1125191000.0,1208360000.0,1268698000.0,1131175000.0,
Goodwill And Other Intangible Assets,795075000.0,746455000.0,791073000.0,828566000.0,
Other Intangible Assets,186601000.0,178461000.0,215993000.0,244356000.0,
Goodwill,608474000.0,567994000.0,575080000.0,584210000.0,
Net PPE,1367821000.0,1285045000.0,1156935000.0,950165000.0,
Accumulated Depreciation,-1030588000.0,-904922000.0,-820628000.0,-732278000.0,
Gross PPE,2398409000.0,2189967000.0,1977563000.0,1682443000.0,
Other Properties,143724000.0,138040000.0,89457000.0,94626000.0,
Machinery Furniture Equipment,1118561000.0,1001344000.0,917557000.0,800410000.0,
Buildings And Improvements,934837000.0,856722000.0,763654000.0,662753000.0,
Land And Improvements,201287000.0,193861000.0,206895000.0,124654000.0,
Properties,0.0,0.0,0.0,0.0,
Current Assets,4464140000.0,3955151000.0,4261772000.0,3669351000.0,
Other Current Assets,318556000.0,315915000.0,328719000.0,191569000.0,
Current Deferred Assets,16316000.0,14862000.0,15961000.0,20145000.0,
Prepaid Assets,,,328719000.0,191569000.0,169044000.0
Inventory,1345955000.0,1515045000.0,1227609000.0,762084000.0,
Finished Goods,691543000.0,733314000.0,504373000.0,331976000.0,
Work In Process,160919000.0,180873000.0,213801000.0,147821000.0,
Raw Materials,493493000.0,600858000.0,509435000.0,282287000.0,
Receivables,815243000.0,656847000.0,843445000.0,849469000.0,
Accounts Receivable,815243000.0,656847000.0,843445000.0,849469000.0,
Allowance For Doubtful Accounts Receivable,-7152000.0,-5098000.0,-7080000.0,-11086000.0,
Gross Accounts Receivable,822395000.0,661945000.0,850525000.0,860555000.0,
Cash Cash Equivalents And Short Term Investments,1968070000.0,1452482000.0,1846038000.0,1846084000.0,
Other Short Term Investments,274618000.0,173288000.0,347980000.0,387642000.0,
Cash And Cash Equivalents,1693452000.0,1279194000.0,1498058000.0,1458442000.0,
