,2023-12-31,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Treasury Shares Number,228053397.0,198653682.0,149348394.0,149051634.0,
Ordinary Shares Number,879463103.0,899858944.0,934074700.0,931513313.0,
Share Issued,1107516500.0,1098512626.0,1083423094.0,1080564947.0,
Net Debt,17575000000.0,18162000000.0,26264000000.0,33819000000.0,
Total Debt,20911000000.0,20765000000.0,30388000000.0,37299000000.0,
Tangible Book Value,21963000000.0,20323000000.0,10565000000.0,8811000000.0,
Invested Capital,40964000000.0,39469000000.0,39593000000.0,44638000000.0,
Working Capital,-773000000.0,1129000000.0,1887000000.0,596000000.0,
Net Tangible Assets,30250000000.0,30085000000.0,20327000000.0,18573000000.0,
Capital Lease Obligations,1910000000.0,1619000000.0,1360000000.0,1472000000.0,
Common Stock Equity,21963000000.0,20323000000.0,10565000000.0,8811000000.0,
Preferred Stock Equity,8287000000.0,9762000000.0,9762000000.0,9762000000.0,
Total Capitalization,48195000000.0,49209000000.0,49254000000.0,54002000000.0,
Total Equity Gross Minority Interest,30349000000.0,30085000000.0,20327000000.0,18573000000.0,
Minority Interest,99000000.0,0.0,,,
Stockholders Equity,30250000000.0,30085000000.0,20327000000.0,18573000000.0,
Gains Losses Not Affecting Retained Earnings,275000000.0,195000000.0,-208000000.0,-288000000.0,
Other Equity Adjustments,275000000.0,195000000.0,-208000000.0,-288000000.0,
Treasury Stock,15582000000.0,13772000000.0,10673000000.0,10665000000.0,
Retained Earnings,19626000000.0,16499000000.0,4480000000.0,2996000000.0,
Additional Paid In Capital,17422000000.0,17181000000.0,16749000000.0,16552000000.0,
Capital Stock,8509000000.0,9982000000.0,9979000000.0,9978000000.0,
Common Stock,222000000.0,220000000.0,217000000.0,216000000.0,
Preferred Stock,8287000000.0,9762000000.0,9762000000.0,9762000000.0,
Total Liabilities Net Minority Interest,43659000000.0,42524000000.0,54709000000.0,61491000000.0,
Total Non Current Liabilities Net Minority Interest,34511000000.0,34767000000.0,46385000000.0,53268000000.0,
Other Non Current Liabilities,3782000000.0,3332000000.0,3159000000.0,3001000000.0,
Employee Benefits,931000000.0,1055000000.0,1540000000.0,1763000000.0,
Non Current Pension And Other Postretirement Benefit Plans,931000000.0,1055000000.0,1540000000.0,1763000000.0,
Non Current Deferred Liabilities,5764000000.0,5512000000.0,7039000000.0,7113000000.0,
Non Current Deferred Taxes Liabilities,5764000000.0,5512000000.0,7039000000.0,7113000000.0,
Long Term Debt And Capital Lease Obligation,19263000000.0,20327000000.0,30016000000.0,36386000000.0,
Long Term Capital Lease Obligation,1318000000.0,1203000000.0,1089000000.0,957000000.0,
Long Term Debt,17945000000.0,19124000000.0,28927000000.0,35429000000.0,
Long Term Provisions,4771000000.0,4541000000.0,4631000000.0,5005000000.0,
Current Liabilities,9148000000.0,7757000000.0,8324000000.0,8223000000.0,
Other Current Liabilities,,,7000000.0,753000000.0,1718000000.0
Current Debt And Capital Lease Obligation,1648000000.0,438000000.0,372000000.0,913000000.0,
Current Capital Lease Obligation,592000000.0,416000000.0,271000000.0,515000000.0,
Current Debt,1056000000.0,22000000.0,101000000.0,398000000.0,
Other Current Borrowings,1056000000.0,22000000.0,101000000.0,398000000.0,
Payables And Accrued Expenses,7500000000.0,7319000000.0,7952000000.0,6557000000.0,
Current Accrued Expenses,3854000000.0,3290000000.0,4053000000.0,3570000000.0,
Payables,3646000000.0,4029000000.0,3899000000.0,2987000000.0,
Accounts Payable,3646000000.0,4029000000.0,3899000000.0,2987000000.0,
Total Assets,74008000000.0,72609000000.0,75036000000.0,80064000000.0,
Total Non Current Assets,65633000000.0,63723000000.0,64825000000.0,71245000000.0,
Other Non Current Assets,2750000000.0,1260000000.0,1231000000.0,1044000000.0,
Non Current Accounts Receivable,,1260000000.0,1231000000.0,1044000000.0,2527000000.0
Investments And Advances,3224000000.0,3176000000.0,2938000000.0,3250000000.0,
Long Term Equity Investment,3224000000.0,3176000000.0,2938000000.0,3250000000.0,
Net PPE,59659000000.0,59287000000.0,60656000000.0,66951000000.0,
Accumulated Depreciation,-68282000000.0,-62350000000.0,-58227000000.0,-53075000000.0,
Gross PPE,127941000000.0,121637000000.0,118883000000.0,120026000000.0,
Other Properties,127941000000.0,121637000000.0,118883000000.0,120026000000.0,
Current Assets,8375000000.0,8886000000.0,10211000000.0,8819000000.0,
Other Current Assets,1732000000.0,1562000000.0,1393000000.0,1195000000.0,
Assets Held For Sale Current,,,72000000.0,1433000000.0,3870000000.0
Restricted Cash,,,24000000.0,170000000.0,485000000.0
Inventory,2022000000.0,2059000000.0,1846000000.0,1898000000.0,
Inventories Adjustments Allowances,-108000000.0,-121000000.0,-99000000.0,-29000000.0,
Finished Goods,1027000000.0,1147000000.0,1066000000.0,1009000000.0,
Raw Materials,1103000000.0,1033000000.0,879000000.0,918000000.0,
Receivables,3195000000.0,4281000000.0,4208000000.0,2115000000.0,
Accounts Receivable,3195000000.0,4281000000.0,4208000000.0,2115000000.0,
Allowance For Doubtful Accounts Receivable,-29000000.0,-37000000.0,-35000000.0,-24000000.0,
Gross Accounts Receivable,3224000000.0,4318000000.0,4243000000.0,2139000000.0,
Cash Cash Equivalents And Short Term Investments,1426000000.0,984000000.0,2764000000.0,2008000000.0,
Cash And Cash Equivalents,1426000000.0,984000000.0,2764000000.0,2008000000.0,
