,2023-09-30,2022-09-30,2021-09-30,2020-09-30
Ordinary Shares Number,125976998.0,127393378.0,128892540.0,129747783.0
Share Issued,125976998.0,127393378.0,128892540.0,129747783.0
Net Debt,1948319000.0,2267192000.0,1879140000.0,814517000.0
Total Debt,3570208000.0,4165289000.0,3824161000.0,2576455000.0
Tangible Book Value,-2069249000.0,-2518654000.0,-2822717000.0,-481719000.0
Invested Capital,9421121000.0,9467727000.0,8833430000.0,7492653000.0
Working Capital,1267792000.0,1471149000.0,1081971000.0,1598002000.0
Net Tangible Assets,-2069249000.0,-2518654000.0,-2822717000.0,-481719000.0
Capital Lease Obligations,695307000.0,757618000.0,930772000.0,899514000.0
Common Stock Equity,6546220000.0,6060056000.0,5940041000.0,5815712000.0
Total Capitalization,9359691000.0,9417312000.0,8779974000.0,7492653000.0
Total Equity Gross Minority Interest,7233061000.0,6736914000.0,6632559000.0,5855667000.0
Minority Interest,686841000.0,676858000.0,692518000.0,39955000.0
Stockholders Equity,6546220000.0,6060056000.0,5940041000.0,5815712000.0
Gains Losses Not Affecting Retained Earnings,-857954000.0,-975130000.0,-794442000.0,-933057000.0
Other Equity Adjustments,-857954000.0,-975130000.0,-794442000.0,-933057000.0
Retained Earnings,4542872000.0,4225784000.0,4015578000.0,4020575000.0
Additional Paid In Capital,2735325000.0,2682009000.0,2590012000.0,2598446000.0
Capital Stock,125977000.0,127393000.0,128893000.0,129748000.0
Common Stock,125977000.0,127393000.0,128893000.0,129748000.0
Preferred Stock,0.0,0.0,0.0,0.0
Total Liabilities Net Minority Interest,7384048000.0,7923505000.0,8000050000.0,6498686000.0
Total Non Current Liabilities Net Minority Interest,3961487000.0,4672660000.0,4790126000.0,3557089000.0
Preferred Securities Outside Stock Equity,,632522000.0,657722000.0,0.0
Employee Benefits,258540000.0,271332000.0,418080000.0,568176000.0
Non Current Pension And Other Postretirement Benefit Plans,258540000.0,271332000.0,418080000.0,568176000.0
Non Current Deferred Liabilities,346246000.0,436625000.0,773755000.0,576770000.0
Non Current Deferred Taxes Liabilities,221158000.0,269077000.0,214380000.0,3366000.0
Long Term Debt And Capital Lease Obligation,3356701000.0,3964703000.0,3598291000.0,2412143000.0
Long Term Capital Lease Obligation,543230000.0,607447000.0,758358000.0,735202000.0
Long Term Debt,2813471000.0,3357256000.0,2839933000.0,1676941000.0
Current Liabilities,3422561000.0,3250845000.0,3209924000.0,2941597000.0
Current Deferred Liabilities,763608000.0,641705000.0,542054000.0,465648000.0
Current Deferred Revenue,763608000.0,641705000.0,542054000.0,465648000.0
Current Debt And Capital Lease Obligation,213507000.0,200586000.0,225870000.0,164312000.0
Current Capital Lease Obligation,152077000.0,150171000.0,172414000.0,164312000.0
Current Debt,61430000.0,50415000.0,53456000.0,
Other Current Borrowings,61430000.0,50415000.0,53456000.0,
Payables And Accrued Expenses,2445446000.0,2408554000.0,2442000000.0,2311637000.0
Current Accrued Expenses,1157103000.0,1317970000.0,1411215000.0,1119639000.0
Payables,1288343000.0,1090584000.0,1030785000.0,1191998000.0
Dividends Payable,34342000.0,30292000.0,27951000.0,25524000.0
Total Tax Payable,110199000.0,93500000.0,94393000.0,104720000.0
Accounts Payable,1143802000.0,966792000.0,908441000.0,1061754000.0
Total Assets,14617109000.0,14660419000.0,14632609000.0,12354353000.0
Total Non Current Assets,9926756000.0,9938425000.0,10340714000.0,7814754000.0
Other Non Current Assets,486740000.0,504646000.0,471549000.0,409990000.0
Non Current Deferred Assets,53131000.0,31480000.0,103193000.0,211047000.0
Non Current Deferred Taxes Assets,53131000.0,31480000.0,103193000.0,211047000.0
Goodwill And Other Intangible Assets,8615469000.0,8578710000.0,8762758000.0,6297431000.0
Other Intangible Assets,1271943000.0,1394052000.0,1565758000.0,658340000.0
Goodwill,7343526000.0,7184658000.0,7197000000.0,5639091000.0
Net PPE,771416000.0,823589000.0,1003214000.0,896286000.0
Accumulated Depreciation,-643604000.0,-557918000.0,-509687000.0,-467887000.0
Gross PPE,1415020000.0,1381507000.0,1512901000.0,1364173000.0
Leases,190257000.0,179187000.0,201522000.0,187980000.0
Construction In Progress,28355000.0,34880000.0,21188000.0,16410000.0
Other Properties,414384000.0,476913000.0,650097000.0,576915000.0
Machinery Furniture Equipment,719167000.0,643805000.0,586302000.0,560352000.0
Buildings And Improvements,62380000.0,46244000.0,52822000.0,21550000.0
Land And Improvements,477000.0,478000.0,970000.0,966000.0
Properties,0.0,0.0,0.0,0.0
Current Assets,4690353000.0,4721994000.0,4291895000.0,4539599000.0
Other Current Assets,204965000.0,176134000.0,176228000.0,162355000.0
Prepaid Assets,,176134000.0,176228000.0,162355000.0
Receivables,3558806000.0,3405381000.0,3101418000.0,3167310000.0
Other Receivables,2101473000.0,2005293000.0,1823331000.0,1873106000.0
Accounts Receivable,1457333000.0,1400088000.0,1278087000.0,1294204000.0
Cash Cash Equivalents And Short Term Investments,926582000.0,1140479000.0,1014249000.0,1209934000.0
Other Short Term Investments,,,0.0,347510000.0
Cash And Cash Equivalents,926582000.0,1140479000.0,1014249000.0,862424000.0
