,2023-12-31,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Treasury Shares Number,75700000.0,70700000.0,65200000.0,63500000.0,
Ordinary Shares Number,181500000.0,185700000.0,190600000.0,191200000.0,
Share Issued,257200000.0,256400000.0,255800000.0,254700000.0,
Net Debt,12297000000.0,11531000000.0,10759000000.0,10719000000.0,
Total Debt,13896000000.0,13011000000.0,12438000000.0,12904000000.0,
Tangible Book Value,-13294000000.0,-12976000000.0,-12202000000.0,-11858000000.0,
Invested Capital,19785000000.0,18512000000.0,18167000000.0,18534000000.0,
Working Capital,-895000000.0,-597000000.0,-478000000.0,532000000.0,
Net Tangible Assets,-13294000000.0,-12976000000.0,-12202000000.0,-11858000000.0,
Capital Lease Obligations,223000000.0,264000000.0,313000000.0,371000000.0,
Common Stock Equity,6112000000.0,5765000000.0,6042000000.0,6001000000.0,
Total Capitalization,19067000000.0,18360000000.0,18076000000.0,18385000000.0,
Total Equity Gross Minority Interest,6112000000.0,5765000000.0,6042000000.0,6280000000.0,
Minority Interest,,0.0,0.0,279000000.0,260000000.0
Stockholders Equity,6112000000.0,5765000000.0,6042000000.0,6001000000.0,
Gains Losses Not Affecting Retained Earnings,-867000000.0,-727000000.0,-406000000.0,-205000000.0,
Other Equity Adjustments,-867000000.0,-727000000.0,-406000000.0,-205000000.0,
Treasury Stock,8741000000.0,7740000000.0,6572000000.0,6166000000.0,
Retained Earnings,4692000000.0,3334000000.0,2243000000.0,1277000000.0,
Additional Paid In Capital,,10895000000.0,10774000000.0,,
Capital Stock,11028000000.0,10898000000.0,3000000.0,11095000000.0,
Common Stock,11028000000.0,10898000000.0,3000000.0,11095000000.0,
Total Liabilities Net Minority Interest,20569000000.0,19572000000.0,18647000000.0,18284000000.0,
Total Non Current Liabilities Net Minority Interest,14078000000.0,13994000000.0,13406000000.0,13726000000.0,
Other Non Current Liabilities,698000000.0,671000000.0,649000000.0,633000000.0,
Non Current Deferred Liabilities,202000000.0,464000000.0,410000000.0,338000000.0,
Non Current Deferred Taxes Liabilities,202000000.0,464000000.0,410000000.0,338000000.0,
Long Term Debt And Capital Lease Obligation,13178000000.0,12859000000.0,12347000000.0,12755000000.0,
Long Term Capital Lease Obligation,223000000.0,264000000.0,313000000.0,371000000.0,
Long Term Debt,12955000000.0,12595000000.0,12034000000.0,12384000000.0,
Current Liabilities,6491000000.0,5578000000.0,5241000000.0,4558000000.0,
Other Current Liabilities,294000000.0,152000000.0,207000000.0,242000000.0,
Current Deferred Liabilities,1799000000.0,1797000000.0,1825000000.0,1252000000.0,
Current Deferred Revenue,1799000000.0,1797000000.0,1825000000.0,1252000000.0,
Current Debt And Capital Lease Obligation,718000000.0,152000000.0,91000000.0,149000000.0,
Current Debt,718000000.0,152000000.0,91000000.0,149000000.0,
Pensionand Other Post Retirement Benefit Plans Current,968000000.0,980000000.0,946000000.0,852000000.0,
Payables And Accrued Expenses,2712000000.0,2497000000.0,2172000000.0,2063000000.0,
Current Accrued Expenses,1887000000.0,1691000000.0,1414000000.0,1380000000.0,
Interest Payable,66000000.0,43000000.0,56000000.0,55000000.0,
Payables,825000000.0,806000000.0,758000000.0,683000000.0,
Total Tax Payable,116000000.0,161000000.0,137000000.0,102000000.0,
Income Tax Payable,116000000.0,161000000.0,137000000.0,102000000.0,
Accounts Payable,709000000.0,645000000.0,621000000.0,581000000.0,
Total Assets,26681000000.0,25337000000.0,24689000000.0,24564000000.0,
Total Non Current Assets,21085000000.0,20356000000.0,19926000000.0,19474000000.0,
Other Non Current Assets,455000000.0,472000000.0,491000000.0,386000000.0,
Non Current Prepaid Assets,,472000000.0,491000000.0,386000000.0,227000000.0
Non Current Deferred Assets,166000000.0,118000000.0,124000000.0,114000000.0,
Non Current Deferred Taxes Assets,166000000.0,118000000.0,124000000.0,114000000.0,
Investments And Advances,239000000.0,162000000.0,164000000.0,162000000.0,
Investmentin Financial Assets,105000000.0,68000000.0,76000000.0,78000000.0,
Long Term Equity Investment,134000000.0,94000000.0,88000000.0,84000000.0,
