,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Treasury Shares Number,100000.0,198875.0,50000.0,150000.0
Ordinary Shares Number,222168150.0,235960991.0,248400000.0,269210973.0
Share Issued,222268150.0,236159866.0,248450000.0,269360973.0
Net Debt,8604000000.0,8487000000.0,8458000000.0,9631000000.0
Total Debt,9003000000.0,9019000000.0,9079000000.0,10109000000.0
Tangible Book Value,15206000000.0,13892000000.0,17388000000.0,16465000000.0
Invested Capital,24707000000.0,23368000000.0,26925000000.0,27969000000.0
Net Tangible Assets,15206000000.0,13892000000.0,17388000000.0,16465000000.0
Common Stock Equity,15704000000.0,14349000000.0,17846000000.0,17860000000.0
Total Capitalization,23623000000.0,22514000000.0,26832000000.0,27932000000.0
Total Equity Gross Minority Interest,16525000000.0,15201000000.0,19175000000.0,19181000000.0
Minority Interest,821000000.0,852000000.0,1329000000.0,1321000000.0
Stockholders Equity,15704000000.0,14349000000.0,17846000000.0,17860000000.0
Gains Losses Not Affecting Retained Earnings,-2497000000.0,-3320000000.0,186000000.0,581000000.0
Other Equity Adjustments,-2497000000.0,-3320000000.0,186000000.0,581000000.0
Treasury Stock,7000000.0,12000000.0,3000000.0,7000000.0
Retained Earnings,15617000000.0,14931000000.0,14776000000.0,14150000000.0
Additional Paid In Capital,2589000000.0,2748000000.0,2885000000.0,3133000000.0
Capital Stock,2000000.0,2000000.0,2000000.0,3000000.0
Common Stock,2000000.0,2000000.0,2000000.0,3000000.0
Total Liabilities Net Minority Interest,62672000000.0,60366000000.0,62451000000.0,61055000000.0
Non Current Deferred Liabilities,5092000000.0,4957000000.0,5582000000.0,5088000000.0
Non Current Deferred Revenue,4694000000.0,4714000000.0,4503000000.0,4023000000.0
Non Current Deferred Taxes Liabilities,398000000.0,243000000.0,1079000000.0,1065000000.0
Long Term Debt And Capital Lease Obligation,7919000000.0,8165000000.0,8986000000.0,10072000000.0
Long Term Debt,7919000000.0,8165000000.0,8986000000.0,10072000000.0
Current Debt And Capital Lease Obligation,1084000000.0,854000000.0,93000000.0,37000000.0
Current Debt,1084000000.0,854000000.0,93000000.0,37000000.0
Other Current Borrowings,1084000000.0,854000000.0,93000000.0,37000000.0
Payables And Accrued Expenses,79000000.0,133000000.0,90000000.0,92000000.0
Payables,79000000.0,133000000.0,90000000.0,92000000.0
Accounts Payable,79000000.0,133000000.0,90000000.0,92000000.0
Total Assets,79197000000.0,75567000000.0,81626000000.0,80236000000.0
Investments And Advances,48246000000.0,45644000000.0,52847000000.0,52679000000.0
Long Term Equity Investment,2174000000.0,1954000000.0,1933000000.0,1798000000.0
Investments In Other Ventures Under Equity Method,2174000000.0,1954000000.0,1933000000.0,1798000000.0
Goodwill And Other Intangible Assets,498000000.0,457000000.0,458000000.0,1395000000.0
Other Intangible Assets,151000000.0,111000000.0,109000000.0,610000000.0
Goodwill,347000000.0,346000000.0,349000000.0,785000000.0
Net PPE,10718000000.0,10027000000.0,9888000000.0,10451000000.0
Receivables,9214000000.0,9000000000.0,8896000000.0,7452000000.0
Receivables Adjustments Allowances,-30000000.0,-30000000.0,-32000000.0,-36000000.0
Other Receivables,341000000.0,399000000.0,480000000.0,387000000.0
Taxes Receivable,21000000.0,28000000.0,11000000.0,4000000.0
Accounts Receivable,8882000000.0,8603000000.0,8437000000.0,7097000000.0
Cash Cash Equivalents And Short Term Investments,45220000000.0,43013000000.0,49854000000.0,49756000000.0
Other Short Term Investments,44821000000.0,42481000000.0,49233000000.0,49278000000.0
Cash And Cash Equivalents,399000000.0,532000000.0,621000000.0,478000000.0
