,2023-09-30,2022-09-30,2021-09-30,2020-09-30
Treasury Shares Number,58231000.0,51401000.0,43653000.0,37609000.0
Ordinary Shares Number,241709000.0,247132000.0,253653000.0,257498000.0
Share Issued,299940000.0,298533000.0,297306000.0,295107000.0
Net Debt,95700000.0,483900000.0,1854900000.0,2337800000.0
Total Debt,2904100000.0,2921600000.0,3144600000.0,3147200000.0
Tangible Book Value,847000000.0,359100000.0,-722200000.0,-1260200000.0
Invested Capital,7835100000.0,7699600000.0,7243800000.0,5744000000.0
Working Capital,2977200000.0,2924300000.0,1841900000.0,983000000.0
Net Tangible Assets,847000000.0,359100000.0,-722200000.0,-1260200000.0
Capital Lease Obligations,85900000.0,98200000.0,119400000.0,108400000.0
Common Stock Equity,5016900000.0,4876200000.0,4218600000.0,2705200000.0
Total Capitalization,7548100000.0,7684600000.0,6930800000.0,5419100000.0
Total Equity Gross Minority Interest,5016900000.0,4876200000.0,4218600000.0,2707300000.0
Minority Interest,,,0.0,2100000.0
Stockholders Equity,5016900000.0,4876200000.0,4218600000.0,2705200000.0
Gains Losses Not Affecting Retained Earnings,-147600000.0,-238200000.0,-59100000.0,-49700000.0
Other Equity Adjustments,-147600000.0,-238200000.0,-59100000.0,-49700000.0
Treasury Stock,3036000000.0,2531500000.0,1989400000.0,1579600000.0
Retained Earnings,2056300000.0,1600300000.0,298300000.0,-1573200000.0
Additional Paid In Capital,6141200000.0,6042600000.0,5965800000.0,5904800000.0
Capital Stock,3000000.0,3000000.0,3000000.0,2900000.0
Common Stock,3000000.0,3000000.0,3000000.0,2900000.0
Preferred Stock,0.0,0.0,0.0,0.0
Total Liabilities Net Minority Interest,4122400000.0,4195000000.0,4701300000.0,4488500000.0
Total Non Current Liabilities Net Minority Interest,2915100000.0,3257300000.0,3374500000.0,3249200000.0
Other Non Current Liabilities,13200000.0,25300000.0,16200000.0,18000000.0
Derivative Product Liabilities,,0.0,7600000.0,23000000.0
Employee Benefits,,6800000.0,10000000.0,11100000.0
Non Current Pension And Other Postretirement Benefit Plans,,6800000.0,10000000.0,11100000.0
Non Current Accrued Expenses,,,,0.0
Non Current Deferred Liabilities,308300000.0,351800000.0,480800000.0,318400000.0
Non Current Deferred Revenue,13800000.0,9400000.0,20300000.0,12900000.0
Non Current Deferred Taxes Liabilities,294500000.0,342400000.0,460500000.0,305500000.0
Long Term Debt And Capital Lease Obligation,2593600000.0,2880200000.0,2801100000.0,2796900000.0
Long Term Capital Lease Obligation,62400000.0,71800000.0,88900000.0,83000000.0
Long Term Debt,2531200000.0,2808400000.0,2712200000.0,2713900000.0
Long Term Provisions,,11400000.0,58800000.0,81800000.0
Current Liabilities,1207300000.0,937700000.0,1326800000.0,1239300000.0
Other Current Liabilities,8200000.0,175700000.0,168100000.0,114000000.0
Current Deferred Liabilities,199200000.0,186500000.0,198000000.0,186100000.0
Current Deferred Revenue,199200000.0,186500000.0,198000000.0,186100000.0
Current Debt And Capital Lease Obligation,310500000.0,41400000.0,343500000.0,350300000.0
Current Capital Lease Obligation,23500000.0,26400000.0,30500000.0,25400000.0
Current Debt,287000000.0,15000000.0,313000000.0,324900000.0
Other Current Borrowings,287000000.0,15000000.0,313000000.0,74900000.0
Line Of Credit,,,0.0,250000000.0
Pensionand Other Post Retirement Benefit Plans Current,280100000.0,292200000.0,297200000.0,262700000.0
Current Provisions,,12000000.0,16300000.0,
Payables And Accrued Expenses,409300000.0,417600000.0,471800000.0,440200000.0
Current Accrued Expenses,171800000.0,175700000.0,185000000.0,136100000.0
Interest Payable,,7300000.0,16900000.0,22100000.0
Payables,237500000.0,241900000.0,286800000.0,304100000.0
Total Tax Payable,62300000.0,44200000.0,70900000.0,125300000.0
Accounts Payable,175200000.0,197700000.0,215900000.0,178800000.0
Total Assets,9139300000.0,9071200000.0,8919900000.0,7195800000.0
Total Non Current Assets,4954800000.0,5209200000.0,5751200000.0,4973500000.0
Other Non Current Assets,44000000.0,40300000.0,41700000.0,34000000.0
Defined Pension Benefit,56100000.0,49200000.0,64300000.0,49300000.0
Non Current Deferred Assets,56600000.0,16200000.0,21900000.0,15500000.0
Non Current Deferred Taxes Assets,56600000.0,16200000.0,21900000.0,15500000.0
Non Current Accounts Receivable,33000000.0,30400000.0,24700000.0,325700000.0
Investments And Advances,15500000.0,5500000.0,9500000.0,11400000.0
Investmentin Financial Assets,15500000.0,5500000.0,9500000.0,11400000.0
Available For Sale Securities,15500000.0,5500000.0,9500000.0,11400000.0
Long Term Equity Investment,,,,0.0
Goodwill And Other Intangible Assets,4169900000.0,4517100000.0,4940800000.0,3965400000.0
Other Intangible Assets,888600000.0,1280600000.0,1659200000.0,1307500000.0
Goodwill,3281300000.0,3236500000.0,3281600000.0,2657900000.0
Net PPE,579700000.0,550500000.0,648300000.0,572200000.0
Accumulated Depreciation,-714000000.0,-705600000.0,-695900000.0,-694400000.0
Gross PPE,1293700000.0,1256100000.0,1344200000.0,1266600000.0
Leases,44400000.0,44800000.0,49700000.0,44300000.0
Other Properties,959000000.0,957700000.0,1045200000.0,998200000.0
Machinery Furniture Equipment,19200000.0,16700000.0,16800000.0,16100000.0
Buildings And Improvements,230000000.0,196000000.0,191200000.0,167300000.0
Land And Improvements,41100000.0,40900000.0,41300000.0,40700000.0
Properties,0.0,0.0,0.0,0.0
Current Assets,4184500000.0,3862000000.0,3168700000.0,2222300000.0
Other Current Assets,175300000.0,232200000.0,528800000.0,58500000.0
Assets Held For Sale Current,11900000.0,0.0,,
Prepaid Assets,31600000.0,49000000.0,25700000.0,38800000.0
Inventory,617600000.0,623700000.0,501200000.0,395100000.0
Finished Goods,312700000.0,310700000.0,284900000.0,196300000.0
Work In Process,66300000.0,60100000.0,53000000.0,46500000.0
Raw Materials,238600000.0,252900000.0,163300000.0,152300000.0
Receivables,625600000.0,617600000.0,942700000.0,1028900000.0
Accounts Receivable,625600000.0,617600000.0,942700000.0,1028900000.0
Allowance For Doubtful Accounts Receivable,-38500000.0,-37700000.0,-40500000.0,-31600000.0
Gross Accounts Receivable,664100000.0,655300000.0,983200000.0,1060500000.0
Cash Cash Equivalents And Short Term Investments,2722500000.0,2339500000.0,1170300000.0,701000000.0
Cash And Cash Equivalents,2722500000.0,2339500000.0,1170300000.0,701000000.0
