,2023-10-31,2022-10-31,2021-10-31,2020-10-31
Treasury Shares Number,254846927.0,237659289.0,228366144.0,222775254.0
Ordinary Shares Number,281584277.0,298771915.0,308065060.0,313655950.0
Share Issued,536431204.0,536431204.0,536431204.0,536431204.0
Net Debt,55928000000.0,47104000000.0,40372000000.0,38758000000.0
Total Debt,63692000000.0,52201000000.0,48691000000.0,46295000000.0
Tangible Book Value,16302000000.0,14985000000.0,13583000000.0,8529000000.0
Invested Capital,85171000000.0,72140000000.0,66820000000.0,58761000000.0
Working Capital,35305000000.0,30963000000.0,30716000000.0,27880000000.0
Net Tangible Assets,16302000000.0,14985000000.0,13583000000.0,8529000000.0
Capital Lease Obligations,306000000.0,323000000.0,302000000.0,471000000.0
Common Stock Equity,21785000000.0,20262000000.0,18431000000.0,12937000000.0
Total Capitalization,60262000000.0,53858000000.0,51319000000.0,45518000000.0
Total Equity Gross Minority Interest,21886000000.0,20357000000.0,18434000000.0,12944000000.0
Minority Interest,101000000.0,95000000.0,3000000.0,7000000.0
Stockholders Equity,21785000000.0,20262000000.0,18431000000.0,12937000000.0
Gains Losses Not Affecting Retained Earnings,-3114000000.0,-3056000000.0,-2539000000.0,-5539000000.0
Other Equity Adjustments,-3114000000.0,-3056000000.0,-2539000000.0,-5539000000.0
Treasury Stock,31335000000.0,24094000000.0,20533000000.0,18065000000.0
Retained Earnings,50931000000.0,42247000000.0,36449000000.0,31646000000.0
Capital Stock,5303000000.0,5165000000.0,5054000000.0,4895000000.0
Common Stock,5303000000.0,5165000000.0,5054000000.0,4895000000.0
Total Liabilities Net Minority Interest,82201000000.0,69673000000.0,65680000000.0,62147000000.0
Total Non Current Liabilities Net Minority Interest,41137000000.0,36548000000.0,37808000000.0,38666000000.0
Other Non Current Liabilities,2140000000.0,2457000000.0,4344000000.0,5413000000.0
Employee Benefits,,2457000000.0,4344000000.0,5413000000.0
Non Current Pension And Other Postretirement Benefit Plans,,2457000000.0,4344000000.0,5413000000.0
Dueto Related Parties Non Current,,,,105000000.0
