,2023-09-30,2022-09-30,2021-09-30,2020-09-30
Treasury Shares Number,10487742.0,12749540.0,9060919.0,8295878.0
Ordinary Shares Number,311982539.0,318081241.0,327038962.0,330657503.0
Share Issued,322470281.0,330830781.0,336099881.0,338953381.0
Net Debt,2550000000.0,3118000000.0,2889000000.0,3201000000.0
Total Debt,4329000000.0,4332000000.0,4210000000.0,4262000000.0
Tangible Book Value,4913000000.0,4256000000.0,3495000000.0,2566000000.0
Invested Capital,15762000000.0,15008000000.0,14726000000.0,13529000000.0
Working Capital,3429000000.0,2636000000.0,2607000000.0,2094000000.0
Net Tangible Assets,4913000000.0,4256000000.0,3495000000.0,2566000000.0
Capital Lease Obligations,118000000.0,126000000.0,118000000.0,116000000.0
Common Stock Equity,11551000000.0,10802000000.0,10634000000.0,9383000000.0
Total Capitalization,15080000000.0,14094000000.0,14223000000.0,12835000000.0
Total Equity Gross Minority Interest,11655000000.0,10897000000.0,10748000000.0,9495000000.0
Minority Interest,104000000.0,95000000.0,114000000.0,112000000.0
Stockholders Equity,11551000000.0,10802000000.0,10634000000.0,9383000000.0
Gains Losses Not Affecting Retained Earnings,-158000000.0,-495000000.0,-168000000.0,-445000000.0
Other Equity Adjustments,-158000000.0,-495000000.0,-168000000.0,-445000000.0
Treasury Stock,1380000000.0,1681000000.0,1055000000.0,669000000.0
Retained Earnings,12947000000.0,12832000000.0,11709000000.0,10348000000.0
Capital Stock,142000000.0,146000000.0,148000000.0,149000000.0
Common Stock,142000000.0,146000000.0,148000000.0,149000000.0
Total Liabilities Net Minority Interest,10057000000.0,9885000000.0,10714000000.0,9747000000.0
Total Non Current Liabilities Net Minority Interest,5594000000.0,5253000000.0,6058000000.0,6057000000.0
Other Non Current Liabilities,787000000.0,718000000.0,847000000.0,874000000.0
Preferred Securities Outside Stock Equity,,,114000000.0,112000000.0
Employee Benefits,728000000.0,695000000.0,1139000000.0,1336000000.0
Non Current Pension And Other Postretirement Benefit Plans,728000000.0,695000000.0,1139000000.0,1336000000.0
Tradeand Other Payables Non Current,365000000.0,304000000.0,302000000.0,252000000.0
Non Current Deferred Liabilities,185000000.0,244000000.0,181000000.0,143000000.0
Non Current Deferred Taxes Liabilities,185000000.0,244000000.0,181000000.0,143000000.0
Long Term Debt And Capital Lease Obligation,3529000000.0,3292000000.0,3589000000.0,3452000000.0
Long Term Debt,3529000000.0,3292000000.0,3589000000.0,3452000000.0
Current Liabilities,4463000000.0,4632000000.0,4656000000.0,3690000000.0
Other Current Liabilities,602000000.0,603000000.0,573000000.0,408000000.0
Current Deferred Liabilities,74000000.0,63000000.0,51000000.0,47000000.0
Current Deferred Revenue,74000000.0,63000000.0,51000000.0,47000000.0
Current Debt And Capital Lease Obligation,800000000.0,1040000000.0,621000000.0,810000000.0
Current Capital Lease Obligation,118000000.0,126000000.0,118000000.0,116000000.0
Current Debt,682000000.0,914000000.0,503000000.0,694000000.0
Other Current Borrowings,682000000.0,914000000.0,503000000.0,694000000.0
Current Provisions,240000000.0,182000000.0,236000000.0,229000000.0
Payables And Accrued Expenses,2747000000.0,2744000000.0,3175000000.0,2196000000.0
Current Accrued Expenses,605000000.0,563000000.0,718000000.0,490000000.0
Interest Payable,28000000.0,28000000.0,28000000.0,30000000.0
Payables,2142000000.0,2181000000.0,2457000000.0,1706000000.0
Other Payable,71000000.0,70000000.0,73000000.0,
Dividends Payable,368000000.0,356000000.0,327000000.0,317000000.0
Total Tax Payable,140000000.0,162000000.0,146000000.0,113000000.0
Income Tax Payable,140000000.0,162000000.0,146000000.0,113000000.0
Accounts Payable,1563000000.0,1593000000.0,1911000000.0,1276000000.0
Total Assets,21712000000.0,20782000000.0,21462000000.0,19242000000.0
Total Non Current Assets,13820000000.0,13514000000.0,14199000000.0,13458000000.0
Other Non Current Assets,828000000.0,903000000.0,783000000.0,813000000.0
Non Current Deferred Assets,2600000000.0,2498000000.0,2499000000.0,2178000000.0
Non Current Deferred Taxes Assets,2600000000.0,2498000000.0,2499000000.0,2178000000.0
Goodwill And Other Intangible Assets,6638000000.0,6546000000.0,7139000000.0,6817000000.0
Other Intangible Assets,1175000000.0,1288000000.0,1549000000.0,1593000000.0
Goodwill,5463000000.0,5258000000.0,5590000000.0,5224000000.0
Net PPE,3754000000.0,3567000000.0,3778000000.0,3650000000.0
Accumulated Depreciation,-6736000000.0,-6206000000.0,-6741000000.0,-6304000000.0
Gross PPE,10490000000.0,9773000000.0,10519000000.0,9954000000.0
Construction In Progress,625000000.0,609000000.0,614000000.0,516000000.0
Machinery Furniture Equipment,8311000000.0,7727000000.0,8308000000.0,7849000000.0
Buildings And Improvements,1438000000.0,1331000000.0,1469000000.0,1442000000.0
Land And Improvements,116000000.0,106000000.0,128000000.0,147000000.0
Properties,0.0,0.0,0.0,0.0
Current Assets,7892000000.0,7268000000.0,7263000000.0,5784000000.0
Other Current Assets,712000000.0,639000000.0,,
Prepaid Assets,,639000000.0,621000000.0,512000000.0
Inventory,2552000000.0,2676000000.0,2511000000.0,1950000000.0
Finished Goods,1000000000.0,1220000000.0,1200000000.0,848000000.0
Work In Process,1185000000.0,1066000000.0,991000000.0,851000000.0
Raw Materials,367000000.0,390000000.0,320000000.0,251000000.0
Receivables,2967000000.0,2865000000.0,2928000000.0,2377000000.0
Accounts Receivable,2967000000.0,2865000000.0,2928000000.0,2377000000.0
Allowance For Doubtful Accounts Receivable,-30000000.0,-45000000.0,-41000000.0,-29000000.0
Gross Accounts Receivable,2997000000.0,2910000000.0,2969000000.0,2406000000.0
Cash Cash Equivalents And Short Term Investments,1661000000.0,1088000000.0,1203000000.0,945000000.0
Cash And Cash Equivalents,1661000000.0,1088000000.0,1203000000.0,945000000.0
