,2023-12-31,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Treasury Shares Number,5388655.0,,,,17386100.0
Ordinary Shares Number,145225459.0,152651397.0,172741237.0,193730993.0,
Share Issued,150614114.0,152651397.0,172741237.0,193730993.0,
Net Debt,97068000000.0,96958000000.0,90960000000.0,81751000000.0,
Total Debt,97777000000.0,97603000000.0,91830000000.0,82987000000.0,
Tangible Book Value,-87723000000.0,-90579000000.0,-86918000000.0,-78686000000.0,
Invested Capital,108863000000.0,106722000000.0,105611000000.0,106557000000.0,
Working Capital,-9082000000.0,-8048000000.0,-8892000000.0,-5966000000.0,
Net Tangible Assets,-87723000000.0,-90579000000.0,-86918000000.0,-78686000000.0,
Capital Lease Obligations,,295000000.0,269000000.0,235000000.0,214000000.0
Common Stock Equity,11086000000.0,9119000000.0,14050000000.0,23805000000.0,
Total Capitalization,106863000000.0,105212000000.0,102614000000.0,105549000000.0,
Total Equity Gross Minority Interest,14718000000.0,12549000000.0,18156000000.0,30281000000.0,
Minority Interest,3632000000.0,3430000000.0,4106000000.0,6476000000.0,
Stockholders Equity,11086000000.0,9119000000.0,14050000000.0,23805000000.0,
Gains Losses Not Affecting Retained Earnings,,,,,0.0
Retained Earnings,-12260000000.0,-14821000000.0,-12675000000.0,-5195000000.0,
Additional Paid In Capital,23346000000.0,23940000000.0,26725000000.0,29000000000.0,
Capital Stock,0.0,0.0,0.0,0.0,
Common Stock,0.0,0.0,0.0,0.0,
Preferred Stock,0.0,0.0,0.0,0.0,
Total Liabilities Net Minority Interest,132475000000.0,131974000000.0,124335000000.0,113925000000.0,
Total Non Current Liabilities Net Minority Interest,119261000000.0,119909000000.0,111877000000.0,104050000000.0,
Other Non Current Liabilities,4530000000.0,4758000000.0,4217000000.0,4198000000.0,
Non Current Deferred Liabilities,18954000000.0,19058000000.0,19096000000.0,18108000000.0,
Non Current Deferred Taxes Liabilities,18954000000.0,19058000000.0,19096000000.0,18108000000.0,
Long Term Debt And Capital Lease Obligation,95777000000.0,96093000000.0,88564000000.0,81744000000.0,
Long Term Capital Lease Obligation,,,,,979000000.0
Long Term Debt,95777000000.0,96093000000.0,88564000000.0,81744000000.0,
Current Liabilities,13214000000.0,12065000000.0,12458000000.0,9875000000.0,
Current Deferred Liabilities,509000000.0,511000000.0,461000000.0,436000000.0,
Current Deferred Revenue,509000000.0,511000000.0,461000000.0,436000000.0,
Current Debt And Capital Lease Obligation,2000000000.0,1510000000.0,3266000000.0,1243000000.0,
Current Capital Lease Obligation,,295000000.0,269000000.0,235000000.0,214000000.0
Current Debt,2000000000.0,1510000000.0,2997000000.0,1008000000.0,
Other Current Borrowings,2000000000.0,1510000000.0,2997000000.0,1008000000.0,
Payables And Accrued Expenses,10705000000.0,10044000000.0,8731000000.0,8196000000.0,
Current Accrued Expenses,9093000000.0,8425000000.0,7415000000.0,6878000000.0,
Interest Payable,1328000000.0,1165000000.0,1099000000.0,1083000000.0,
Payables,1612000000.0,1619000000.0,1316000000.0,1318000000.0,
Total Tax Payable,681000000.0,667000000.0,592000000.0,555000000.0,
Accounts Payable,931000000.0,952000000.0,724000000.0,763000000.0,
Total Assets,147193000000.0,144523000000.0,142491000000.0,144206000000.0,
Total Non Current Assets,143061000000.0,140506000000.0,138925000000.0,140297000000.0,
Other Non Current Assets,4732000000.0,4769000000.0,3647000000.0,3449000000.0,
Goodwill And Other Intangible Assets,98809000000.0,99698000000.0,100968000000.0,102491000000.0,
Other Intangible Assets,69141000000.0,70135000000.0,71406000000.0,72937000000.0,
Goodwill,29668000000.0,29563000000.0,29562000000.0,29554000000.0,
Net PPE,39520000000.0,36039000000.0,34310000000.0,34357000000.0,
Accumulated Depreciation,-37751000000.0,-36164000000.0,-34253000000.0,-31639000000.0,
Gross PPE,77271000000.0,72203000000.0,68563000000.0,65996000000.0,
Other Properties,61604000000.0,56802000000.0,53800000000.0,51449000000.0,
Machinery Furniture Equipment,9757000000.0,9568000000.0,9034000000.0,9151000000.0,
Buildings And Improvements,5910000000.0,5833000000.0,5729000000.0,5396000000.0,
Properties,0.0,0.0,0.0,0.0,
Current Assets,4132000000.0,4017000000.0,3566000000.0,3909000000.0,
Other Current Assets,458000000.0,451000000.0,386000000.0,369000000.0,
Prepaid Assets,,,386000000.0,369000000.0,761000000.0
Receivables,2965000000.0,2921000000.0,2579000000.0,2539000000.0,
Accounts Receivable,2965000000.0,2921000000.0,2579000000.0,2539000000.0,
Allowance For Doubtful Accounts Receivable,-268000000.0,-219000000.0,-157000000.0,-217000000.0,
Gross Accounts Receivable,3233000000.0,3140000000.0,2736000000.0,2756000000.0,
Cash Cash Equivalents And Short Term Investments,709000000.0,645000000.0,601000000.0,1001000000.0,
Cash And Cash Equivalents,709000000.0,645000000.0,601000000.0,1001000000.0,
