Date,GRADE,GPS,SMCI,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200
2007-03-29,,,0.8759999871253967,,,,,,
2007-03-30,,,0.8989999890327454,,,,,,
2007-04-02,,,1.037999987602234,,,,,,
2007-04-03,,,1.0579999685287476,,,,,,
2007-04-04,,,1.0160000324249268,0.9773999929428101,,,,,
2007-04-05,,,0.9800000190734864,0.998199999332428,,,,,
2007-04-06,,,0.9800000190734864,1.0144000053405762,,,,,
2007-04-09,,,1.0,1.0068000078201294,,,,,
2007-04-10,,,0.9800000190734864,0.9912000179290773,,,,,
2007-04-11,,,0.9539999961853028,0.9788000106811525,0.9781000018119812,,,,
2007-04-12,,,0.9850000143051147,0.979800009727478,0.989000004529953,,,,
2007-04-13,,,0.9739999771118164,0.978600001335144,0.9965000033378602,,,,
2007-04-16,,,1.0149999856948853,0.981599998474121,0.9942000031471252,,,,
2007-04-17,,,1.024999976158142,0.9905999898910522,0.9909000039100647,,,,
2007-04-18,,,1.0369999408721924,1.0071999788284303,0.9929999947547913,,,,
2007-04-19,,,0.9890000224113464,1.0079999804496764,0.9938999950885773,,,,
2007-04-20,,,0.9860000014305116,1.0103999853134156,0.9944999933242797,,,,
2007-04-23,,,0.9850000143051147,1.0043999910354615,0.9929999947547913,,,,
2007-04-24,,,0.9829999804496764,0.9959999918937683,0.9932999908924103,,,,
2007-04-25,,,1.034999966621399,0.9955999970436096,1.0013999879360198,0.9897499948740005,,,
2007-04-26,,,1.0190000534057615,1.0016000032424928,1.0047999918460846,0.9968999981880188,,,
2007-04-27,,,1.0199999809265137,1.0083999991416932,1.0093999922275543,1.0029499977827072,,,
2007-04-30,,,1.0410000085830688,1.0195999979972838,1.0119999945163727,1.003099998831749,,,
2007-05-01,,,1.0490000247955322,1.0328000068664551,1.0143999993801116,1.002650001645088,,,
2007-05-02,,,1.0399999618530271,1.0338000059127808,1.0147000014781953,1.0038499981164932,,,
2007-05-03,,,1.0429999828338623,1.0385999917984008,1.0200999975204468,1.006999996304512,,,
2007-05-04,,,1.0579999685287476,1.0461999893188476,1.0272999942302703,1.0108999937772751,,,
2007-05-07,,,1.0570000410079956,1.049399995803833,1.0344999969005584,1.0137499958276748,,,
2007-05-08,,,1.0499999523162842,1.0495999813079835,1.0411999940872192,1.0172499924898148,,,
2007-05-09,,,1.1239999532699585,1.0663999795913697,1.050099992752075,1.0257499903440475,,,
2007-05-10,,,1.0149999856948853,1.0607999801635741,1.0496999859809875,1.027249988913536,,,
2007-05-11,,,1.0399999618530271,1.05719997882843,1.051699984073639,1.0305499881505966,,,
2007-05-14,,,1.0429999828338623,1.0543999671936035,1.0518999814987182,1.0319499880075456,,,
2007-05-15,,,1.02400004863739,1.0491999864578245,1.049399983882904,1.031899991631508,,,
2007-05-16,,,1.0099999904632568,1.0263999938964843,1.046399986743927,1.0305499941110612,,,
2007-05-17,,,1.0019999742507937,1.023799991607666,1.0422999858856201,1.0311999917030334,,,
2007-05-18,,,1.0019999742507937,1.0161999940872193,1.0366999864578248,1.0319999903440475,,,
2007-05-21,,,1.003999948501587,1.008399987220764,1.0313999772071838,1.0329499870538712,,,
2007-05-22,,,1.003999948501587,1.0043999671936037,1.0267999768257141,1.0339999854564668,,,
2007-05-23,,,1.0,1.0023999691009524,1.0143999814987184,1.0322499871253967,,,
2007-05-24,,,0.9990000128746032,1.0017999768257142,1.0127999842166902,1.0312499850988388,,,
2007-05-25,,,1.003999948501587,1.0021999716758727,1.009199982881546,1.0304499834775924,,,
2007-05-28,,,1.003999948501587,1.0021999716758727,1.0052999794483184,1.0285999804735184,,,
2007-05-29,,,1.003000020980835,1.0019999861717224,1.003199976682663,1.0262999802827835,,,
2007-05-30,,,1.003000020980835,1.0025999903678895,1.0024999797344207,1.0244499832391738,,,
2007-05-31,,,1.00600004196167,1.0039999961853028,1.0028999865055084,1.0225999861955644,,,
2007-06-01,,,1.003999948501587,1.0039999961853028,1.0030999839305879,1.0198999851942063,,,
2007-06-04,,,1.055999994277954,1.0144000053405762,1.0082999885082244,1.0198499828577041,,,
2007-06-05,,,1.1430000066757202,1.0424000024795532,1.022199994325638,1.024499985575676,,,
2007-06-06,,,1.1200000047683716,1.0657999992370606,1.034199994802475,1.0242999881505965,1.0156399917602539,,
2007-06-07,,,1.1150000095367432,1.0875999927520752,1.0457999944686889,1.0292999893426895,1.020419992208481,,
2007-06-08,,,1.065000057220459,1.0998000144958495,1.0519000053405763,1.0305499941110612,1.023739993572235,,
2007-06-11,,,1.0509999990463257,1.0988000154495239,1.0566000103950501,1.0309499949216843,1.0239999938011168,,
2007-06-12,,,1.0729999542236328,1.0848000049591064,1.0636000037193298,1.0333999902009965,1.0242999935150146,,
2007-06-13,,,1.065999984741211,1.0740000009536743,1.0699000000953673,1.0361999899148941,1.0252999925613404,,
2007-06-14,,,1.0759999752044678,1.0661999940872193,1.0768999934196473,1.0398999899625778,1.02721999168396,,
2007-06-15,,,1.0740000009536743,1.0679999828338622,1.0838999986648559,1.0434999912977219,1.0290999913215637,,
2007-06-18,,,1.0750000476837158,1.0727999925613403,1.085800004005432,1.0470499962568283,1.030599992275238,,
2007-06-19,,,1.0880000591278076,1.0758000135421752,1.080300009250641,1.0512500017881394,1.0327599930763245,,
2007-06-20,,,1.097000002861023,1.0820000171661377,1.078000009059906,1.0561000019311906,1.0356199932098389,,
2007-06-21,,,1.0989999771118164,1.0866000175476074,1.0764000058174132,1.061100000143051,1.0378999924659729,,
2007-06-22,,,1.0529999732971191,1.0824000120162964,1.0751999974250794,1.0635500013828278,1.039479992389679,,
2007-06-25,,,1.0470000505447388,1.0768000125885009,1.0748000025749207,1.0657000064849853,1.040119993686676,,
2007-06-26,,,1.02400004863739,1.0640000104904173,1.0699000120162965,1.0667500078678132,1.040099995136261,,
2007-06-27,,,1.0410000085830688,1.0528000116348266,1.0674000144004823,1.0686500072479248,1.0401799964904785,,
2007-06-28,,,1.0080000162124634,1.034600019454956,1.0606000185012818,1.0687500059604644,1.0405599963665009,,
2007-06-29,,,1.0010000467300415,1.0242000341415405,1.0533000230789185,1.0686000108718872,1.0408599972724915,,
2007-07-02,,,1.003999948501587,1.0156000137329102,1.0462000131607057,1.0660000085830688,1.041239995956421,,
2007-07-03,,,1.0429999828338623,1.0194000005722046,1.041700005531311,1.061000007390976,1.0424399960041046,,
2007-07-04,,,1.0429999828338623,1.0197999954223633,1.036300003528595,1.0571500062942505,1.0425999963283539,,
2007-07-05,,,1.0269999504089355,1.0235999822616577,1.0291000008583069,1.05275000333786,1.0427599942684174,,
2007-07-06,,,1.0180000066757202,1.0269999742507934,1.025600004196167,1.0504000008106231,1.0427199947834014,,
2007-07-09,,,1.0210000276565552,1.030399990081787,1.0230000019073486,1.0489000022411346,1.0423199951648712,,
2007-07-10,,,1.0,1.0217999935150146,1.0205999970436097,1.045250004529953,1.0413399946689605,,
2007-07-11,,,1.0,1.0131999969482421,1.0164999961853027,1.0419500052928925,1.0405399954319001,,
2007-07-12,,,0.99099999666214,1.006000006198883,1.0147999942302703,1.037700006365776,1.0394999957084656,,
2007-07-13,,,0.9409999847412108,0.9906000018119812,1.0087999880313874,1.0310500055551528,1.037159996032715,,
2007-07-16,,,0.9789999723434448,0.9821999907493592,1.0062999904155732,1.0262500017881393,1.0355999946594239,,
2007-07-17,,,0.9850000143051147,0.9791999936103821,1.0004999935626984,1.0210999995470047,1.0342999958992005,,
2007-07-18,,,0.9900000095367432,0.9771999955177307,0.9951999962329865,1.0157499998807906,1.031619997024536,,
2007-07-19,,,0.9990000128746032,0.9787999987602234,0.9924000024795532,1.0107500016689301,1.0312999975681305,,
2007-07-20,,,0.9959999918937684,0.9898000001907349,0.9902000010013581,1.0079000025987626,1.0304199981689453,,
2007-07-23,,,1.0,0.9940000057220459,0.9880999982357025,1.0055500000715256,1.029559998512268,,
2007-07-24,,,1.0,0.997000002861023,0.9880999982357025,1.0043499976396562,1.0290799975395202,,
2007-07-25,,,1.003000020980835,0.9996000051498413,0.988400000333786,1.0024499982595443,1.028939998149872,,
2007-07-26,,,0.972000002861023,0.9942000031471252,0.9865000009536743,1.0006499975919723,1.0283399987220765,,
2007-07-27,,,0.9340000152587892,0.9818000078201294,0.9858000040054321,0.9972999960184097,1.0269799995422364,,
2007-07-30,,,0.8889999985694885,0.9596000075340271,0.9768000066280365,0.9915499985218048,1.0246800005435943,,
2007-07-31,,,0.8949999809265137,0.9386000037193298,0.9678000032901763,0.9841499984264374,1.0225000011920928,,
2007-08-01,,,0.915000021457672,0.9210000038146973,0.9603000044822693,0.9777500003576278,1.0208000016212464,,
2007-08-02,,,0.9169999957084656,0.9100000023841858,0.9521000027656555,0.9722500026226044,1.0191600012779236,,
2007-08-03,,,0.8899999856948853,0.901199996471405,0.9415000021457672,0.9658500015735626,1.0168800020217896,,
2007-08-06,,,0.8640000224113464,0.8962000012397766,0.9279000043869019,0.9580000013113021,1.0140800034999848,,
2007-08-07,,,0.8610000014305115,0.8894000053405762,0.914000004529953,0.9510500013828278,1.0112400031089783,,
2007-08-08,,,0.875,0.8814000010490417,0.9012000024318695,0.9448000013828277,1.0086800026893616,,
2007-08-09,,,0.8999999761581421,0.877999997138977,0.8939999997615814,0.9402500003576278,1.006560001373291,,
2007-08-10,,,0.875,0.875,0.8880999982357025,0.9369500011205674,1.0039800024032592,,
2007-08-13,,,0.871999979019165,0.8765999913215637,0.8863999962806701,0.9316000014543533,1.0003000020980835,,
2007-08-14,,,0.8740000128746033,0.879199993610382,0.8842999994754791,0.9260500013828278,0.9949200022220611,,
2007-08-15,,,0.8700000047683716,0.8781999945640564,0.879799997806549,0.9200500011444092,0.9899200022220611,1.0027799969911575,
2007-08-16,,,0.8399999737739563,0.8661999940872193,0.8720999956130981,0.9120999991893768,0.9844200015068054,1.002419996857643,
2007-08-17,,,0.8539999723434448,0.8619999885559082,0.8684999942779541,0.9049999982118606,0.9801999998092651,1.00196999669075,
2007-08-20,,,0.8550000190734863,0.8585999965667724,0.8675999939441681,0.897749999165535,0.9762800002098083,1.0001399970054627,
2007-08-21,,,0.8479999899864197,0.8533999919891357,0.8662999927997589,0.890149998664856,0.9717800009250641,0.9980399972200393,
2007-08-22,,,0.8410000205039978,0.8475999951362609,0.8628999948501587,0.8820499986410141,0.9672800016403198,0.9962899971008301,
2007-08-23,,,0.8370000123977661,0.847000002861023,0.856599998474121,0.8752999991178513,0.9625000023841858,0.9948599970340729,
2007-08-24,,,0.8370000123977661,0.8436000108718872,0.8527999997138977,0.8704499989748001,0.9577600026130676,0.9934299969673157,
2007-08-27,,,0.8389999866485596,0.8404000043869019,0.8495000004768372,0.8679499983787536,0.9530400013923646,0.9918199968338013,
2007-08-28,,,0.8379999995231628,0.8384000062942505,0.8458999991416931,0.8650999993085862,0.9480400002002716,0.990399996638298,
2007-08-29,,,0.8399999737739563,0.8381999969482422,0.8428999960422516,0.8613499969244003,0.9428999996185303,0.9892599964141846,
2007-08-30,,,0.8349999785423279,0.8377999901771546,0.8423999965190887,0.8572499960660934,0.9376199996471405,0.9877599960565567,
2007-08-31,,,0.8339999914169312,0.8371999859809875,0.8403999984264374,0.8544499963521958,0.9332400000095368,0.9863599961996079,
2007-09-03,,,0.8339999914169312,0.8361999869346619,0.8382999956607818,0.852949994802475,0.9289799988269806,0.9845499962568283,
2007-09-04,,,0.8379999995231628,0.8361999869346619,0.8372999966144562,0.8517999947071075,0.925259997844696,0.9826799964904785,
2007-09-05,,,0.8330000042915344,0.8347999930381775,0.8364999949932098,0.8496999949216842,0.9210999977588653,0.980639997124672,
2007-09-06,,,0.8370000123977661,0.8351999998092652,0.8364999949932098,0.8465499967336655,0.9176799976825714,0.9791199970245361,
2007-09-07,,,0.8489999771118164,0.8381999969482422,0.8376999914646148,0.8452499955892563,0.9146399962902069,0.9777499967813492,
2007-09-10,,,0.8730000257492065,0.8460000038146973,0.8410999953746796,0.8452999979257584,0.9120199978351593,0.9766299968957901,
2007-09-11,,,0.9179999828338624,0.8620000004768371,0.8490999937057495,0.8474999964237213,0.9095199978351594,0.975979996919632,
2007-09-12,,,0.9350000023841858,0.8824000000953675,0.8585999965667724,0.850749996304512,0.9073599982261658,0.9749799972772598,
2007-09-13,,,0.9210000038146972,0.8991999983787536,0.8671999990940094,0.854799997806549,0.905239999294281,0.9739999967813492,
2007-09-14,,,0.921999990940094,0.9138000011444092,0.8759999990463256,0.8581999987363815,0.9033199989795685,0.973019996881485,
2007-09-17,,,0.9049999713897704,0.920199990272522,0.8830999970436096,0.8606999963521957,0.9009999978542328,0.971659996509552,
2007-09-18,,,0.9490000009536744,0.9263999938964844,0.8941999971866608,0.8657499969005584,0.8999799978733063,0.9706599962711334,
2007-09-19,,,0.9879999756813048,0.9369999885559082,0.9096999943256379,0.8730999946594238,0.8997399973869323,0.9701399964094162,
2007-09-20,,,0.9929999709129332,0.9513999819755554,0.9252999901771546,0.8808999925851821,0.8997799968719482,0.9696399962902069,
2007-09-21,,,0.984000027179718,0.9637999892234802,0.9387999951839447,0.8882499933242798,0.9006399977207183,0.9688999968767166,
2007-09-24,,,0.9580000042915344,0.974399995803833,0.9472999930381775,0.8941999942064285,0.9002199983596801,0.967909996509552,
2007-09-25,,,0.975000023841858,0.9796000003814698,0.9529999971389771,0.9010499954223633,0.900019998550415,0.9671599972248077,
2007-09-26,,,1.0010000467300415,0.9822000145912171,0.9596000015735626,0.9090999990701676,0.900239999294281,0.9659299981594086,
2007-09-27,,,0.984000027179718,0.980400025844574,0.9659000039100647,0.916550001502037,0.8999399995803833,0.9656199985742568,
2007-09-28,,,0.9760000109672546,0.9788000226020813,0.9713000059127808,0.9236500024795532,0.8995399999618531,0.9649799990653992,
2007-10-01,,,0.9789999723434448,0.9830000162124634,0.9787000060081482,0.9309000015258789,0.8991199994087219,0.964339998960495,
2007-10-02,,,0.9879999756813048,0.9856000065803527,0.9826000034809113,0.938400000333786,0.898879998922348,0.9639799982309342,
2007-10-03,,,1.0080000162124634,0.9870000004768371,0.9846000075340271,0.9471500009298325,0.8989799988269805,0.9639599984884262,
2007-10-04,,,0.9700000286102296,0.9842000007629395,0.9823000133037567,0.9538000017404556,0.8989399993419647,0.9636399990320206,
2007-10-05,,,0.9850000143051147,0.9860000014305115,0.9824000120162963,0.9606000036001205,0.8999599993228913,0.9634699994325637,
2007-10-08,,,1.003000020980835,0.9908000111579895,0.9869000136852264,0.967100003361702,0.9022399997711181,0.9634600001573562,
2007-10-09,,,0.9929999709129332,0.9918000102043152,0.988700008392334,0.9708500027656555,0.9041999995708465,0.9633500003814697,
2007-10-10,,,1.0,0.9902000069618225,0.9886000037193299,0.9741000026464463,0.9058999991416932,0.9633500003814697,
2007-10-11,,,0.9890000224113464,0.9940000057220459,0.9891000032424927,0.9775000035762786,0.9073399996757507,0.9632500004768372,
