,2023-12-31,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,
Tax Rate For Calcs,0.145,0.142,0.164,0.164,
Normalized EBITDA,10444000000.0,8707000000.0,9483000000.0,10116000000.0,
Total Unusual Items,,,,,0.0
Total Unusual Items Excluding Goodwill,,,,,0.0
Net Income From Continuing Operation Net Minority Interest,6920000000.0,5732000000.0,6315000000.0,6888000000.0,
Reconciled Depreciation,1430000000.0,1404000000.0,1364000000.0,1290000000.0,
Reconciled Cost Of Revenue,59092000000.0,57697000000.0,57983000000.0,56744000000.0,
EBITDA,10444000000.0,8707000000.0,9483000000.0,10116000000.0,
EBIT,9014000000.0,7303000000.0,8119000000.0,8826000000.0,
Net Interest Income,-916000000.0,-623000000.0,-569000000.0,-591000000.0,
Interest Expense,916000000.0,623000000.0,569000000.0,591000000.0,
Normalized Income,6920000000.0,5732000000.0,6315000000.0,6888000000.0,
Net Income From Continuing And Discontinued Operation,6920000000.0,5732000000.0,6315000000.0,6833000000.0,
Total Expenses,59064000000.0,57636000000.0,57921000000.0,56754000000.0,
Total Operating Income As Reported,8507000000.0,8348000000.0,9123000000.0,8644000000.0,
Diluted Average Shares,251200000.0,264600000.0,277400000.0,281200000.0,
Basic Average Shares,250300000.0,263700000.0,276400000.0,280000000.0,
Diluted EPS,27.55,21.66,22.76,24.3,
Basic EPS,27.65,21.74,22.85,24.4,
Diluted NI Availto Com Stockholders,6920000000.0,5732000000.0,6315000000.0,6833000000.0,
Net Income Common Stockholders,6920000000.0,5732000000.0,6315000000.0,6833000000.0,
Net Income,6920000000.0,5732000000.0,6315000000.0,6833000000.0,
Net Income Including Noncontrolling Interests,6920000000.0,5732000000.0,6315000000.0,6833000000.0,
Net Income Discontinuous Operations,,0.0,0.0,-55000000.0,0.0
Net Income Continuous Operations,6920000000.0,5732000000.0,6315000000.0,6888000000.0,
Tax Provision,1178000000.0,948000000.0,1235000000.0,1347000000.0,
Pretax Income,8098000000.0,6680000000.0,7550000000.0,8235000000.0,
Other Income Expense,507000000.0,-1045000000.0,-1004000000.0,182000000.0,
Other Non Operating Income Expenses,507000000.0,-1045000000.0,-1004000000.0,182000000.0,
Special Income Charges,,,,,0.0
Restructuring And Mergern Acquisition,,,,,0.0
Net Non Operating Interest Income Expense,-916000000.0,-623000000.0,-569000000.0,-591000000.0,
Interest Expense Non Operating,916000000.0,623000000.0,569000000.0,591000000.0,
Operating Income,8507000000.0,8348000000.0,9123000000.0,8644000000.0,
Operating Expense,-28000000.0,-61000000.0,-62000000.0,10000000.0,
Other Operating Expenses,-28000000.0,-61000000.0,-62000000.0,10000000.0,
Gross Profit,8479000000.0,8287000000.0,9061000000.0,8654000000.0,
Cost Of Revenue,59092000000.0,57697000000.0,57983000000.0,56744000000.0,
Total Revenue,67571000000.0,65984000000.0,67044000000.0,65398000000.0,
Operating Revenue,67571000000.0,65984000000.0,67044000000.0,65398000000.0,
