,2023-09-30,2022-09-30,2021-09-30,2020-09-30
Tax Effect Of Unusual Items,-2518353.726363,-4187308.682108,-558929.129918,-1190108.78098
Tax Rate For Calcs,0.088988,0.136394,0.062801,0.08624
Normalized EBITDA,1785200000.0,2245300000.0,2057700000.0,1269800000.0
Total Unusual Items,-28300000.0,-30700000.0,-8900000.0,-13800000.0
Total Unusual Items Excluding Goodwill,-28300000.0,-30700000.0,-8900000.0,-13800000.0
Net Income From Continuing Operation Net Minority Interest,982800000.0,1275200000.0,1498300000.0,814800000.0
Reconciled Depreciation,613700000.0,690100000.0,436700000.0,364300000.0
Reconciled Cost Of Revenue,2084600000.0,2290000000.0,2196000000.0,1390300000.0
EBITDA,1756900000.0,2214600000.0,2048800000.0,1256000000.0
EBIT,1143200000.0,1524500000.0,1612100000.0,891700000.0
Net Interest Income,-64400000.0,-47900000.0,-13400000.0,0.0
Interest Expense,64400000.0,47900000.0,13400000.0,0.0
Interest Income,,,1200000.0,9600000.0
Normalized Income,1008581646.273637,1301712691.317892,1506641070.870082,827409891.21902
Net Income From Continuing And Discontinued Operation,982800000.0,1275200000.0,1498300000.0,814800000.0
Total Expenses,3619100000.0,3927800000.0,3487500000.0,2450100000.0
Total Operating Income As Reported,1125000000.0,1527000000.0,1612700000.0,891800000.0
Diluted Average Shares,160300000.0,163300000.0,167000000.0,169900000.0
Basic Average Shares,159400000.0,162400000.0,165200000.0,168500000.0
Diluted EPS,6.13,7.81,8.97,4.8
Basic EPS,6.17,7.85,9.07,4.84
Diluted NI Availto Com Stockholders,982800000.0,1275200000.0,1498300000.0,814800000.0
Net Income Common Stockholders,982800000.0,1275200000.0,1498300000.0,814800000.0
Net Income,982800000.0,1275200000.0,1498300000.0,814800000.0
Net Income Including Noncontrolling Interests,982800000.0,1275200000.0,1498300000.0,814800000.0
Net Income Continuous Operations,982800000.0,1275200000.0,1498300000.0,814800000.0
Tax Provision,96000000.0,201400000.0,100400000.0,76900000.0
Pretax Income,1078800000.0,1476600000.0,1598700000.0,891700000.0
Other Income Expense,-10100000.0,-33200000.0,-9500000.0,-13900000.0
Other Non Operating Income Expenses,18200000.0,-2500000.0,-600000.0,-100000.0
Special Income Charges,-28300000.0,-30700000.0,-8900000.0,-13800000.0
Restructuring And Mergern Acquisition,28300000.0,30700000.0,8900000.0,13800000.0
Gain On Sale Of Security,,,100000.0,100000.0
Net Non Operating Interest Income Expense,-64400000.0,-47900000.0,-13400000.0,0.0
Interest Expense Non Operating,64400000.0,47900000.0,13400000.0,0.0
Interest Income Non Operating,,,1200000.0,9600000.0
Operating Income,1153300000.0,1557700000.0,1621600000.0,905600000.0
Operating Expense,954000000.0,1046600000.0,890800000.0,707300000.0
Depreciation Amortization Depletion Income Statement,33200000.0,98900000.0,36000000.0,11800000.0
Depreciation And Amortization In Income Statement,33200000.0,98900000.0,36000000.0,11800000.0
Amortization,33200000.0,98900000.0,36000000.0,11800000.0
Amortization Of Intangibles Income Statement,33200000.0,98900000.0,36000000.0,11800000.0
Research And Development,606800000.0,617900000.0,532300000.0,464100000.0
Selling General And Administration,314000000.0,329800000.0,322500000.0,231400000.0
Gross Profit,2107300000.0,2604300000.0,2512400000.0,1612900000.0
Cost Of Revenue,2665100000.0,2881200000.0,2596700000.0,1742800000.0
Total Revenue,4772400000.0,5485500000.0,5109100000.0,3355700000.0
Operating Revenue,4772400000.0,5485500000.0,5109100000.0,3355700000.0
