,2023-12-31,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Tax Effect Of Unusual Items,-66.483897,45269910.0,5357638.481837,12927.994553,
Tax Rate For Calcs,0.00831,0.21,0.024217,0.012515,
Normalized EBITDA,1285944000.0,1130169000.0,1033185000.0,944048000.0,
Total Unusual Items,-8000.0,215571000.0,221239000.0,1033000.0,
Total Unusual Items Excluding Goodwill,-8000.0,215571000.0,221239000.0,1033000.0,
Net Income From Continuing Operation Net Minority Interest,552806000.0,637436000.0,533791000.0,254962000.0,
Reconciled Depreciation,565857000.0,544004000.0,534415000.0,511678000.0,
Reconciled Cost Of Revenue,1400988000.0,1332155000.0,1260330000.0,1203613000.0,
EBITDA,1285936000.0,1345740000.0,1254424000.0,945081000.0,
EBIT,720079000.0,801736000.0,720009000.0,433403000.0,
Net Interest Income,-149234000.0,-154747000.0,-156881000.0,-167562000.0,
Interest Expense,149234000.0,154747000.0,156881000.0,167562000.0,
Normalized Income,552813933.516103,467134910.0,317909638.481837,253941927.994553,
Net Income From Continuing And Discontinued Operation,552806000.0,637436000.0,533791000.0,254962000.0,
Total Expenses,1459566000.0,1390988000.0,1313214000.0,1250471000.0,
Diluted Average Shares,116645000.0,115583000.0,115039000.0,114500000.0,
Basic Average Shares,116521000.0,115344000.0,114717000.0,114188000.0,
Diluted EPS,4.71,5.48,4.61,2.19,
Basic EPS,4.71,5.49,4.62,2.2,
Diluted NI Availto Com Stockholders,549118000.0,633748000.0,530103000.0,251274000.0,
Average Dilution Earnings,224000.0,438000.0,539000.0,338000.0,
Net Income Common Stockholders,548894000.0,633310000.0,529564000.0,250936000.0,
Otherunder Preferred Stock Dividend,224000.0,438000.0,539000.0,338000.0,
Preferred Stock Dividends,3688000.0,3688000.0,3688000.0,3688000.0,
Net Income,552806000.0,637436000.0,533791000.0,254962000.0,
Minority Interests,-15025000.0,-17340000.0,-16911000.0,-9053000.0,
Net Income Including Noncontrolling Interests,567831000.0,654776000.0,550702000.0,264015000.0,
Net Income Continuous Operations,567831000.0,654776000.0,550702000.0,264015000.0,
Earnings From Equity Interest Net Of Tax,1730000.0,1579000.0,1211000.0,1501000.0,
Tax Provision,4744000.0,-6208000.0,13637000.0,3327000.0,
Pretax Income,570845000.0,646989000.0,563128000.0,265841000.0,
Other Income Expense,31177000.0,172858000.0,255141000.0,5890000.0,
Other Non Operating Income Expenses,31185000.0,-42713000.0,33902000.0,4857000.0,
Special Income Charges,,,,0.0,0.0
Restructuring And Mergern Acquisition,,,,0.0,0.0
Gain On Sale Of Security,-8000.0,215571000.0,221239000.0,1033000.0,
Net Non Operating Interest Income Expense,-149234000.0,-154747000.0,-156881000.0,-167562000.0,
Interest Expense Non Operating,149234000.0,154747000.0,156881000.0,167562000.0,
Operating Income,688902000.0,628878000.0,464868000.0,427513000.0,
Operating Expense,58578000.0,58833000.0,52884000.0,46858000.0,
Depreciation Amortization Depletion Income Statement,,,,,496843000.0
Depreciation And Amortization In Income Statement,,,,,496843000.0
Selling General And Administration,58578000.0,58833000.0,52884000.0,46858000.0,
General And Administrative Expense,58578000.0,58833000.0,52884000.0,46858000.0,
Other Gand A,58578000.0,58833000.0,52884000.0,46858000.0,
Gross Profit,747480000.0,687711000.0,517752000.0,474371000.0,
Cost Of Revenue,1400988000.0,1332155000.0,1260330000.0,1203613000.0,
Total Revenue,2148468000.0,2019866000.0,1778082000.0,1677984000.0,
Operating Revenue,2148468000.0,2019866000.0,1778082000.0,1677984000.0,
