,2023-12-31,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Tax Effect Of Unusual Items,-154872000.0,-157108000.0,6210000.0,-170984000.0,
Tax Rate For Calcs,0.324,0.362,0.27,0.134,
Normalized EBITDA,2548000000.0,2041000000.0,1104000000.0,-622000000.0,
Total Unusual Items,-478000000.0,-434000000.0,23000000.0,-1276000000.0,
Total Unusual Items Excluding Goodwill,-478000000.0,-434000000.0,23000000.0,-1276000000.0,
Net Income From Continuing Operation Net Minority Interest,797000000.0,352000000.0,12000000.0,-2612000000.0,
Reconciled Depreciation,807000000.0,792000000.0,814000000.0,893000000.0,
Reconciled Cost Of Revenue,1573000000.0,1657000000.0,1522000000.0,1649000000.0,
EBITDA,2070000000.0,1607000000.0,1127000000.0,-1898000000.0,
EBIT,1263000000.0,815000000.0,313000000.0,-2791000000.0,
Net Interest Income,-38000000.0,-217000000.0,-342000000.0,-342000000.0,
Interest Expense,245000000.0,277000000.0,351000000.0,360000000.0,
Interest Income,207000000.0,60000000.0,9000000.0,18000000.0,
Normalized Income,1120128000.0,628892000.0,-4790000.0,-1506984000.0,
Net Income From Continuing And Discontinued Operation,797000000.0,352000000.0,12000000.0,-2612000000.0,
Total Expenses,11372000000.0,10478000000.0,8336000000.0,6726000000.0,
Total Operating Income As Reported,1033000000.0,1085000000.0,186000000.0,-2719000000.0,
Diluted Average Shares,150228000.0,161751000.0,149734000.0,141414000.0,
Basic Average Shares,144967000.0,156672000.0,149734000.0,141414000.0,
Diluted EPS,5.31,2.17,-1.8,-19.0,
Basic EPS,5.5,2.24,-1.8,-19.0,
Diluted NI Availto Com Stockholders,797000000.0,352000000.0,-269000000.0,-2687000000.0,
Net Income Common Stockholders,797000000.0,352000000.0,-269000000.0,-2687000000.0,
Otherunder Preferred Stock Dividend,0.0,0.0,214000000.0,0.0,
Preferred Stock Dividends,,,67000000.0,75000000.0,
Net Income,797000000.0,352000000.0,12000000.0,-2612000000.0,
Minority Interests,109000000.0,9000000.0,-3000000.0,116000000.0,
Net Income Including Noncontrolling Interests,688000000.0,343000000.0,15000000.0,-2728000000.0,
Net Income Continuous Operations,688000000.0,343000000.0,15000000.0,-2728000000.0,
Tax Provision,330000000.0,195000000.0,-53000000.0,-423000000.0,
Pretax Income,1018000000.0,538000000.0,-38000000.0,-3151000000.0,
Other Income Expense,-411000000.0,-434000000.0,42000000.0,-1282000000.0,
Other Non Operating Income Expenses,67000000.0,,19000000.0,-6000000.0,12000000.0
Special Income Charges,-409000000.0,-49000000.0,100000000.0,-1205000000.0,
Gain On Sale Of Business,25000000.0,6000000.0,456000000.0,-13000000.0,
Other Special Charges,8000000.0,-26000000.0,281000000.0,-13000000.0,
Impairment Of Capital Assets,426000000.0,81000000.0,20000000.0,974000000.0,
Restructuring And Mergern Acquisition,0.0,0.0,55000000.0,231000000.0,
Gain On Sale Of Security,-69000000.0,-385000000.0,-77000000.0,-71000000.0,
Net Non Operating Interest Income Expense,-38000000.0,-217000000.0,-342000000.0,-342000000.0,
Interest Expense Non Operating,245000000.0,277000000.0,351000000.0,360000000.0,
Interest Income Non Operating,207000000.0,60000000.0,9000000.0,18000000.0,
Operating Income,1467000000.0,1189000000.0,262000000.0,-1527000000.0,
Operating Expense,9799000000.0,8821000000.0,6814000000.0,5077000000.0,
Depreciation Amortization Depletion Income Statement,807000000.0,792000000.0,814000000.0,893000000.0,
Depreciation And Amortization In Income Statement,807000000.0,792000000.0,814000000.0,893000000.0,
Amortization,59000000.0,88000000.0,99000000.0,154000000.0,
Amortization Of Intangibles Income Statement,59000000.0,88000000.0,99000000.0,154000000.0,
Depreciation Income Statement,748000000.0,704000000.0,715000000.0,739000000.0,
Research And Development,1358000000.0,1181000000.0,1074000000.0,1068000000.0,
Selling General And Administration,7634000000.0,6848000000.0,4926000000.0,3116000000.0,
Selling And Marketing Expense,6863000000.0,6100000000.0,4221000000.0,2527000000.0,
General And Administrative Expense,771000000.0,748000000.0,705000000.0,589000000.0,
Other Gand A,153000000.0,157000000.0,143000000.0,155000000.0,
Salaries And Wages,618000000.0,591000000.0,562000000.0,434000000.0,
Gross Profit,11266000000.0,10010000000.0,7076000000.0,3550000000.0,
Cost Of Revenue,1573000000.0,1657000000.0,1522000000.0,1649000000.0,
Total Revenue,12839000000.0,11667000000.0,8598000000.0,5199000000.0,
Operating Revenue,12839000000.0,11667000000.0,8598000000.0,5199000000.0,
