,2023-12-31,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,-1310332.8,
Tax Rate For Calcs,0.2399,0.2404,0.2109,0.1887,
Normalized EBITDA,786707000.0,1064808000.0,862810000.0,500369000.0,
Total Unusual Items,,-605000.0,2500000.0,-6944000.0,0.0
Total Unusual Items Excluding Goodwill,,-605000.0,2500000.0,-6944000.0,0.0
Net Income From Continuing Operation Net Minority Interest,523229000.0,748462000.0,650624000.0,366738000.0,
Reconciled Depreciation,40140000.0,39025000.0,30026000.0,29398000.0,
Reconciled Cost Of Revenue,3881551000.0,4246315000.0,3678492000.0,2805721000.0,
EBITDA,786707000.0,1064808000.0,862810000.0,493425000.0,
EBIT,746567000.0,1025783000.0,832784000.0,464027000.0,
Net Interest Income,-58431000.0,-40911000.0,-8639000.0,-12353000.0,
Interest Expense,58431000.0,40911000.0,8639000.0,12353000.0,
Normalized Income,523229000.0,748462000.0,650624000.0,372371667.2,
Net Income From Continuing And Discontinued Operation,523229000.0,748462000.0,650624000.0,366738000.0,
Total Expenses,4795028000.0,5153944000.0,4462800000.0,3465652000.0,
Total Operating Income As Reported,746567000.0,1025783000.0,832784000.0,464027000.0,
Diluted Average Shares,38997000.0,39806000.0,40480000.0,40865000.0,
Basic Average Shares,38704000.0,39409000.0,39876000.0,40106000.0,
Diluted EPS,13.35,18.7,15.97,8.97,
Basic EPS,13.45,18.89,16.21,9.14,
Diluted NI Availto Com Stockholders,520458000.0,744311000.0,646303000.0,366738000.0,
Net Income Common Stockholders,520458000.0,744311000.0,646303000.0,366738000.0,
Otherunder Preferred Stock Dividend,2771000.0,4151000.0,4321000.0,0.0,
Net Income,523229000.0,748462000.0,650624000.0,366738000.0,
Minority Interests,,,,,0.0
Net Income Including Noncontrolling Interests,523229000.0,748462000.0,650624000.0,366738000.0,
Net Income Continuous Operations,523229000.0,748462000.0,650624000.0,366738000.0,
Earnings From Equity Interest Net Of Tax,177000.0,353000.0,291000.0,295000.0,
Tax Provision,165084000.0,236763000.0,173812000.0,85231000.0,
Pretax Income,688136000.0,984872000.0,824145000.0,451674000.0,
Other Income Expense,,-605000.0,2500000.0,-6944000.0,
Special Income Charges,,-605000.0,2500000.0,-6944000.0,0.0
Impairment Of Capital Assets,,605000.0,-2500000.0,6944000.0,0.0
Net Non Operating Interest Income Expense,-58431000.0,-40911000.0,-8639000.0,-12353000.0,
Total Other Finance Cost,,,,,23772000.0
Interest Expense Non Operating,58431000.0,40911000.0,8639000.0,12353000.0,
Operating Income,746567000.0,1025783000.0,832784000.0,470971000.0,
Operating Expense,913477000.0,907629000.0,784308000.0,659931000.0,
Selling General And Administration,913477000.0,907629000.0,784308000.0,659931000.0,
Gross Profit,1660044000.0,1933412000.0,1617092000.0,1130902000.0,
Cost Of Revenue,3881551000.0,4246315000.0,3678492000.0,2805721000.0,
Total Revenue,5541595000.0,6179727000.0,5295584000.0,3936623000.0,
Operating Revenue,5541595000.0,6179727000.0,5295584000.0,3936623000.0,
