,2023-12-31,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Tax Effect Of Unusual Items,11250313.932532,2160993.699665,18776355.31416,-36339840.0,
Tax Rate For Calcs,0.030336,0.032932,0.057669,0.27,
Normalized EBITDA,4516269000.0,4523643000.0,4521922000.0,3546670000.0,
Total Unusual Items,370855000.0,65620000.0,325591000.0,-134592000.0,
Total Unusual Items Excluding Goodwill,370855000.0,65620000.0,325591000.0,-134592000.0,
Net Income From Continuing Operation Net Minority Interest,2283126000.0,2139535000.0,2249631000.0,1112564000.0,
Reconciled Depreciation,1333584000.0,1292113000.0,1325895000.0,1354991000.0,
Reconciled Cost Of Revenue,956909000.0,936212000.0,907884000.0,850171000.0,
EBITDA,4887124000.0,4589263000.0,4847513000.0,3412078000.0,
EBIT,3553540000.0,3297150000.0,3521618000.0,2057087000.0,
Net Interest Income,-854648000.0,-761253000.0,-795712000.0,-784400000.0,
Interest Expense,854648000.0,761253000.0,795712000.0,784400000.0,
Normalized Income,1923521313.932532,2076075993.699665,1942816355.31416,1210816160.0,
Net Income From Continuing And Discontinued Operation,2283126000.0,2139535000.0,2249631000.0,1112564000.0,
Total Expenses,2851814000.0,2707894000.0,2703599000.0,2635694000.0,
Total Operating Income As Reported,2807022000.0,2583553000.0,2413190000.0,1971809000.0,
Diluted Average Shares,326808000.0,327817000.0,328587000.0,308738000.0,
Basic Average Shares,326808000.0,327817000.0,328587000.0,308738000.0,
Diluted EPS,6.98,6.52,6.84,3.59,
Basic EPS,6.98,6.52,6.84,3.59,
Diluted NI Availto Com Stockholders,2279789000.0,2136198000.0,2246294000.0,1109227000.0,
Net Income Common Stockholders,2279789000.0,2136198000.0,2246294000.0,1109227000.0,
Preferred Stock Dividends,3337000.0,3337000.0,3337000.0,3337000.0,
Net Income,2283126000.0,2139535000.0,2249631000.0,1112564000.0,
Minority Interests,-333892000.0,-312850000.0,-319076000.0,-164760000.0,
Net Income Including Noncontrolling Interests,2617018000.0,2452385000.0,2568707000.0,1277324000.0,
Net Income Continuous Operations,2617018000.0,2452385000.0,2568707000.0,1277324000.0,
Tax Provision,81874000.0,83512000.0,157199000.0,-4637000.0,
Pretax Income,2698892000.0,2535897000.0,2725906000.0,1272687000.0,
Other Income Expense,746518000.0,713597000.0,1108428000.0,85278000.0,
Special Income Charges,358963000.0,126824000.0,333686000.0,-114960000.0,
Gain On Sale Of Business,362019000.0,121177000.0,178672000.0,0.0,
Other Special Charges,,,51841000.0,,116256000.0
Restructuring And Mergern Acquisition,3056000.0,-5647000.0,-206855000.0,114960000.0,
Earnings From Equity Interest,375663000.0,647977000.0,782837000.0,219870000.0,
Gain On Sale Of Security,11892000.0,-61204000.0,-8095000.0,-19632000.0,
Net Non Operating Interest Income Expense,-854648000.0,-761253000.0,-795712000.0,-784400000.0,
Interest Expense Non Operating,854648000.0,761253000.0,795712000.0,784400000.0,
Operating Income,2807022000.0,2583553000.0,2413190000.0,1971809000.0,
Operating Expense,1823428000.0,1706940000.0,1732535000.0,1748540000.0,
Other Operating Expenses,395462000.0,336805000.0,325178000.0,309347000.0,
Depreciation Amortization Depletion Income Statement,1262107000.0,1227371000.0,1262715000.0,1318008000.0,
Depreciation And Amortization In Income Statement,1262107000.0,1227371000.0,1262715000.0,1318008000.0,
Selling General And Administration,165859000.0,142764000.0,144642000.0,121185000.0,
Selling And Marketing Expense,127346000.0,107793000.0,114303000.0,98613000.0,
General And Administrative Expense,38513000.0,34971000.0,30339000.0,22572000.0,
Other Gand A,38513000.0,34971000.0,30339000.0,22572000.0,
Gross Profit,4630450000.0,4290493000.0,4145725000.0,3720349000.0,
Cost Of Revenue,1028386000.0,1000954000.0,971064000.0,887154000.0,
Total Revenue,5658836000.0,5291447000.0,5116789000.0,4607503000.0,
Operating Revenue,5290330000.0,5022079000.0,4843202000.0,4399249000.0,
