,2023-12-31,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Tax Effect Of Unusual Items,-162750000.0,-38318000.0,-81962000.0,-147375000.0,
Tax Rate For Calcs,0.21,0.238,0.214,0.375,
Normalized EBITDA,4788000000.0,9671000000.0,12101000000.0,6165000000.0,
Total Unusual Items,-775000000.0,-161000000.0,-383000000.0,-393000000.0,
Total Unusual Items Excluding Goodwill,-775000000.0,-161000000.0,-383000000.0,-393000000.0,
Net Income From Continuing Operation Net Minority Interest,589000000.0,4582000000.0,6311000000.0,1225000000.0,
Reconciled Depreciation,2611000000.0,2758000000.0,2842000000.0,2874000000.0,
Reconciled Cost Of Revenue,37455000000.0,45916000000.0,41737000000.0,30873000000.0,
EBITDA,4013000000.0,9510000000.0,11718000000.0,5772000000.0,
EBIT,1402000000.0,6752000000.0,8876000000.0,2898000000.0,
Net Interest Income,-517000000.0,-489000000.0,-676000000.0,-789000000.0,
Interest Expense,746000000.0,662000000.0,731000000.0,827000000.0,
Interest Income,229000000.0,173000000.0,55000000.0,38000000.0,
Normalized Income,1201250000.0,4704682000.0,6612038000.0,1470625000.0,
Net Income From Continuing And Discontinued Operation,589000000.0,4582000000.0,6311000000.0,1225000000.0,
Total Expenses,42522000000.0,51200000000.0,47081000000.0,35986000000.0,
Diluted Average Shares,709000000.0,725600000.0,749000000.0,742300000.0,
Basic Average Shares,705700000.0,721000000.0,743600000.0,740500000.0,
Diluted EPS,0.82,6.28,8.38,1.64,
Basic EPS,0.82,6.32,8.44,1.64,
Diluted NI Availto Com Stockholders,578000000.0,4558000000.0,6279000000.0,1216000000.0,
Net Income Common Stockholders,578000000.0,4558000000.0,6279000000.0,1216000000.0,
Otherunder Preferred Stock Dividend,11000000.0,24000000.0,32000000.0,9000000.0,
Net Income,589000000.0,4582000000.0,6311000000.0,1225000000.0,
Minority Interests,-71000000.0,-58000000.0,-94000000.0,-69000000.0,
Net Income Including Noncontrolling Interests,660000000.0,4640000000.0,6405000000.0,1294000000.0,
Net Income Discontinuous Operations,,,0.0,0.0,445000000.0
Net Income Continuous Operations,660000000.0,4640000000.0,6405000000.0,1294000000.0,
Tax Provision,-4000000.0,1450000000.0,1740000000.0,777000000.0,
Pretax Income,656000000.0,6090000000.0,8145000000.0,2071000000.0,
Other Income Expense,-927000000.0,877000000.0,934000000.0,304000000.0,
Other Non Operating Income Expenses,-33000000.0,770000000.0,342000000.0,715000000.0,
Special Income Charges,-435000000.0,-44000000.0,-375000000.0,-331000000.0,
Gain On Sale Of Ppe,80000000.0,78000000.0,105000000.0,48000000.0,
Gain On Sale Of Business,26000000.0,4000000.0,46000000.0,717000000.0,
Other Special Charges,-5000000.0,8000000.0,520000000.0,149000000.0,
Write Off,18000000.0,0.0,0.0,,
Restructuring And Mergern Acquisition,528000000.0,118000000.0,6000000.0,947000000.0,
Earnings From Equity Interest,-119000000.0,268000000.0,975000000.0,-18000000.0,
Gain On Sale Of Security,-340000000.0,-117000000.0,-8000000.0,-62000000.0,
Net Non Operating Interest Income Expense,-517000000.0,-489000000.0,-676000000.0,-789000000.0,
Interest Expense Non Operating,746000000.0,662000000.0,731000000.0,827000000.0,
Interest Income Non Operating,229000000.0,173000000.0,55000000.0,38000000.0,
Operating Income,2100000000.0,5702000000.0,7887000000.0,2556000000.0,
Operating Expense,2780000000.0,2862000000.0,2890000000.0,2640000000.0,
Depreciation Amortization Depletion Income Statement,324000000.0,336000000.0,388000000.0,401000000.0,
Depreciation And Amortization In Income Statement,324000000.0,336000000.0,388000000.0,401000000.0,
Amortization,324000000.0,336000000.0,388000000.0,401000000.0,
Amortization Of Intangibles Income Statement,324000000.0,336000000.0,388000000.0,401000000.0,
Research And Development,829000000.0,851000000.0,857000000.0,768000000.0,
Selling General And Administration,1627000000.0,1675000000.0,1645000000.0,1471000000.0,
General And Administrative Expense,,,1645000000.0,1471000000.0,1590000000.0
Other Gand A,,,1645000000.0,1471000000.0,1590000000.0
Gross Profit,4880000000.0,8564000000.0,10777000000.0,5196000000.0,
Cost Of Revenue,39742000000.0,48338000000.0,44191000000.0,33346000000.0,
Total Revenue,44622000000.0,56902000000.0,54968000000.0,38542000000.0,
Operating Revenue,44622000000.0,56902000000.0,54968000000.0,38542000000.0,
