,2023-10-31,2022-10-31,2021-10-31,2020-10-31
Tax Effect Of Unusual Items,-32476000.0,-13005000.0,61064956.788403,-521538461.538462
Tax Rate For Calcs,0.092,0.009,0.044606,0.271493
Normalized EBITDA,5411000000.0,6152000000.0,3342000000.0,6138000000.0
Total Unusual Items,-353000000.0,-1445000000.0,1369000000.0,-1921000000.0
Total Unusual Items Excluding Goodwill,-353000000.0,-1445000000.0,1369000000.0,-1921000000.0
Net Income From Continuing Operation Net Minority Interest,2025000000.0,868000000.0,3427000000.0,-322000000.0
Reconciled Depreciation,2616000000.0,2480000000.0,2597000000.0,2625000000.0
Reconciled Cost Of Revenue,16568000000.0,16803000000.0,16165000000.0,16267000000.0
EBITDA,5058000000.0,4707000000.0,4711000000.0,4217000000.0
EBIT,2442000000.0,2227000000.0,2114000000.0,1592000000.0
Net Interest Income,-156000000.0,-188000000.0,-211000000.0,-215000000.0
Interest Expense,156000000.0,188000000.0,211000000.0,215000000.0
Normalized Income,2345524000.0,2299995000.0,2119064956.788403,1077461538.461538
Net Income From Continuing And Discontinued Operation,2025000000.0,868000000.0,3427000000.0,-322000000.0
Total Expenses,26693000000.0,26269000000.0,25670000000.0,25390000000.0
Total Operating Income As Reported,2089000000.0,782000000.0,1132000000.0,-329000000.0
Diluted Average Shares,1316000000.0,1322000000.0,1330000000.0,1294000000.0
Basic Average Shares,1299000000.0,1303000000.0,1309000000.0,1294000000.0
Diluted EPS,1.54,0.66,2.58,-0.25
Basic EPS,1.56,0.67,2.62,-0.25
Diluted NI Availto Com Stockholders,2025000000.0,868000000.0,3427000000.0,-322000000.0
Net Income Common Stockholders,2025000000.0,868000000.0,3427000000.0,-322000000.0
Net Income,2025000000.0,868000000.0,3427000000.0,-322000000.0
Net Income Including Noncontrolling Interests,2025000000.0,868000000.0,3427000000.0,-322000000.0
Net Income Discontinuous Operations,,,,0.0
Net Income Continuous Operations,2025000000.0,868000000.0,3427000000.0,-322000000.0
Tax Provision,205000000.0,8000000.0,160000000.0,-120000000.0
Pretax Income,2230000000.0,876000000.0,3587000000.0,-442000000.0
Other Income Expense,-56000000.0,-1163000000.0,1684000000.0,-1819000000.0
Other Non Operating Income Expenses,52000000.0,67000000.0,135000000.0,35000000.0
Special Income Charges,-353000000.0,-1445000000.0,1369000000.0,-1921000000.0
Other Special Charges,1000000.0,48000000.0,-2335000000.0,26000000.0
Impairment Of Capital Assets,0.0,905000000.0,0.0,865000000.0
Restructuring And Mergern Acquisition,352000000.0,492000000.0,966000000.0,1030000000.0
Earnings From Equity Interest,245000000.0,215000000.0,180000000.0,67000000.0
Net Non Operating Interest Income Expense,-156000000.0,-188000000.0,-211000000.0,-215000000.0
Total Other Finance Cost,156000000.0,188000000.0,211000000.0,215000000.0
Interest Expense Non Operating,156000000.0,188000000.0,211000000.0,215000000.0
Operating Income,2442000000.0,2227000000.0,2114000000.0,1592000000.0
Operating Expense,7797000000.0,7279000000.0,7262000000.0,6877000000.0
Other Taxes,-55000000.0,67000000.0,-65000000.0,101000000.0
Depreciation Amortization Depletion Income Statement,288000000.0,293000000.0,354000000.0,379000000.0
Depreciation And Amortization In Income Statement,288000000.0,293000000.0,354000000.0,379000000.0
Amortization,288000000.0,293000000.0,354000000.0,379000000.0
Amortization Of Intangibles Income Statement,288000000.0,293000000.0,354000000.0,379000000.0
Research And Development,2349000000.0,2045000000.0,1979000000.0,1874000000.0
Selling General And Administration,5160000000.0,4941000000.0,4929000000.0,4624000000.0
Gross Profit,10239000000.0,9506000000.0,9376000000.0,8469000000.0
Cost Of Revenue,18896000000.0,18990000000.0,18408000000.0,18513000000.0
Total Revenue,29135000000.0,28496000000.0,27784000000.0,26982000000.0
Operating Revenue,29135000000.0,28496000000.0,27784000000.0,26982000000.0
