,2023-09-30,2022-09-30,2021-09-30,2020-09-30
Tax Effect Of Unusual Items,-33583000.0,0.0,0.0,0.0
Tax Rate For Calcs,0.043,0.217,0.243,0.223
Normalized EBITDA,1797000000.0,5716000000.0,5683000000.0,4341000000.0
Total Unusual Items,-781000000.0,0.0,0.0,
Total Unusual Items Excluding Goodwill,-781000000.0,0.0,0.0,
Net Income From Continuing Operation Net Minority Interest,-648000000.0,3238000000.0,3047000000.0,2061000000.0
Reconciled Depreciation,1339000000.0,1202000000.0,1214000000.0,1192000000.0
Reconciled Cost Of Revenue,50250000000.0,46614000000.0,40523000000.0,37801000000.0
EBITDA,1016000000.0,5716000000.0,5683000000.0,4341000000.0
EBIT,-323000000.0,4514000000.0,4469000000.0,3149000000.0
Net Interest Income,-325000000.0,-348000000.0,-420000000.0,-475000000.0
Interest Expense,355000000.0,365000000.0,428000000.0,485000000.0
Interest Income,30000000.0,17000000.0,8000000.0,10000000.0
Normalized Income,99417000.0,3238000000.0,3047000000.0,2061000000.0
Net Income From Continuing And Discontinued Operation,-648000000.0,3238000000.0,3047000000.0,2061000000.0
Total Expenses,52495000000.0,48872000000.0,42653000000.0,40177000000.0
Total Operating Income As Reported,-395000000.0,4410000000.0,4396000000.0,3008000000.0
Diluted Average Shares,354000000.0,363000000.0,365000000.0,365000000.0
Basic Average Shares,354000000.0,360000000.0,363000000.0,363000000.0
Diluted EPS,-1.87,8.92,8.34,5.86
Basic EPS,-1.87,9.18,8.57,6.02
Diluted NI Availto Com Stockholders,-648000000.0,3238000000.0,3047000000.0,2061000000.0
Net Income Common Stockholders,-648000000.0,3238000000.0,3047000000.0,2061000000.0
Net Income,-648000000.0,3238000000.0,3047000000.0,2061000000.0
Minority Interests,1000000.0,-11000000.0,-13000000.0,-10000000.0
Net Income Including Noncontrolling Interests,-649000000.0,3249000000.0,3060000000.0,2071000000.0
Net Income Continuous Operations,-649000000.0,3249000000.0,3060000000.0,2071000000.0
Tax Provision,-29000000.0,900000000.0,981000000.0,593000000.0
Pretax Income,-678000000.0,4149000000.0,4041000000.0,2664000000.0
Other Income Expense,-739000000.0,87000000.0,65000000.0,131000000.0
Other Non Operating Income Expenses,42000000.0,87000000.0,65000000.0,131000000.0
Special Income Charges,-781000000.0,0.0,0.0,
Impairment Of Capital Assets,781000000.0,0.0,0.0,
Net Non Operating Interest Income Expense,-325000000.0,-348000000.0,-420000000.0,-475000000.0
Interest Expense Non Operating,355000000.0,365000000.0,428000000.0,485000000.0
Interest Income Non Operating,30000000.0,17000000.0,8000000.0,10000000.0
Operating Income,386000000.0,4410000000.0,4396000000.0,3008000000.0
Operating Expense,2245000000.0,2258000000.0,2130000000.0,2376000000.0
Selling General And Administration,2245000000.0,2258000000.0,2130000000.0,2376000000.0
Gross Profit,2631000000.0,6668000000.0,6526000000.0,5384000000.0
Cost Of Revenue,50250000000.0,46614000000.0,40523000000.0,37801000000.0
Total Revenue,52881000000.0,53282000000.0,47049000000.0,43185000000.0
Operating Revenue,52881000000.0,53282000000.0,47049000000.0,43185000000.0
