,2023-12-31,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Tax Effect Of Unusual Items,-12084000.0,-61090000.0,-4995000.0,-5200000.0,
Tax Rate For Calcs,0.114,0.149,0.135,0.1,
Normalized EBITDA,749000000.0,1550000000.0,1197000000.0,834000000.0,
Total Unusual Items,-106000000.0,-410000000.0,-37000000.0,-52000000.0,
Total Unusual Items Excluding Goodwill,-106000000.0,-410000000.0,-37000000.0,-52000000.0,
Net Income From Continuing Operation Net Minority Interest,296000000.0,463000000.0,837000000.0,504000000.0,
Reconciled Depreciation,176000000.0,204000000.0,187000000.0,146000000.0,
Reconciled Cost Of Revenue,2389000000.0,3089000000.0,2927000000.0,2377000000.0,
EBITDA,643000000.0,1140000000.0,1160000000.0,782000000.0,
EBIT,467000000.0,936000000.0,973000000.0,636000000.0,
Net Interest Income,-133000000.0,23000000.0,-5000000.0,-76000000.0,
Interest Expense,133000000.0,,5000000.0,76000000.0,89000000.0
Interest Income,,23000000.0,,,
Normalized Income,389916000.0,811910000.0,869005000.0,550800000.0,
Net Income From Continuing And Discontinued Operation,296000000.0,463000000.0,837000000.0,504000000.0,
Total Expenses,3999000000.0,4845000000.0,4616000000.0,3763000000.0,
Total Operating Income As Reported,481000000.0,529000000.0,979000000.0,651000000.0,
Diluted Average Shares,51710962.0,52558712.0,53902430.0,53913245.0,
Basic Average Shares,51378051.0,52207903.0,53446399.0,53441375.0,
Diluted EPS,5.72,8.8,15.52,9.35,
Basic EPS,5.75,8.86,15.66,9.43,
Diluted NI Availto Com Stockholders,296000000.0,463000000.0,837000000.0,504000000.0,
Net Income Common Stockholders,296000000.0,463000000.0,837000000.0,504000000.0,
Net Income,296000000.0,463000000.0,837000000.0,504000000.0,
Net Income Including Noncontrolling Interests,296000000.0,463000000.0,837000000.0,504000000.0,
Net Income Continuous Operations,296000000.0,463000000.0,837000000.0,504000000.0,
Tax Provision,38000000.0,81000000.0,131000000.0,56000000.0,
Pretax Income,334000000.0,544000000.0,968000000.0,560000000.0,
Other Income Expense,-118000000.0,-415000000.0,-38000000.0,-49000000.0,
Other Non Operating Income Expenses,-12000000.0,-5000000.0,-1000000.0,3000000.0,
Special Income Charges,-104000000.0,-407000000.0,-32000000.0,-34000000.0,
Other Special Charges,,372000000.0,,,
Restructuring And Mergern Acquisition,104000000.0,35000000.0,32000000.0,34000000.0,
Gain On Sale Of Security,-2000000.0,-3000000.0,-5000000.0,-18000000.0,
Net Non Operating Interest Income Expense,-133000000.0,23000000.0,-5000000.0,-76000000.0,
Total Other Finance Cost,,-23000000.0,5000000.0,,89000000.0
Interest Expense Non Operating,133000000.0,,5000000.0,76000000.0,89000000.0
Interest Income Non Operating,,23000000.0,,,
Operating Income,585000000.0,936000000.0,1011000000.0,685000000.0,
Operating Expense,1538000000.0,1688000000.0,1617000000.0,1318000000.0,
Depreciation Amortization Depletion Income Statement,104000000.0,136000000.0,115000000.0,78000000.0,
Depreciation And Amortization In Income Statement,104000000.0,136000000.0,115000000.0,78000000.0,
Amortization,104000000.0,136000000.0,115000000.0,78000000.0,
Amortization Of Intangibles Income Statement,104000000.0,136000000.0,115000000.0,78000000.0,
Research And Development,519000000.0,570000000.0,567000000.0,453000000.0,
Selling General And Administration,915000000.0,982000000.0,935000000.0,787000000.0,
Selling And Marketing Expense,581000000.0,607000000.0,587000000.0,483000000.0,
General And Administrative Expense,334000000.0,375000000.0,348000000.0,304000000.0,
Other Gand A,334000000.0,375000000.0,348000000.0,304000000.0,
Gross Profit,2123000000.0,2624000000.0,2628000000.0,2003000000.0,
Cost Of Revenue,2461000000.0,3157000000.0,2999000000.0,2445000000.0,
Total Revenue,4584000000.0,5781000000.0,5627000000.0,4448000000.0,
Operating Revenue,4584000000.0,5781000000.0,5627000000.0,4448000000.0,
