,2023-12-31,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Tax Effect Of Unusual Items,1363000.0,-239304000.0,-34000493.949123,-2524770000.0,
Tax Rate For Calcs,0.047,0.177,0.13386,0.27,
Normalized EBITDA,19337000000.0,20573000000.0,20372000000.0,14280000000.0,
Total Unusual Items,29000000.0,-1352000000.0,-254000000.0,-9351000000.0,
Total Unusual Items Excluding Goodwill,29000000.0,-1352000000.0,-254000000.0,-9351000000.0,
Net Income From Continuing Operation Net Minority Interest,8025000000.0,6327000000.0,6994000000.0,-9015000000.0,
Reconciled Depreciation,9760000000.0,10276000000.0,10686000000.0,10380000000.0,
Reconciled Cost Of Revenue,9980000000.0,9456000000.0,9277000000.0,11081000000.0,
EBITDA,19366000000.0,19221000000.0,20118000000.0,4929000000.0,
EBIT,9606000000.0,8945000000.0,9432000000.0,-5451000000.0,
Net Interest Income,-1166000000.0,-1232000000.0,-1334000000.0,-1420000000.0,
Interest Expense,1166000000.0,1232000000.0,1334000000.0,1420000000.0,
Normalized Income,7997363000.0,7439696000.0,7213999506.050877,-2188770000.0,
Net Income From Continuing And Discontinued Operation,8025000000.0,6327000000.0,6994000000.0,-9015000000.0,
Total Expenses,36811000000.0,37055000000.0,37848000000.0,40341000000.0,
Diluted Average Shares,2078000000.0,2146000000.0,2245000000.0,2258000000.0,
Basic Average Shares,2069000000.0,2130000000.0,2221000000.0,2258000000.0,
Diluted EPS,3.86,2.95,3.12,-3.99,
Basic EPS,3.88,2.97,3.15,-3.99,
Diluted NI Availto Com Stockholders,8025000000.0,6327000000.0,6994000000.0,-9015000000.0,
Net Income Common Stockholders,8025000000.0,6327000000.0,6994000000.0,-9015000000.0,
Net Income,8025000000.0,6327000000.0,6994000000.0,-9015000000.0,
Minority Interests,-15000000.0,-18000000.0,-20000000.0,-20000000.0,
Net Income Including Noncontrolling Interests,8040000000.0,6345000000.0,7014000000.0,-8995000000.0,
Net Income Continuous Operations,8040000000.0,6345000000.0,7014000000.0,-8995000000.0,
Tax Provision,400000000.0,1368000000.0,1084000000.0,2124000000.0,
Pretax Income,8440000000.0,7713000000.0,8098000000.0,-6871000000.0,
Other Income Expense,1411000000.0,-159000000.0,895000000.0,-7628000000.0,
Other Non Operating Income Expenses,1382000000.0,1193000000.0,1149000000.0,1723000000.0,
Special Income Charges,-260000000.0,-722000000.0,-1038000000.0,-10700000000.0,
Gain On Sale Of Business,862000000.0,1043000000.0,675000000.0,55000000.0,
Other Special Charges,-390000000.0,444000000.0,363000000.0,-194000000.0,
Impairment Of Capital Assets,,,0.0,21000000.0,15000000.0
Restructuring And Mergern Acquisition,1512000000.0,1321000000.0,1350000000.0,10928000000.0,
Earnings From Equity Interest,-160000000.0,-801000000.0,745000000.0,1228000000.0,
Gain On Sale Of Security,289000000.0,-630000000.0,784000000.0,1349000000.0,
Net Non Operating Interest Income Expense,-1166000000.0,-1232000000.0,-1334000000.0,-1420000000.0,
Interest Expense Non Operating,1166000000.0,1232000000.0,1334000000.0,1420000000.0,
Operating Income,8195000000.0,9104000000.0,8537000000.0,2177000000.0,
Operating Expense,26118000000.0,26918000000.0,27908000000.0,28568000000.0,
Other Operating Expenses,,,,530000000.0,301000000.0
Other Taxes,,,0.0,76000000.0,0.0
Depreciation Amortization Depletion Income Statement,9047000000.0,9595000000.0,10023000000.0,9688000000.0,
Depreciation And Amortization In Income Statement,9047000000.0,9595000000.0,10023000000.0,9688000000.0,
Amortization,9047000000.0,9595000000.0,10023000000.0,9688000000.0,
Amortization Of Intangibles Income Statement,9047000000.0,9595000000.0,10023000000.0,9688000000.0,
Research And Development,9299000000.0,9509000000.0,10195000000.0,11143000000.0,
Selling General And Administration,7772000000.0,7814000000.0,7690000000.0,7661000000.0,
Selling And Marketing Expense,,7814000000.0,7690000000.0,7661000000.0,4871000000.0
Gross Profit,34313000000.0,36022000000.0,36445000000.0,30745000000.0,
Cost Of Revenue,10693000000.0,10137000000.0,9940000000.0,11773000000.0,
Total Revenue,45006000000.0,46159000000.0,46385000000.0,42518000000.0,
Operating Revenue,44386000000.0,45413000000.0,45771000000.0,41936000000.0,
