,2023-09-30,2022-09-30,2021-09-30,2020-09-30
Tax Effect Of Unusual Items,-27808000.0,-23157000.0,-16276000.0,-35143000.0
Tax Rate For Calcs,0.079,0.083,0.052,0.113
Normalized EBITDA,4754000000.0,4689000000.0,4704000000.0,3368000000.0
Total Unusual Items,-352000000.0,-279000000.0,-313000000.0,-311000000.0
Total Unusual Items Excluding Goodwill,-352000000.0,-279000000.0,-313000000.0,-311000000.0
Net Income From Continuing Operation Net Minority Interest,1530000000.0,1635000000.0,1604000000.0,352000000.0
Reconciled Depreciation,2288000000.0,2229000000.0,2230000000.0,2115000000.0
Reconciled Cost Of Revenue,11202000000.0,10393000000.0,10500000000.0,9276000000.0
EBITDA,4402000000.0,4410000000.0,4391000000.0,3057000000.0
EBIT,2114000000.0,2181000000.0,2161000000.0,942000000.0
Net Interest Income,-403000000.0,-382000000.0,-460000000.0,-521000000.0
Interest Expense,452000000.0,398000000.0,469000000.0,528000000.0
Interest Income,49000000.0,16000000.0,9000000.0,7000000.0
Normalized Income,1854192000.0,1890843000.0,1900724000.0,627857000.0
Net Income From Continuing And Discontinued Operation,1484000000.0,1779000000.0,2092000000.0,874000000.0
Total Expenses,16948000000.0,16395000000.0,16701000000.0,14863000000.0
Total Operating Income As Reported,2111000000.0,2282000000.0,2250000000.0,912000000.0
Diluted Average Shares,288392000.0,287364000.0,292089000.0,282402000.0
Basic Average Shares,286282000.0,285005000.0,289288000.0,278971000.0
Diluted EPS,4.94,5.88,6.85,2.71
Basic EPS,4.97,5.93,6.92,2.75
Diluted NI Availto Com Stockholders,1424000000.0,1689000000.0,2002000000.0,767000000.0
Net Income Common Stockholders,1424000000.0,1689000000.0,2002000000.0,767000000.0
Preferred Stock Dividends,60000000.0,90000000.0,90000000.0,107000000.0
Net Income,1484000000.0,1779000000.0,2092000000.0,874000000.0
Net Income Including Noncontrolling Interests,1484000000.0,1779000000.0,2092000000.0,874000000.0
Net Income Discontinuous Operations,-46000000.0,144000000.0,488000000.0,522000000.0
Net Income Continuous Operations,1530000000.0,1635000000.0,1604000000.0,352000000.0
Tax Provision,132000000.0,148000000.0,88000000.0,62000000.0
Pretax Income,1662000000.0,1783000000.0,1692000000.0,414000000.0
Other Income Expense,-359000000.0,-308000000.0,-277000000.0,-275000000.0
Other Non Operating Income Expenses,-7000000.0,-29000000.0,36000000.0,36000000.0
Special Income Charges,-313000000.0,-216000000.0,-357000000.0,-307000000.0
Gain On Sale Of Business,,,,0.0
Other Special Charges,,24000000.0,178000000.0,8000000.0
Restructuring And Mergern Acquisition,313000000.0,192000000.0,179000000.0,299000000.0
Gain On Sale Of Security,-39000000.0,-63000000.0,44000000.0,-4000000.0
Net Non Operating Interest Income Expense,-403000000.0,-382000000.0,-460000000.0,-521000000.0
Interest Expense Non Operating,452000000.0,398000000.0,469000000.0,528000000.0
Interest Income Non Operating,49000000.0,16000000.0,9000000.0,7000000.0
Operating Income,2424000000.0,2475000000.0,2430000000.0,1211000000.0
Operating Expense,5746000000.0,6002000000.0,6201000000.0,5587000000.0
Other Operating Expenses,-210000000.0,37000000.0,203000000.0,363000000.0
Research And Development,1237000000.0,1256000000.0,1279000000.0,1039000000.0
Selling General And Administration,4719000000.0,4709000000.0,4719000000.0,4185000000.0
Selling And Marketing Expense,,,4867000000.0,4325000000.0
General And Administrative Expense,,,1000000.0,-7000000.0
Salaries And Wages,,,1000000.0,-7000000.0
Gross Profit,8170000000.0,8477000000.0,8631000000.0,6798000000.0
Cost Of Revenue,11202000000.0,10393000000.0,10500000000.0,9276000000.0
Total Revenue,19372000000.0,18870000000.0,19131000000.0,16074000000.0
Operating Revenue,19372000000.0,18870000000.0,19131000000.0,16074000000.0
