,2023-09-30,2022-09-30,2021-09-30,2020-09-30
Tax Effect Of Unusual Items,-46718600.0,-13413400.0,-4292000.0,0.0
Tax Rate For Calcs,0.191,0.182,0.185,0.197
Normalized EBITDA,4662800000.0,4294600000.0,3993700000.0,3718100000.0
Total Unusual Items,-244600000.0,-73700000.0,-23200000.0,0.0
Total Unusual Items Excluding Goodwill,-244600000.0,-73700000.0,-23200000.0,0.0
Net Income From Continuing Operation Net Minority Interest,2292800000.0,2243500000.0,2028800000.0,1901000000.0
Reconciled Depreciation,1358300000.0,1338200000.0,1321300000.0,1185000000.0
Reconciled Cost Of Revenue,8833000000.0,9338500000.0,7186100000.0,5858100000.0
EBITDA,4418200000.0,4220900000.0,3970500000.0,3718100000.0
EBIT,3059900000.0,2882700000.0,2649200000.0,2533100000.0
Net Interest Income,-177500000.0,-128000000.0,-141800000.0,-109300000.0
Interest Expense,177500000.0,128000000.0,141800000.0,109300000.0
Normalized Income,2490681400.0,2303786600.0,2047708000.0,1901000000.0
Net Income From Continuing And Discontinued Operation,2300200000.0,2256100000.0,2099100000.0,1886700000.0
Total Expenses,9860800000.0,10286100000.0,8055200000.0,6618700000.0
Total Operating Income As Reported,2494600000.0,2338800000.0,2281400000.0,2237600000.0
Diluted Average Shares,222700000.0,222500000.0,222500000.0,222300000.0
Basic Average Shares,222300000.0,222000000.0,221600000.0,221200000.0
Diluted EPS,10.33,10.14,9.43,8.49
Basic EPS,10.35,10.16,9.47,8.53
Diluted NI Availto Com Stockholders,2300200000.0,2256100000.0,2099100000.0,1886700000.0
Net Income Common Stockholders,2300200000.0,2256100000.0,2099100000.0,1886700000.0
Net Income,2300200000.0,2256100000.0,2099100000.0,1886700000.0
Minority Interests,-38400000.0,-10400000.0,-15800000.0,-44400000.0
Net Income Including Noncontrolling Interests,2338600000.0,2266500000.0,2114900000.0,1931100000.0
Net Income Discontinuous Operations,7400000.0,12600000.0,70300000.0,-14300000.0
Net Income Continuous Operations,2331200000.0,2253900000.0,2044600000.0,1945400000.0
Tax Provision,551200000.0,500800000.0,462800000.0,478400000.0
Pretax Income,2882400000.0,2754700000.0,2507400000.0,2423800000.0
Other Income Expense,320700000.0,470200000.0,381400000.0,295500000.0
Other Non Operating Income Expenses,-39000000.0,62400000.0,73700000.0,30700000.0
Special Income Charges,-244600000.0,-73700000.0,-23200000.0,0.0
Gain On Sale Of Business,-244600000.0,-73700000.0,0.0,0.0
Other Special Charges,,,23200000.0,
Restructuring And Mergern Acquisition,,0.0,0.0,0.0
Earnings From Equity Interest,604300000.0,481500000.0,330900000.0,264800000.0
Net Non Operating Interest Income Expense,-177500000.0,-128000000.0,-141800000.0,-109300000.0
Interest Expense Non Operating,177500000.0,128000000.0,141800000.0,109300000.0
Operating Income,2739200000.0,2412500000.0,2267800000.0,2237600000.0
Operating Expense,1027800000.0,947600000.0,869100000.0,760600000.0
Other Operating Expenses,-34800000.0,-55900000.0,-52800000.0,-65400000.0
Research And Development,105600000.0,102900000.0,93500000.0,83900000.0
Selling General And Administration,957000000.0,900600000.0,828400000.0,742100000.0
General And Administrative Expense,,900600000.0,828400000.0,742100000.0
Other Gand A,,900600000.0,828400000.0,742100000.0
Gross Profit,3767000000.0,3360100000.0,3136900000.0,2998200000.0
Cost Of Revenue,8833000000.0,9338500000.0,7186100000.0,5858100000.0
Total Revenue,12600000000.0,12698600000.0,10323000000.0,8856300000.0
Operating Revenue,12600000000.0,12698600000.0,10323000000.0,8856300000.0
