,2023-09-30,2022-09-30,2021-09-30,2020-09-30
Tax Effect Of Unusual Items,-12227556.0,-1297076.0,0.0,-1747200.0
Tax Rate For Calcs,0.187,0.164,0.144,0.224
Normalized EBITDA,716046000.0,535219000.0,509449000.0,503724000.0
Total Unusual Items,-65388000.0,-7909000.0,0.0,-7800000.0
Total Unusual Items Excluding Goodwill,-65388000.0,-7909000.0,0.0,-7800000.0
Net Income From Continuing Operation Net Minority Interest,394948000.0,322160000.0,331241000.0,307441000.0
Reconciled Depreciation,112702000.0,115609000.0,115424000.0,95857000.0
Reconciled Cost Of Revenue,593308000.0,539627000.0,493146000.0,407887000.0
EBITDA,650658000.0,527310000.0,509449000.0,495924000.0
EBIT,537956000.0,411701000.0,394025000.0,400067000.0
Normalized Income,448108444.0,328771924.0,331241000.0,313493800.0
Net Income From Continuing And Discontinued Operation,394948000.0,322160000.0,331241000.0,307441000.0
Total Expenses,2275213000.0,2284144000.0,2209391000.0,1950755000.0
Total Operating Income As Reported,472568000.0,403792000.0,394025000.0,392267000.0
Diluted Average Shares,60270000.0,61097000.0,62057000.0,61378000.0
Basic Average Shares,59909000.0,60274000.0,60707000.0,60911000.0
Diluted EPS,6.55,5.27,5.34,5.01
Basic EPS,6.59,5.34,5.46,5.05
Diluted NI Availto Com Stockholders,394948000.0,322160000.0,331241000.0,307441000.0
Net Income Common Stockholders,394948000.0,322160000.0,331241000.0,307441000.0
Net Income,394948000.0,322160000.0,331241000.0,307441000.0
Net Income Including Noncontrolling Interests,394948000.0,322160000.0,331241000.0,307441000.0
Net Income Continuous Operations,394948000.0,322160000.0,331241000.0,307441000.0
Tax Provision,91040000.0,63233000.0,55696000.0,88956000.0
Pretax Income,485988000.0,385393000.0,386937000.0,396397000.0
Other Income Expense,-51968000.0,-26308000.0,-7088000.0,-3670000.0
Other Non Operating Income Expenses,13420000.0,-18399000.0,-7088000.0,4130000.0
Special Income Charges,-65388000.0,-7909000.0,0.0,-7800000.0
Restructuring And Mergern Acquisition,65388000.0,7909000.0,0.0,7800000.0
Operating Income,537956000.0,411701000.0,394025000.0,400067000.0
Operating Expense,1681905000.0,1744517000.0,1716245000.0,1542868000.0
Research And Development,540285000.0,543368000.0,512627000.0,441324000.0
Selling General And Administration,1141620000.0,1201149000.0,1203618000.0,1101544000.0
Selling And Marketing Expense,878215000.0,926591000.0,929983000.0,843178000.0
General And Administrative Expense,263405000.0,274558000.0,273635000.0,258366000.0
Other Gand A,263405000.0,274558000.0,273635000.0,258366000.0
Gross Profit,2219861000.0,2156218000.0,2110270000.0,1942935000.0
Cost Of Revenue,593308000.0,539627000.0,493146000.0,407887000.0
Total Revenue,2813169000.0,2695845000.0,2603416000.0,2350822000.0
Operating Revenue,2813169000.0,2695845000.0,2603416000.0,2350822000.0
