,2023-12-31,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Tax Effect Of Unusual Items,-9936000.0,-175131000.0,-155034000.0,-432000.0,
Tax Rate For Calcs,0.276,0.261,0.243,0.216,
Normalized EBITDA,4282000000.0,4043000000.0,4398000000.0,4371000000.0,
Total Unusual Items,-36000000.0,-671000000.0,-638000000.0,-2000000.0,
Total Unusual Items Excluding Goodwill,-36000000.0,-671000000.0,-638000000.0,-2000000.0,
Net Income From Continuing Operation Net Minority Interest,2300000000.0,1785000000.0,2166000000.0,2695000000.0,
Reconciled Depreciation,567000000.0,545000000.0,556000000.0,539000000.0,
Reconciled Cost Of Revenue,7636000000.0,7254000000.0,6579000000.0,6003000000.0,
EBITDA,4246000000.0,3372000000.0,3760000000.0,4369000000.0,
EBIT,3679000000.0,2827000000.0,3204000000.0,3830000000.0,
Net Interest Income,-232000000.0,-153000000.0,-100000000.0,-164000000.0,
Interest Expense,287000000.0,167000000.0,117000000.0,183000000.0,
Interest Income,55000000.0,14000000.0,17000000.0,19000000.0,
Normalized Income,2326064000.0,2280869000.0,2648966000.0,2696568000.0,
Net Income From Continuing And Discontinued Operation,2300000000.0,1785000000.0,2166000000.0,2695000000.0,
Total Expenses,15372000000.0,14350000000.0,13511000000.0,12596000000.0,
Total Operating Income As Reported,3984000000.0,2893000000.0,3332000000.0,3885000000.0,
Diluted Average Shares,829200000.0,838800000.0,848300000.0,859300000.0,
Basic Average Shares,827400000.0,836400000.0,845000000.0,856800000.0,
Diluted EPS,2.77,2.13,2.55,3.14,
Basic EPS,2.78,2.13,2.56,3.15,
Diluted NI Availto Com Stockholders,2300000000.0,1785000000.0,2166000000.0,2695000000.0,
Net Income Common Stockholders,2300000000.0,1785000000.0,2166000000.0,2695000000.0,
Net Income,2300000000.0,1785000000.0,2166000000.0,2695000000.0,
Minority Interests,-155000000.0,-182000000.0,-172000000.0,-165000000.0,
Net Income Including Noncontrolling Interests,2455000000.0,1967000000.0,2338000000.0,2860000000.0,
Net Income Continuous Operations,2455000000.0,1967000000.0,2338000000.0,2860000000.0,
Tax Provision,937000000.0,693000000.0,749000000.0,787000000.0,
Pretax Income,3392000000.0,2660000000.0,3087000000.0,3647000000.0,
Other Income Expense,-461000000.0,-804000000.0,-723000000.0,-64000000.0,
Other Non Operating Income Expenses,-442000000.0,-145000000.0,-97000000.0,-74000000.0,
Special Income Charges,-25000000.0,-693000000.0,-646000000.0,-2000000.0,
Gain On Sale Of Ppe,0.0,47000000.0,0.0,,
Other Special Charges,25000000.0,,75000000.0,,
Write Off,,,10000000.0,,51000000.0
Impairment Of Capital Assets,0.0,721000000.0,571000000.0,0.0,
Restructuring And Mergern Acquisition,0.0,19000000.0,0.0,2000000.0,
Earnings From Equity Interest,17000000.0,12000000.0,12000000.0,12000000.0,
Gain On Sale Of Security,-11000000.0,22000000.0,8000000.0,,
Net Non Operating Interest Income Expense,-232000000.0,-153000000.0,-100000000.0,-164000000.0,
Interest Expense Non Operating,287000000.0,167000000.0,117000000.0,183000000.0,
Interest Income Non Operating,55000000.0,14000000.0,17000000.0,19000000.0,
Operating Income,4085000000.0,3617000000.0,3910000000.0,3875000000.0,
Operating Expense,7241000000.0,6631000000.0,6465000000.0,6142000000.0,
Other Operating Expenses,,65000000.0,4000000.0,35000000.0,101000000.0
Other Taxes,18000000.0,-14000000.0,-31000000.0,,-30000000.0
Depreciation Amortization Depletion Income Statement,72000000.0,80000000.0,89000000.0,88000000.0,
Depreciation And Amortization In Income Statement,72000000.0,80000000.0,89000000.0,88000000.0,
Amortization,72000000.0,80000000.0,89000000.0,88000000.0,
Amortization Of Intangibles Income Statement,72000000.0,80000000.0,89000000.0,88000000.0,
Selling General And Administration,7151000000.0,6565000000.0,6407000000.0,6019000000.0,
Gross Profit,11326000000.0,10248000000.0,10375000000.0,10017000000.0,
Cost Of Revenue,8131000000.0,7719000000.0,7046000000.0,6454000000.0,
Total Revenue,19457000000.0,17967000000.0,17421000000.0,16471000000.0,
Operating Revenue,19457000000.0,17967000000.0,17421000000.0,16471000000.0,
