,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Tax Effect Of Unusual Items,-3899400.0,-3096700.0,-1990200.0,-2300000.0
Tax Rate For Calcs,0.194,0.173,0.186,0.23
Normalized EBITDA,3170000000.0,2737100000.0,2334500000.0,1841200000.0
Total Unusual Items,-20100000.0,-17900000.0,-10700000.0,-10000000.0
Total Unusual Items Excluding Goodwill,-20100000.0,-17900000.0,-10700000.0,-10000000.0
Net Income From Continuing Operation Net Minority Interest,2051100000.0,1778000000.0,1444000000.0,976300000.0
Reconciled Depreciation,348100000.0,323600000.0,299400000.0,294300000.0
Reconciled Cost Of Revenue,11820400000.0,11026900000.0,9666800000.0,8651300000.0
EBITDA,3149900000.0,2719200000.0,2323800000.0,1831200000.0
EBIT,2801800000.0,2395600000.0,2024400000.0,1536900000.0
Net Interest Income,-219100000.0,-214300000.0,-229700000.0,-244200000.0
Interest Expense,234500000.0,223500000.0,233700000.0,248700000.0
Interest Income,15400000.0,9200000.0,4000000.0,4500000.0
Normalized Income,2067300600.0,1792803300.0,1452709800.0,984000000.0
Net Income From Continuing And Discontinued Operation,2023900000.0,1756500000.0,1423400000.0,854900000.0
Total Expenses,14783600000.0,13572800000.0,12113100000.0,10921900000.0
Total Operating Income As Reported,2894000000.0,2418900000.0,2023300000.0,1532800000.0
Diluted Average Shares,230700000.0,234900000.0,242300000.0,243100000.0
Basic Average Shares,227173161.0,228827395.0,235194833.0,238808388.0
Diluted EPS,8.77,7.48,5.87,3.52
Basic EPS,8.909063,7.676091,6.052004,3.579858
Diluted NI Availto Com Stockholders,2023900000.0,1756500000.0,1423400000.0,854900000.0
Net Income Common Stockholders,2023900000.0,1756500000.0,1423400000.0,854900000.0
Net Income,2023900000.0,1756500000.0,1423400000.0,854900000.0
Minority Interests,-17800000.0,-18200000.0,-13200000.0,-15100000.0
Net Income Including Noncontrolling Interests,2041700000.0,1774700000.0,1436600000.0,870000000.0
Net Income Discontinuous Operations,-27200000.0,-21500000.0,-20600000.0,-121400000.0
Net Income Continuous Operations,2068900000.0,1796200000.0,1457200000.0,991400000.0
Tax Provision,498400000.0,375900000.0,333500000.0,296800000.0
Pretax Income,2567300000.0,2172100000.0,1790700000.0,1288200000.0
Other Income Expense,-107600000.0,-32500000.0,-2900000.0,-400000.0
Other Non Operating Income Expenses,-87500000.0,-14600000.0,7800000.0,9600000.0
Gain On Sale Of Security,-20100000.0,-17900000.0,-10700000.0,-10000000.0
Net Non Operating Interest Income Expense,-219100000.0,-214300000.0,-229700000.0,-244200000.0
Interest Expense Non Operating,234500000.0,223500000.0,233700000.0,248700000.0
Interest Income Non Operating,15400000.0,9200000.0,4000000.0,4500000.0
Operating Income,2894000000.0,2418900000.0,2023300000.0,1532800000.0
Operating Expense,2963200000.0,2545900000.0,2446300000.0,2270600000.0
Selling General And Administration,2963200000.0,2545900000.0,2446300000.0,2270600000.0
Gross Profit,5857200000.0,4964800000.0,4469600000.0,3803400000.0
Cost Of Revenue,11820400000.0,11026900000.0,9666800000.0,8651300000.0
Total Revenue,17677600000.0,15991700000.0,14136400000.0,12454700000.0
Operating Revenue,17677600000.0,15991700000.0,14136400000.0,12454700000.0
