,2023-12-31,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Tax Effect Of Unusual Items,15655290.0,-583590.0,-16263450.0,-3729510.0,
Tax Rate For Calcs,0.21,0.21,0.27,0.27,
Normalized EBITDA,1190619000.0,1393422000.0,1030868000.0,1146975000.0,
Total Unusual Items,74549000.0,-2779000.0,-60235000.0,-13813000.0,
Total Unusual Items Excluding Goodwill,74549000.0,-2779000.0,-60235000.0,-13813000.0,
Net Income From Continuing Operation Net Minority Interest,306009000.0,497565000.0,117338000.0,145817000.0,
Reconciled Depreciation,749901000.0,710569000.0,684286000.0,697143000.0,
Reconciled Cost Of Revenue,902060000.0,862991000.0,773279000.0,639347000.0,
EBITDA,1265168000.0,1390643000.0,970633000.0,1133162000.0,
EBIT,515267000.0,680074000.0,286347000.0,436019000.0,
Net Interest Income,-200331000.0,-172944000.0,-157980000.0,-218336000.0,
Interest Expense,200331000.0,172944000.0,157980000.0,218336000.0,
Interest Income,,,,,9844000.0
Normalized Income,247115290.0,499760410.0,161309550.0,155900490.0,
Net Income From Continuing And Discontinued Operation,306009000.0,500449000.0,505540000.0,413563000.0,
Total Expenses,1747093000.0,1704593000.0,1555868000.0,1429727000.0,
Diluted Average Shares,547275000.0,539147000.0,539241000.0,531056000.0,
Basic Average Shares,547006000.0,538809000.0,538930000.0,530555000.0,
Diluted EPS,0.56,0.92,0.93,0.77,
Basic EPS,0.56,0.92,0.93,0.77,
Diluted NI Availto Com Stockholders,304284000.0,497792000.0,502271000.0,411147000.0,
Average Dilution Earnings,,,,0.0,0.0
Net Income Common Stockholders,304284000.0,497792000.0,502271000.0,411147000.0,
Otherunder Preferred Stock Dividend,1725000.0,2657000.0,3269000.0,2416000.0,
Net Income,306009000.0,500449000.0,505540000.0,413563000.0,
Minority Interests,-28748000.0,-15975000.0,-20390000.0,-14690000.0,
Net Income Including Noncontrolling Interests,334757000.0,516424000.0,525930000.0,428253000.0,
Net Income Discontinuous Operations,0.0,2884000.0,388202000.0,267746000.0,
Net Income Continuous Operations,334757000.0,513540000.0,137728000.0,160507000.0,
Earnings From Equity Interest Net Of Tax,10204000.0,1985000.0,6100000.0,-66599000.0,
Tax Provision,-9617000.0,-4425000.0,-3261000.0,-9423000.0,
Pretax Income,314936000.0,507130000.0,128367000.0,217683000.0,
Other Income Expense,81357000.0,323489000.0,-53969000.0,220871000.0,
Other Non Operating Income Expenses,6808000.0,326268000.0,6266000.0,234684000.0,
Special Income Charges,-11914000.0,-11857000.0,-250825000.0,-104163000.0,
Other Special Charges,,,225824000.0,42912000.0,58364000.0
Write Off,-5601000.0,7004000.0,23160000.0,42909000.0,
Impairment Of Capital Assets,,,,,225937000.0
Restructuring And Mergern Acquisition,17515000.0,4853000.0,1841000.0,18342000.0,
Gain On Sale Of Security,86463000.0,9078000.0,190590000.0,90350000.0,
Net Non Operating Interest Income Expense,-200331000.0,-172944000.0,-157980000.0,-218336000.0,
Total Other Finance Cost,,,,,-37481000.0
Interest Expense Non Operating,200331000.0,172944000.0,157980000.0,218336000.0,
Interest Income Non Operating,,,,,9844000.0
Operating Income,433910000.0,356585000.0,340316000.0,215148000.0,
Operating Expense,845033000.0,841602000.0,782589000.0,647186000.0,
Other Operating Expenses,,,,,8743000.0
Depreciation Amortization Depletion Income Statement,749901000.0,710569000.0,684286000.0,553949000.0,
Depreciation And Amortization In Income Statement,749901000.0,710569000.0,684286000.0,553949000.0,
Selling General And Administration,95132000.0,131033000.0,98303000.0,93237000.0,
General And Administrative Expense,95132000.0,131033000.0,98303000.0,93237000.0,
Other Gand A,95132000.0,131033000.0,98303000.0,93237000.0,
Gross Profit,1278943000.0,1198187000.0,1122905000.0,862334000.0,
Cost Of Revenue,902060000.0,862991000.0,773279000.0,782541000.0,
Total Revenue,2181003000.0,2061178000.0,1896184000.0,1644875000.0,
Operating Revenue,2181003000.0,2061178000.0,1896184000.0,1644875000.0,
