,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Tax Effect Of Unusual Items,-2484000.0,-24321000.0,-12978000.0,-3094000.0
Tax Rate For Calcs,0.138,0.121,0.126,0.182
Normalized EBITDA,4952000000.0,4241000000.0,3780000000.0,3069000000.0
Total Unusual Items,-18000000.0,-201000000.0,-103000000.0,-17000000.0
Total Unusual Items Excluding Goodwill,-18000000.0,-201000000.0,-103000000.0,-17000000.0
Net Income From Continuing Operation Net Minority Interest,3165000000.0,2358000000.0,1994000000.0,1599000000.0
Reconciled Depreciation,1028000000.0,998000000.0,990000000.0,812000000.0
Reconciled Cost Of Revenue,7047000000.0,6500000000.0,5769000000.0,4954000000.0
EBITDA,4934000000.0,4040000000.0,3677000000.0,3052000000.0
EBIT,3906000000.0,3042000000.0,2687000000.0,2240000000.0
Normalized Income,3180516000.0,2534679000.0,2084022000.0,1612906000.0
Net Income From Continuing And Discontinued Operation,3165000000.0,2358000000.0,1994000000.0,1599000000.0
Total Expenses,16592000000.0,15407000000.0,14421000000.0,12111000000.0
Total Operating Income As Reported,3888000000.0,2841000000.0,2584000000.0,2223000000.0
Diluted Average Shares,383700000.0,382200000.0,382300000.0,380300000.0
Basic Average Shares,379600000.0,378200000.0,377000000.0,375500000.0
Diluted EPS,8.25,6.17,5.21,4.2
Basic EPS,8.34,6.23,5.29,4.26
Diluted NI Availto Com Stockholders,3165000000.0,2358000000.0,1994000000.0,1599000000.0
Net Income Common Stockholders,3165000000.0,2358000000.0,1994000000.0,1599000000.0
Net Income,3165000000.0,2358000000.0,1994000000.0,1599000000.0
Net Income Including Noncontrolling Interests,3165000000.0,2358000000.0,1994000000.0,1599000000.0
Net Income Continuous Operations,3165000000.0,2358000000.0,1994000000.0,1599000000.0
Tax Provision,508000000.0,325000000.0,287000000.0,355000000.0
Pretax Income,3673000000.0,2683000000.0,2281000000.0,1954000000.0
Other Income Expense,-233000000.0,-359000000.0,-406000000.0,-286000000.0
Other Non Operating Income Expenses,-215000000.0,-158000000.0,-303000000.0,-269000000.0
Special Income Charges,-18000000.0,-201000000.0,-103000000.0,-17000000.0
Other Special Charges,18000000.0,-15000000.0,103000000.0,17000000.0
Impairment Of Capital Assets,0.0,216000000.0,0.0,0.0
Operating Income,3906000000.0,3042000000.0,2687000000.0,2240000000.0
Operating Expense,9152000000.0,8536000000.0,8281000000.0,6817000000.0
Depreciation Amortization Depletion Income Statement,635000000.0,627000000.0,619000000.0,472000000.0
Depreciation And Amortization In Income Statement,635000000.0,627000000.0,619000000.0,472000000.0
Amortization,635000000.0,627000000.0,619000000.0,472000000.0
Amortization Of Intangibles Income Statement,635000000.0,627000000.0,619000000.0,472000000.0
Research And Development,1388000000.0,1454000000.0,1235000000.0,984000000.0
Selling General And Administration,7129000000.0,6455000000.0,6427000000.0,5361000000.0
Gross Profit,13058000000.0,11578000000.0,10968000000.0,9057000000.0
Cost Of Revenue,7440000000.0,6871000000.0,6140000000.0,5294000000.0
Total Revenue,20498000000.0,18449000000.0,17108000000.0,14351000000.0
Operating Revenue,20498000000.0,18449000000.0,17108000000.0,14351000000.0
