,2023-10-31,2022-10-31,2021-10-31,2020-10-31
Tax Effect Of Unusual Items,-6187494.0,0.0,0.0,0.0
Tax Rate For Calcs,0.218,0.217,0.193,0.185148
Normalized EBITDA,1368568000.0,1576503000.0,1378786000.0,1341597000.0
Total Unusual Items,-28383000.0,0.0,0.0,0.0
Total Unusual Items Excluding Goodwill,-28383000.0,0.0,0.0,0.0
Net Income From Continuing Operation Net Minority Interest,793572000.0,999987000.0,908839000.0,908082000.0
Reconciled Depreciation,253311000.0,235885000.0,209309000.0,205781000.0
Reconciled Cost Of Revenue,10110169000.0,10294120000.0,9458283000.0,7782498000.0
EBITDA,1340185000.0,1576503000.0,1378786000.0,1341597000.0
EBIT,1086874000.0,1340618000.0,1169477000.0,1135816000.0
Net Interest Income,-58574000.0,-34503000.0,3571000.0,14527000.0
Interest Expense,73402000.0,62515000.0,43307000.0,21069000.0
Interest Income,14828000.0,28012000.0,46878000.0,35596000.0
Normalized Income,815767506.0,999987000.0,908839000.0,908082000.0
Net Income From Continuing And Discontinued Operation,793572000.0,999987000.0,908839000.0,908082000.0
Total Expenses,11052336000.0,11173385000.0,10311354000.0,8543813000.0
Total Operating Income As Reported,1072046000.0,1312607000.0,1122599000.0,1100220000.0
Diluted Average Shares,548982000.0,549566000.0,547580000.0,546592000.0
Basic Average Shares,546421000.0,544918000.0,541114000.0,538007000.0
Diluted EPS,1.45,1.82,1.66,1.66
Basic EPS,1.45,1.84,1.68,1.69
Diluted NI Availto Com Stockholders,793572000.0,999987000.0,908839000.0,908082000.0
Net Income Common Stockholders,793572000.0,999987000.0,908839000.0,908082000.0
Net Income,793572000.0,999987000.0,908839000.0,908082000.0
Minority Interests,653000.0,-239000.0,-301000.0,-272000.0
Net Income Including Noncontrolling Interests,792920000.0,1000226000.0,909140000.0,908354000.0
Net Income Continuous Operations,792920000.0,1000226000.0,909140000.0,908354000.0
Tax Provision,220552000.0,277877000.0,217029000.0,206393000.0
Pretax Income,1013472000.0,1278103000.0,1126170000.0,1114747000.0
Other Income Expense,14371000.0,27185000.0,47763000.0,35572000.0
Special Income Charges,-28383000.0,0.0,0.0,0.0
Impairment Of Capital Assets,28383000.0,0.0,0.0,0.0
Earnings From Equity Interest,42754000.0,27185000.0,47763000.0,35572000.0
Net Non Operating Interest Income Expense,-58574000.0,-34503000.0,3571000.0,14527000.0
Interest Expense Non Operating,73402000.0,62515000.0,43307000.0,21069000.0
Interest Income Non Operating,14828000.0,28012000.0,46878000.0,35596000.0
Operating Income,1057674000.0,1285421000.0,1074835000.0,1064648000.0
Operating Expense,942167000.0,879265000.0,853071000.0,761315000.0
Selling General And Administration,942167000.0,879265000.0,853071000.0,761315000.0
Gross Profit,1999841000.0,2164686000.0,1927906000.0,1825963000.0
Cost Of Revenue,10110169000.0,10294120000.0,9458283000.0,7782498000.0
Total Revenue,12110010000.0,12458806000.0,11386189000.0,9608462000.0
Operating Revenue,12110010000.0,12458806000.0,11386189000.0,9608462000.0
