,2023-09-30,2022-09-30,2021-09-30,2020-09-30
Tax Effect Of Unusual Items,-37180000.0,-63958000.0,-22148000.0,-45140000.0
Tax Rate For Calcs,0.22,0.226,0.196,0.148
Normalized EBITDA,4207000000.0,3785000000.0,2802000000.0,3669000000.0
Total Unusual Items,-169000000.0,-283000000.0,-113000000.0,-305000000.0
Total Unusual Items Excluding Goodwill,-169000000.0,-283000000.0,-113000000.0,-305000000.0
Net Income From Continuing Operation Net Minority Interest,2146000000.0,1884000000.0,1392000000.0,1965000000.0
Reconciled Depreciation,1051000000.0,842000000.0,762000000.0,854000000.0
Reconciled Cost Of Revenue,7169000000.0,6992000000.0,6717000000.0,9161000000.0
EBITDA,4038000000.0,3502000000.0,2689000000.0,3364000000.0
EBIT,2987000000.0,2660000000.0,1927000000.0,2510000000.0
Net Interest Income,7000000.0,-194000000.0,-155000000.0,-156000000.0
Interest Expense,261000000.0,228000000.0,165000000.0,175000000.0
Interest Income,268000000.0,34000000.0,10000000.0,19000000.0
Normalized Income,2277820000.0,2103042000.0,1482852000.0,2224860000.0
Net Income From Continuing And Discontinued Operation,13219000000.0,3231000000.0,2303000000.0,1965000000.0
Total Expenses,12406000000.0,11448000000.0,10973000000.0,14001000000.0
Diluted Average Shares,577300000.0,596300000.0,601800000.0,606600000.0
Basic Average Shares,574200000.0,591400000.0,595800000.0,598000000.0
Diluted EPS,22.88,5.41,3.82,3.24
Basic EPS,23.0,5.463307,3.865391,3.285953
Diluted NI Availto Com Stockholders,13219000000.0,3231000000.0,2303000000.0,1965000000.0
Net Income Common Stockholders,13219000000.0,3231000000.0,2303000000.0,1965000000.0
Net Income,13219000000.0,3231000000.0,2303000000.0,1965000000.0
Minority Interests,19000000.0,1000000.0,-24000000.0,-25000000.0
Net Income Including Noncontrolling Interests,13200000000.0,3230000000.0,2327000000.0,1990000000.0
Net Income Discontinuous Operations,11073000000.0,1347000000.0,911000000.0,
Net Income Continuous Operations,2127000000.0,1883000000.0,1416000000.0,1990000000.0
Tax Provision,599000000.0,549000000.0,346000000.0,345000000.0
Pretax Income,2726000000.0,2432000000.0,1762000000.0,2335000000.0
Other Income Expense,-40000000.0,270000000.0,-42000000.0,-293000000.0
Other Non Operating Income Expenses,145000000.0,100000000.0,71000000.0,12000000.0
Special Income Charges,-188000000.0,-301000000.0,-132000000.0,-284000000.0
Gain On Sale Of Business,-47000000.0,-135000000.0,0.0,0.0
Restructuring And Mergern Acquisition,141000000.0,166000000.0,132000000.0,284000000.0
Earnings From Equity Interest,-16000000.0,453000000.0,0.0,0.0
Gain On Sale Of Security,19000000.0,18000000.0,19000000.0,-21000000.0
Net Non Operating Interest Income Expense,7000000.0,-194000000.0,-155000000.0,-156000000.0
Interest Expense Non Operating,261000000.0,228000000.0,165000000.0,175000000.0
Interest Income Non Operating,268000000.0,34000000.0,10000000.0,19000000.0
Operating Income,2759000000.0,2356000000.0,1959000000.0,2784000000.0
Operating Expense,4668000000.0,3950000000.0,3771000000.0,4225000000.0
Depreciation Amortization Depletion Income Statement,482000000.0,336000000.0,277000000.0,239000000.0
Depreciation And Amortization In Income Statement,482000000.0,336000000.0,277000000.0,239000000.0
Amortization,482000000.0,336000000.0,277000000.0,239000000.0
Amortization Of Intangibles Income Statement,482000000.0,336000000.0,277000000.0,239000000.0
Selling General And Administration,4186000000.0,3614000000.0,3494000000.0,3986000000.0
General And Administrative Expense,4186000000.0,3614000000.0,3494000000.0,3986000000.0
Other Gand A,4186000000.0,3614000000.0,3494000000.0,3986000000.0
Gross Profit,7427000000.0,6306000000.0,5730000000.0,7009000000.0
Cost Of Revenue,7738000000.0,7498000000.0,7202000000.0,9776000000.0
Total Revenue,15165000000.0,13804000000.0,12932000000.0,16785000000.0
Operating Revenue,15165000000.0,13804000000.0,12932000000.0,16785000000.0
