,2023-12-31,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Tax Effect Of Unusual Items,33166000.0,80379000.0,71508000.0,81880000.0,
Tax Rate For Calcs,0.206,0.229,0.202,0.178,
Normalized EBITDA,2353000000.0,3190000000.0,3853000000.0,1959000000.0,
Total Unusual Items,161000000.0,351000000.0,354000000.0,460000000.0,
Total Unusual Items Excluding Goodwill,161000000.0,351000000.0,354000000.0,460000000.0,
Net Income From Continuing Operation Net Minority Interest,581000000.0,1316000000.0,1906000000.0,512000000.0,
Reconciled Depreciation,1369000000.0,1452000000.0,1481000000.0,1520000000.0,
Reconciled Cost Of Revenue,7410000000.0,8354000000.0,7667000000.0,6373000000.0,
EBITDA,2514000000.0,3541000000.0,4207000000.0,2419000000.0,
EBIT,1145000000.0,2089000000.0,2726000000.0,899000000.0,
Net Interest Income,-291000000.0,-277000000.0,-289000000.0,-261000000.0,
Interest Expense,329000000.0,292000000.0,300000000.0,276000000.0,
Interest Income,38000000.0,15000000.0,11000000.0,15000000.0,
Normalized Income,453166000.0,1045379000.0,1623508000.0,133880000.0,
Net Income From Continuing And Discontinued Operation,581000000.0,1316000000.0,1906000000.0,512000000.0,
Total Expenses,11698000000.0,12751000000.0,11970000000.0,10794000000.0,
Total Operating Income As Reported,890000000.0,1438000000.0,2112000000.0,509000000.0,
Diluted Average Shares,859000000.0,857000000.0,844000000.0,772000000.0,
Basic Average Shares,848000000.0,843000000.0,828000000.0,761000000.0,
Diluted EPS,0.68,1.54,1.28,0.54,
Basic EPS,0.69,1.56,1.3,0.54,
Diluted NI Availto Com Stockholders,581000000.0,1316000000.0,1079000000.0,414000000.0,
Average Dilution Earnings,,,,,98000000.0
Net Income Common Stockholders,581000000.0,1316000000.0,1079000000.0,414000000.0,
Otherunder Preferred Stock Dividend,,,803000000.0,,
Preferred Stock Dividends,,,24000000.0,98000000.0,98000000.0
Net Income,581000000.0,1316000000.0,1906000000.0,512000000.0,
Minority Interests,-67000000.0,-70000000.0,-29000000.0,,
Net Income Including Noncontrolling Interests,648000000.0,1386000000.0,1935000000.0,512000000.0,
Net Income Continuous Operations,648000000.0,1386000000.0,1935000000.0,512000000.0,
Tax Provision,168000000.0,411000000.0,491000000.0,111000000.0,
Pretax Income,816000000.0,1797000000.0,2426000000.0,623000000.0,
Other Income Expense,217000000.0,636000000.0,603000000.0,375000000.0,
Other Non Operating Income Expenses,56000000.0,285000000.0,249000000.0,-60000000.0,
Special Income Charges,,,,498000000.0,
Restructuring And Mergern Acquisition,,,,-498000000.0,
Earnings From Equity Interest,,,35000000.0,-25000000.0,17000000.0
Gain On Sale Of Security,161000000.0,351000000.0,354000000.0,-38000000.0,
Net Non Operating Interest Income Expense,-291000000.0,-277000000.0,-289000000.0,-261000000.0,
Interest Expense Non Operating,329000000.0,292000000.0,300000000.0,276000000.0,
Interest Income Non Operating,38000000.0,15000000.0,11000000.0,15000000.0,
Operating Income,890000000.0,1438000000.0,2112000000.0,509000000.0,
Operating Expense,3041000000.0,3068000000.0,2951000000.0,3022000000.0,
Depreciation Amortization Depletion Income Statement,122000000.0,123000000.0,129000000.0,121000000.0,
Depreciation And Amortization In Income Statement,122000000.0,123000000.0,129000000.0,121000000.0,
Amortization,122000000.0,123000000.0,129000000.0,121000000.0,
Amortization Of Intangibles Income Statement,122000000.0,123000000.0,129000000.0,121000000.0,
Research And Development,1076000000.0,1047000000.0,995000000.0,1154000000.0,
Selling General And Administration,1843000000.0,1898000000.0,1827000000.0,1747000000.0,
Gross Profit,3931000000.0,4506000000.0,5063000000.0,3531000000.0,
Cost Of Revenue,8657000000.0,9683000000.0,9019000000.0,7772000000.0,
Total Revenue,12588000000.0,14189000000.0,14082000000.0,11303000000.0,
Operating Revenue,12588000000.0,14189000000.0,14082000000.0,11303000000.0,
