,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Tax Effect Of Unusual Items,-279510000.0,-177450000.0,-72630000.0,-596700000.0
Tax Rate For Calcs,0.21,0.21,0.27,0.27
Normalized EBITDA,8618000000.0,7094000000.0,6021000000.0,5997000000.0
Total Unusual Items,-1331000000.0,-845000000.0,-269000000.0,-2210000000.0
Total Unusual Items Excluding Goodwill,-1331000000.0,-845000000.0,-269000000.0,-2210000000.0
Net Income From Continuing Operation Net Minority Interest,2256000000.0,1814000000.0,-88000000.0,-1304000000.0
Reconciled Depreciation,3738000000.0,3856000000.0,3403000000.0,3469000000.0
Reconciled Cost Of Revenue,16121000000.0,14665000000.0,14581000000.0,12581000000.0
EBITDA,7287000000.0,6249000000.0,5752000000.0,3787000000.0
EBIT,3549000000.0,2393000000.0,2349000000.0,318000000.0
Net Interest Income,-2244000000.0,-1755000000.0,-1581000000.0,-1221000000.0
Interest Expense,2850000000.0,1917000000.0,1601000000.0,1260000000.0
Interest Income,606000000.0,162000000.0,20000000.0,39000000.0
Normalized Income,3307490000.0,2481550000.0,108370000.0,309300000.0
Net Income From Continuing And Discontinued Operation,2256000000.0,1814000000.0,-88000000.0,-1304000000.0
Total Expenses,20426000000.0,18998000000.0,18501000000.0,16463000000.0
Total Operating Income As Reported,2671000000.0,1837000000.0,1883000000.0,1755000000.0
Diluted Average Shares,2138000000.0,2132000000.0,1985000000.0,1257000000.0
Basic Average Shares,2064000000.0,1987000000.0,1985000000.0,1257000000.0
Diluted EPS,1.05,0.84,-0.05,-1.05
Basic EPS,1.09,0.91,-0.05,-1.05
Diluted NI Availto Com Stockholders,2242000000.0,1800000000.0,-102000000.0,-1318000000.0
Net Income Common Stockholders,2242000000.0,1800000000.0,-102000000.0,-1318000000.0
Preferred Stock Dividends,14000000.0,14000000.0,14000000.0,14000000.0
Net Income,2256000000.0,1814000000.0,-88000000.0,-1304000000.0
Net Income Including Noncontrolling Interests,2256000000.0,1814000000.0,-88000000.0,-1304000000.0
Net Income Continuous Operations,2256000000.0,1814000000.0,-88000000.0,-1304000000.0
Tax Provision,-1557000000.0,-1338000000.0,836000000.0,362000000.0
Pretax Income,699000000.0,476000000.0,748000000.0,-942000000.0
Other Income Expense,-1059000000.0,-451000000.0,188000000.0,-1727000000.0
Other Non Operating Income Expenses,272000000.0,394000000.0,457000000.0,483000000.0
Special Income Charges,-1331000000.0,-845000000.0,-269000000.0,-2210000000.0
Other Special Charges,1331000000.0,845000000.0,258000000.0,251000000.0
Restructuring And Mergern Acquisition,0.0,0.0,11000000.0,1959000000.0
Net Non Operating Interest Income Expense,-2244000000.0,-1755000000.0,-1581000000.0,-1221000000.0
Interest Expense Non Operating,2850000000.0,1917000000.0,1601000000.0,1260000000.0
Interest Income Non Operating,606000000.0,162000000.0,20000000.0,39000000.0
Operating Income,4002000000.0,2682000000.0,2141000000.0,2006000000.0
Operating Expense,4305000000.0,4333000000.0,3920000000.0,3881000000.0
Other Operating Expenses,567000000.0,477000000.0,517000000.0,413000000.0
Depreciation Amortization Depletion Income Statement,3738000000.0,3856000000.0,3403000000.0,3468000000.0
Depreciation And Amortization In Income Statement,3738000000.0,3856000000.0,3403000000.0,3468000000.0
Gross Profit,8307000000.0,7015000000.0,6061000000.0,5887000000.0
Cost Of Revenue,16121000000.0,14665000000.0,14581000000.0,12582000000.0
Total Revenue,24428000000.0,21680000000.0,20642000000.0,18469000000.0
Operating Revenue,24428000000.0,21680000000.0,20642000000.0,18469000000.0
