,2023-12-31,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Tax Effect Of Unusual Items,-12268200.0,-66891200.0,-11823700.0,-17955000.0,
Tax Rate For Calcs,0.138,0.194,0.127,0.27,
Normalized EBITDA,3309000000.0,3353700000.0,1978000000.0,1036600000.0,
Total Unusual Items,-88900000.0,-344800000.0,-93100000.0,-66500000.0,
Total Unusual Items Excluding Goodwill,-88900000.0,-344800000.0,-93100000.0,-66500000.0,
Net Income From Continuing Operation Net Minority Interest,2183700000.0,1902200000.0,1009600000.0,234200000.0,
Reconciled Depreciation,609500000.0,551800000.0,596700000.0,625100000.0,
Reconciled Cost Of Revenue,3811100000.0,3778400000.0,3527800000.0,3034400000.0,
EBITDA,3220100000.0,3008900000.0,1884900000.0,970100000.0,
EBIT,2610600000.0,2457100000.0,1288200000.0,345000000.0,
Net Interest Income,18300000.0,-79400000.0,-129000000.0,-163500000.0,
Interest Expense,74800000.0,94900000.0,130400000.0,168400000.0,
Interest Income,93100000.0,15500000.0,1400000.0,4900000.0,
Normalized Income,2260331800.0,2180108800.0,1090876300.0,282745000.0,
Net Income From Continuing And Discontinued Operation,2183700000.0,1902200000.0,1009600000.0,234200000.0,
Total Expenses,5639400000.0,5561500000.0,5377900000.0,4839800000.0,
Total Operating Income As Reported,2538700000.0,2360000000.0,1287600000.0,348700000.0,
Diluted Average Shares,446800000.0,448200000.0,443800000.0,418800000.0,
Basic Average Shares,430700000.0,433200000.0,425700000.0,410700000.0,
Diluted EPS,4.89,4.24,2.27,0.56,
Basic EPS,5.07,4.39,2.37,0.57,
Diluted NI Availto Com Stockholders,2185000000.0,1904200000.0,1009600000.0,234200000.0,
Average Dilution Earnings,1300000.0,2000000.0,0.0,,
Net Income Common Stockholders,2183700000.0,1902200000.0,1009600000.0,234200000.0,
Net Income,2183700000.0,1902200000.0,1009600000.0,234200000.0,
Minority Interests,-1900000.0,-1600000.0,-1600000.0,-2200000.0,
Net Income Including Noncontrolling Interests,2185600000.0,1903800000.0,1011200000.0,236400000.0,
Net Income Continuous Operations,2185600000.0,1903800000.0,1011200000.0,236400000.0,
Tax Provision,350200000.0,458400000.0,146600000.0,-59800000.0,
Pretax Income,2535800000.0,2362200000.0,1157800000.0,176600000.0,
Other Income Expense,-96100000.0,-323100000.0,-75100000.0,-75100000.0,
Other Non Operating Income Expenses,-7200000.0,21700000.0,18000000.0,-8600000.0,
Special Income Charges,-88900000.0,-344800000.0,-93100000.0,-66500000.0,
Gain On Sale Of Ppe,,,,0.0,0.0
Gain On Sale Of Business,-700000.0,67000000.0,10200000.0,0.0,
Other Special Charges,13300000.0,7100000.0,29000000.0,,175700000.0
Write Off,,22600000.0,3300000.0,,
Impairment Of Capital Assets,19500000.0,386800000.0,2900000.0,1300000.0,
Restructuring And Mergern Acquisition,55400000.0,-4700000.0,68100000.0,65200000.0,
Net Non Operating Interest Income Expense,18300000.0,-79400000.0,-129000000.0,-163500000.0,
Total Other Finance Cost,,,,,6200000.0
Interest Expense Non Operating,74800000.0,94900000.0,130400000.0,168400000.0,
Interest Income Non Operating,93100000.0,15500000.0,1400000.0,4900000.0,
Operating Income,2613600000.0,2764700000.0,1361900000.0,415200000.0,
Operating Expense,1269900000.0,1312500000.0,1352400000.0,1300600000.0,
Depreciation Amortization Depletion Income Statement,51100000.0,81200000.0,99000000.0,120300000.0,
Depreciation And Amortization In Income Statement,51100000.0,81200000.0,99000000.0,120300000.0,
Amortization,51100000.0,81200000.0,99000000.0,120300000.0,
Amortization Of Intangibles Income Statement,51100000.0,81200000.0,99000000.0,120300000.0,
Research And Development,577300000.0,600200000.0,655000000.0,642900000.0,
Selling General And Administration,641500000.0,631100000.0,598400000.0,537400000.0,
Selling And Marketing Expense,279100000.0,287900000.0,293600000.0,278700000.0,
General And Administrative Expense,362400000.0,343200000.0,304800000.0,258700000.0,
Other Gand A,362400000.0,343200000.0,304800000.0,258700000.0,
Gross Profit,3883500000.0,4077200000.0,2714300000.0,1715800000.0,
Cost Of Revenue,4369500000.0,4249000000.0,4025500000.0,3539200000.0,
Total Revenue,8253000000.0,8326200000.0,6739800000.0,5255000000.0,
Operating Revenue,8253000000.0,8326200000.0,6739800000.0,5255000000.0,
