,2023-12-31,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Tax Effect Of Unusual Items,-3927000.0,-3525000.0,-35266000.0,-12095000.0,
Tax Rate For Calcs,0.231,0.235,0.229,0.205,
Total Unusual Items,-17000000.0,-15000000.0,-154000000.0,-59000000.0,
Total Unusual Items Excluding Goodwill,-17000000.0,-15000000.0,-154000000.0,-59000000.0,
Net Income From Continuing Operation Net Minority Interest,2940000000.0,4374000000.0,5422000000.0,1141000000.0,
Reconciled Depreciation,458000000.0,561000000.0,531000000.0,485000000.0,
Net Interest Income,13099000000.0,10999000000.0,9517000000.0,9230000000.0,
Interest Expense,4746000000.0,1865000000.0,1134000000.0,1865000000.0,
Interest Income,17845000000.0,12864000000.0,10651000000.0,11095000000.0,
Normalized Income,2953073000.0,4385475000.0,5540734000.0,1187905000.0,
Net Income From Continuing And Discontinued Operation,2940000000.0,4374000000.0,5422000000.0,1141000000.0,
Diluted Average Shares,254000000.0,278000000.0,300000000.0,307000000.0,
Basic Average Shares,254000000.0,277000000.0,300000000.0,307000000.0,
Diluted EPS,11.26,15.5,17.83,3.6,
Basic EPS,11.27,15.52,17.85,3.6,
Diluted NI Availto Com Stockholders,2859000000.0,4286000000.0,5323000000.0,1104000000.0,
Net Income Common Stockholders,2859000000.0,4286000000.0,5323000000.0,1104000000.0,
Otherunder Preferred Stock Dividend,19000000.0,26000000.0,30000000.0,6000000.0,
Preferred Stock Dividends,62000000.0,62000000.0,69000000.0,31000000.0,
Net Income,2940000000.0,4374000000.0,5422000000.0,1141000000.0,
Net Income Including Noncontrolling Interests,2940000000.0,4374000000.0,5422000000.0,1141000000.0,
Net Income Continuous Operations,2940000000.0,4374000000.0,5422000000.0,1141000000.0,
Tax Provision,886000000.0,1344000000.0,1606000000.0,294000000.0,
Pretax Income,3826000000.0,5718000000.0,7028000000.0,1435000000.0,
Special Income Charges,-17000000.0,-15000000.0,-154000000.0,-59000000.0,
Other Special Charges,17000000.0,15000000.0,59000000.0,96000000.0,
Write Off,0.0,0.0,95000000.0,59000000.0,
Gain On Sale Of Security,-9000000.0,-214000000.0,424000000.0,80000000.0,
Selling General And Administration,3598000000.0,3174000000.0,2796000000.0,2553000000.0,
Selling And Marketing Expense,1164000000.0,1035000000.0,810000000.0,659000000.0,
General And Administrative Expense,2434000000.0,2139000000.0,1986000000.0,1894000000.0,
Other Gand A,,,,201000000.0,211000000.0
Salaries And Wages,2434000000.0,2139000000.0,1986000000.0,1894000000.0,
Total Revenue,15860000000.0,13293000000.0,12051000000.0,11088000000.0,
Operating Revenue,15860000000.0,13293000000.0,12051000000.0,11088000000.0,
