,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Tax Effect Of Unusual Items,123084000.0,-135808000.0,65167238.271667,110667000.0
Tax Rate For Calcs,0.263,0.256,0.224328,0.222
Normalized EBITDA,2051600000.0,3672300000.0,3624300000.0,2436800000.0
Total Unusual Items,468000000.0,-530500000.0,290500000.0,498500000.0
Total Unusual Items Excluding Goodwill,468000000.0,-530500000.0,290500000.0,498500000.0
Net Income From Continuing Operation Net Minority Interest,1788700000.0,1557900000.0,3082900000.0,2372700000.0
Reconciled Depreciation,481600000.0,645800000.0,204800000.0,189600000.0
Reconciled Cost Of Revenue,3254400000.0,2922400000.0,2993200000.0,2616400000.0
EBITDA,2519600000.0,3141800000.0,3914800000.0,2935300000.0
EBIT,2038000000.0,2496000000.0,3710000000.0,2745700000.0
Normalized Income,1443784000.0,1952592000.0,2857567238.271667,1984867000.0
Net Income From Continuing And Discontinued Operation,1788700000.0,1557900000.0,3082900000.0,2372700000.0
Total Expenses,4422500000.0,3992400000.0,3961900000.0,3461000000.0
Rent Expense Supplemental,632600000.0,560500000.0,484900000.0,
Total Operating Income As Reported,1986200000.0,2373700000.0,3710000000.0,2745700000.0
Diluted Average Shares,224800000.0,227100000.0,228800000.0,231200000.0
Basic Average Shares,224100000.0,226000000.0,226600000.0,228800000.0
Diluted EPS,7.76,6.7,13.12,9.98
Basic EPS,7.78,6.73,13.25,10.08
Diluted NI Availto Com Stockholders,1744300000.0,1521800000.0,3002400000.0,2307400000.0
Net Income Common Stockholders,1744300000.0,1521800000.0,3002400000.0,2307400000.0
Otherunder Preferred Stock Dividend,44400000.0,36100000.0,80500000.0,65300000.0
Net Income,1788700000.0,1557900000.0,3082900000.0,2372700000.0
Minority Interests,-47000000.0,108300000.0,-15600000.0,-150600000.0
Net Income Including Noncontrolling Interests,1835700000.0,1449600000.0,3098500000.0,2523300000.0
Net Income Continuous Operations,1835700000.0,1449600000.0,3098500000.0,2523300000.0
Tax Provision,654600000.0,498600000.0,896100000.0,718900000.0
Pretax Income,2490300000.0,1948200000.0,3994600000.0,3242200000.0
Other Income Expense,452300000.0,-547800000.0,284600000.0,496500000.0
Other Non Operating Income Expenses,-15700000.0,-17300000.0,-5900000.0,-2000000.0
Special Income Charges,-51800000.0,-122300000.0,0.0,0.0
Restructuring And Mergern Acquisition,51800000.0,122300000.0,0.0,
Gain On Sale Of Security,519800000.0,-408200000.0,290500000.0,498500000.0
Operating Income,2038000000.0,2496000000.0,3710000000.0,2745700000.0
Operating Expense,1168100000.0,1070000000.0,968700000.0,844600000.0
Selling General And Administration,1168100000.0,1070000000.0,968700000.0,844600000.0
Selling And Marketing Expense,114200000.0,97300000.0,100200000.0,83700000.0
General And Administrative Expense,1053900000.0,972700000.0,868500000.0,760900000.0
Other Gand A,421300000.0,412200000.0,383600000.0,760900000.0
Rent And Landing Fees,632600000.0,560500000.0,484900000.0,
Gross Profit,3206100000.0,3566000000.0,4678700000.0,3590300000.0
Cost Of Revenue,3254400000.0,2922400000.0,2993200000.0,2616400000.0
Total Revenue,6460500000.0,6488400000.0,7671900000.0,6206700000.0
Operating Revenue,6460500000.0,6488400000.0,7671900000.0,6206700000.0
