,2023-12-31,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,
Tax Rate For Calcs,0.21,0.0,0.0,0.0,
Normalized EBITDA,4561000000.0,615000000.0,-2675000000.0,-2085258000.0,
Total Unusual Items,200000000.0,-562000.0,-82001000.0,-1566380000.0,
Total Unusual Items Excluding Goodwill,200000000.0,-562000.0,-82001000.0,-1566380000.0,
Net Income From Continuing Operation Net Minority Interest,1697000000.0,-2156000000.0,-5260000000.0,-5797462000.0,
Reconciled Depreciation,1455000000.0,1407000000.0,1293000000.0,1279254000.0,
Reconciled Cost Of Revenue,7775000000.0,6616000000.0,2739000000.0,2765108000.0,
EBITDA,4561000000.0,615000000.0,-2675000000.0,-3651638000.0,
EBIT,3106000000.0,-792000000.0,-3968000000.0,-4930892000.0,
Net Interest Income,-1366000000.0,-1328000000.0,-1275000000.0,-823202000.0,
Interest Expense,1402000000.0,1364000000.0,1292000000.0,844238000.0,
Interest Income,36000000.0,36000000.0,17000000.0,21036000.0,
Normalized Income,1697000000.0,-2156000000.0,-5260000000.0,-4231082000.0,
Net Income From Continuing And Discontinued Operation,1697000000.0,-2156000000.0,-5260000000.0,-5797462000.0,
Total Expenses,11022000000.0,9606000000.0,5402000000.0,5243982000.0,
Total Operating Income As Reported,2878000000.0,-766000000.0,-3870000000.0,-4601557000.0,
Diluted Average Shares,283000000.0,255011000.0,251812000.0,214335000.0,
Basic Average Shares,256000000.0,255011000.0,251812000.0,214335000.0,
Diluted EPS,6.31,-8.45,-20.89,-27.05,
Basic EPS,6.63,-8.45,-20.89,-27.05,
Diluted NI Availto Com Stockholders,1697000000.0,-2156000000.0,-5260000000.0,-5797462000.0,
Net Income Common Stockholders,1697000000.0,-2156000000.0,-5260000000.0,-5797462000.0,
Net Income,1697000000.0,-2156000000.0,-5260000000.0,-5797462000.0,
Minority Interests,-7000000.0,0.0,0.0,-22332000.0,
Net Income Including Noncontrolling Interests,1704000000.0,-2156000000.0,-5260000000.0,-5775130000.0,
Net Income Continuous Operations,1704000000.0,-2156000000.0,-5260000000.0,-5775130000.0,
Pretax Income,1704000000.0,-2156000000.0,-5260000000.0,-5775130000.0,
Other Income Expense,192000000.0,-62000000.0,-115000000.0,-1916751000.0,
Other Non Operating Income Expenses,-8000000.0,-119000000.0,20000000.0,-137085000.0,
Special Income Charges,,-562000.0,-82001000.0,-1566380000.0,0.0
Write Off,,562000.0,82001000.0,1566380000.0,0.0
Earnings From Equity Interest,200000000.0,57000000.0,-135000000.0,-213286000.0,
Gain On Sale Of Security,200000000.0,57000000.0,-135000000.0,-213286000.0,
Net Non Operating Interest Income Expense,-1366000000.0,-1328000000.0,-1275000000.0,-823202000.0,
Interest Expense Non Operating,1402000000.0,1364000000.0,1292000000.0,844238000.0,
Interest Income Non Operating,36000000.0,36000000.0,17000000.0,21036000.0,
Operating Income,2878000000.0,-766000000.0,-3870000000.0,-3035177000.0,
Operating Expense,3247000000.0,2990000000.0,2663000000.0,2478874000.0,
Depreciation Amortization Depletion Income Statement,1455000000.0,1407000000.0,1293000000.0,1279254000.0,
Depreciation And Amortization In Income Statement,1455000000.0,1407000000.0,1293000000.0,1279254000.0,
Selling General And Administration,1792000000.0,1583000000.0,1370000000.0,1199620000.0,
Gross Profit,6125000000.0,2224000000.0,-1207000000.0,-556303000.0,
Cost Of Revenue,7775000000.0,6616000000.0,2739000000.0,2765108000.0,
Total Revenue,13900000000.0,8840000000.0,1532000000.0,2208805000.0,
Operating Revenue,13900000000.0,8840000000.0,1532000000.0,2208805000.0,
