,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Tax Effect Of Unusual Items,29775900.0,-1942906.0,26618410.0,-9299472.0
Tax Rate For Calcs,0.231,0.214,0.182,0.182
Normalized EBITDA,1342104000.0,1354423000.0,1154533000.0,711849000.0
Total Unusual Items,128900000.0,-9079000.0,146255000.0,-51096000.0
Total Unusual Items Excluding Goodwill,128900000.0,-9079000.0,146255000.0,-51096000.0
Net Income From Continuing Operation Net Minority Interest,882466000.0,807799000.0,793560000.0,266745000.0
Reconciled Depreciation,191103000.0,191946000.0,212405000.0,218984000.0
Reconciled Cost Of Revenue,1903240000.0,1693771000.0,1444093000.0,1345024000.0
EBITDA,1471004000.0,1345344000.0,1300788000.0,660753000.0
EBIT,1279901000.0,1153398000.0,1088383000.0,441769000.0
Net Interest Income,-94246000.0,-121323000.0,-116620000.0,-113549000.0
Interest Expense,132772000.0,126203000.0,118513000.0,115636000.0
Interest Income,38526000.0,4880000.0,1893000.0,2087000.0
Normalized Income,783341900.0,814935094.0,673923410.0,308541528.0
Net Income From Continuing And Discontinued Operation,882466000.0,807799000.0,793560000.0,266745000.0
Total Expenses,4795885000.0,4366661000.0,3812156000.0,3602971000.0
Total Operating Income As Reported,1236894000.0,1100106000.0,915751000.0,490150000.0
Diluted Average Shares,79680000.0,81067000.0,86177000.0,90017000.0
Basic Average Shares,79004000.0,80178000.0,85026000.0,89315000.0
Diluted EPS,11.08,9.96,9.21,2.96
Basic EPS,11.17,10.08,9.33,2.99
Diluted NI Availto Com Stockholders,882466000.0,807799000.0,793560000.0,266745000.0
Net Income Common Stockholders,882466000.0,807799000.0,793560000.0,266745000.0
Net Income,882466000.0,807799000.0,793560000.0,266745000.0
Net Income Including Noncontrolling Interests,882466000.0,807799000.0,793560000.0,266745000.0
Net Income Continuous Operations,882466000.0,807799000.0,793560000.0,266745000.0
Tax Provision,264663000.0,219396000.0,176310000.0,59388000.0
Pretax Income,1147129000.0,1027195000.0,969870000.0,326133000.0
Other Income Expense,130304000.0,39333000.0,164684000.0,-56750000.0
Other Non Operating Income Expenses,1404000.0,48412000.0,18429000.0,-5654000.0
Special Income Charges,128900000.0,-9079000.0,146255000.0,-51096000.0
Gain On Sale Of Business,135410000.0,0.0,0.0,0.0
Other Special Charges,-3077000.0,,-152310000.0,44814000.0
Restructuring And Mergern Acquisition,9587000.0,9079000.0,6055000.0,6282000.0
Net Non Operating Interest Income Expense,-94246000.0,-121323000.0,-116620000.0,-113549000.0
Interest Expense Non Operating,132772000.0,126203000.0,118513000.0,115636000.0
Interest Income Non Operating,38526000.0,4880000.0,1893000.0,2087000.0
Operating Income,1111071000.0,1109185000.0,921806000.0,496432000.0
Operating Expense,2892645000.0,2672890000.0,2368063000.0,2257947000.0
Depreciation Amortization Depletion Income Statement,191103000.0,191946000.0,212405000.0,218984000.0
Depreciation And Amortization In Income Statement,191103000.0,191946000.0,212405000.0,218984000.0
Amortization,92458000.0,98536000.0,109603000.0,125059000.0
Amortization Of Intangibles Income Statement,92458000.0,98536000.0,109603000.0,125059000.0
Depreciation Income Statement,98645000.0,93410000.0,102802000.0,93925000.0
Selling General And Administration,2701542000.0,2480944000.0,2155658000.0,2038963000.0
Gross Profit,4003716000.0,3782075000.0,3289869000.0,2754379000.0
Cost Of Revenue,1903240000.0,1693771000.0,1444093000.0,1345024000.0
Total Revenue,5906956000.0,5475846000.0,4733962000.0,4099403000.0
Operating Revenue,5906956000.0,5475846000.0,4733962000.0,4099403000.0
