,2023-10-31,2022-10-31,2021-10-31,2020-10-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,-15054023.3
Tax Rate For Calcs,0.2078,0.2097,0.2087,0.1723
Normalized EBITDA,786742000.0,771615000.0,703550000.0,534322000.0
Total Unusual Items,,0.0,0.0,-87371000.0
Total Unusual Items Excluding Goodwill,,0.0,0.0,-87371000.0
Net Income From Continuing Operation Net Minority Interest,487493000.0,513103000.0,454368000.0,249539000.0
Reconciled Depreciation,111898000.0,99923000.0,103883000.0,113302000.0
Reconciled Cost Of Revenue,1203227000.0,1163742000.0,1038129000.0,990632000.0
EBITDA,786742000.0,771615000.0,703550000.0,446951000.0
EBIT,674844000.0,671692000.0,599667000.0,333649000.0
Net Interest Income,-56825000.0,-20387000.0,-23341000.0,-30479000.0
Interest Expense,59505000.0,22413000.0,25491000.0,32160000.0
Interest Income,2680000.0,2026000.0,2150000.0,1681000.0
Normalized Income,487493000.0,513103000.0,454368000.0,321855976.7
Net Income From Continuing And Discontinued Operation,487493000.0,513103000.0,454368000.0,249539000.0
Total Expenses,1955871000.0,1887918000.0,1747082000.0,1684184000.0
Total Operating Income As Reported,672761000.0,702360000.0,615127000.0,349545000.0
Diluted Average Shares,57631000.0,58249000.0,58734000.0,58473000.0
Basic Average Shares,57090000.0,57629000.0,58091000.0,57757000.0
Diluted EPS,8.46,8.81,7.74,4.27
Basic EPS,8.54,8.9,7.82,4.32
Diluted NI Availto Com Stockholders,487493000.0,513103000.0,454368000.0,249539000.0
Net Income Common Stockholders,487493000.0,513103000.0,454368000.0,249539000.0
Net Income,487493000.0,513103000.0,454368000.0,249539000.0
Net Income Including Noncontrolling Interests,487493000.0,513103000.0,454368000.0,249539000.0
Net Income Continuous Operations,487493000.0,513103000.0,454368000.0,249539000.0
Tax Provision,127846000.0,136176000.0,119808000.0,51950000.0
Pretax Income,615339000.0,649279000.0,574176000.0,301489000.0
Other Income Expense,-597000.0,-32694000.0,-17610000.0,-104948000.0
Other Non Operating Income Expenses,-597000.0,-32694000.0,-17610000.0,-17577000.0
Special Income Charges,,0.0,0.0,-87371000.0
Write Off,,0.0,0.0,87371000.0
Net Non Operating Interest Income Expense,-56825000.0,-20387000.0,-23341000.0,-30479000.0
Interest Expense Non Operating,59505000.0,22413000.0,25491000.0,32160000.0
Interest Income Non Operating,2680000.0,2026000.0,2150000.0,1681000.0
Operating Income,672761000.0,702360000.0,615127000.0,436916000.0
Operating Expense,752644000.0,724176000.0,708953000.0,693552000.0
Selling General And Administration,752644000.0,724176000.0,708953000.0,693552000.0
Gross Profit,1425405000.0,1426536000.0,1324080000.0,1130468000.0
Cost Of Revenue,1203227000.0,1163742000.0,1038129000.0,990632000.0
Total Revenue,2628632000.0,2590278000.0,2362209000.0,2121100000.0
Operating Revenue,2628632000.0,2590278000.0,2362209000.0,2121100000.0
