,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Free Cash Flow,911200000.0,2121800000.0,3212900000.0,1704300000.0
Repurchase Of Capital Stock,-254400000.0,-849800000.0,-1138500000.0,-1201900000.0
Capital Expenditure,-307900000.0,-237600000.0,-239100000.0,-214600000.0
End Cash Position,2143800000.0,1874700000.0,1624200000.0,2256500000.0
Beginning Cash Position,1874700000.0,1624200000.0,2256500000.0,1858300000.0
Effect Of Exchange Rate Changes,400000.0,9500000.0,2600000.0,1900000.0
Changes In Cash,268700000.0,241000000.0,-634900000.0,396300000.0
Financing Cash Flow,-1078600000.0,-2076900000.0,-2988800000.0,-1486300000.0
Cash Flow From Continuing Financing Activities,-1078600000.0,-2076900000.0,-2988800000.0,-1486300000.0
Net Other Financing Charges,315500000.0,-83500000.0,-66800000.0,557500000.0
Proceeds From Stock Option Exercised,-18000000.0,-36200000.0,-81600000.0,3900000.0
Cash Dividends Paid,-1121700000.0,-1107400000.0,-1701900000.0,-845800000.0
Common Stock Dividend Paid,-1121700000.0,-1107400000.0,-1701900000.0,-845800000.0
Net Common Stock Issuance,-254400000.0,-849800000.0,-1138500000.0,-1201900000.0
Common Stock Payments,-254400000.0,-849800000.0,-1138500000.0,-1201900000.0
Investing Cash Flow,128200000.0,-41500000.0,-1098100000.0,-36300000.0
Cash Flow From Continuing Investing Activities,128200000.0,-41500000.0,-1098100000.0,-36300000.0
Net Other Investing Changes,-38400000.0,-3700000.0,30900000.0,50500000.0
Net Investment Purchase And Sale,474500000.0,199800000.0,1560900000.0,127800000.0
Sale Of Investment,616600000.0,263600000.0,1625800000.0,454100000.0
Purchase Of Investment,-142100000.0,-63800000.0,-64900000.0,-326300000.0
Net Business Purchase And Sale,0.0,0.0,-2450800000.0,0.0
Purchase Of Business,0.0,0.0,-2450800000.0,0.0
Net PPE Purchase And Sale,-307900000.0,-237600000.0,-239100000.0,-214600000.0
Purchase Of PPE,-307900000.0,-237600000.0,-239100000.0,-214600000.0
Operating Cash Flow,1219100000.0,2359400000.0,3452000000.0,1918900000.0
Cash Flow From Continuing Operating Activities,1219100000.0,2359400000.0,3452000000.0,1918900000.0
Change In Working Capital,193600000.0,-139900000.0,67400000.0,91100000.0
Change In Other Working Capital,193600000.0,-139900000.0,67400000.0,91100000.0
Other Non Cash Items,-26300000.0,-180000000.0,-85700000.0,
Stock Based Compensation,265600000.0,285400000.0,274600000.0,246200000.0
Unrealized Gain Loss On Investment Securities,-1070300000.0,87900000.0,14900000.0,
Depreciation Amortization Depletion,481600000.0,645800000.0,204800000.0,189600000.0
Depreciation And Amortization,481600000.0,645800000.0,204800000.0,189600000.0
Amortization Cash Flow,226800000.0,420100000.0,0.0,
Amortization Of Intangibles,226800000.0,420100000.0,0.0,
Depreciation,254800000.0,225700000.0,204800000.0,189600000.0
Operating Gains Losses,-460800000.0,210600000.0,-122500000.0,-1131300000.0
Gain Loss On Investment Securities,-460800000.0,210600000.0,-122500000.0,-1131300000.0
Net Income From Continuing Operations,1835700000.0,1449600000.0,3098500000.0,2523300000.0
