,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Free Cash Flow,1647000000.0,1906000000.0,2345000000.0,2422000000.0
Repurchase Of Capital Stock,-518000000.0,-1083000000.0,-3675000000.0,-2290000000.0
Repayment Of Debt,-3170000000.0,-14000000.0,-13000000.0,-931000000.0
Issuance Of Debt,7568000000.0,4000000.0,6000000.0,901000000.0
Capital Expenditure,-449000000.0,-252000000.0,-342000000.0,-368000000.0
End Cash Position,560000000.0,880000000.0,941000000.0,1276000000.0
Beginning Cash Position,880000000.0,941000000.0,1276000000.0,824000000.0
Effect Of Exchange Rate Changes,11000000.0,-18000000.0,-3000000.0,23000000.0
Changes In Cash,-331000000.0,-43000000.0,-332000000.0,429000000.0
Financing Cash Flow,4594000000.0,-1951000000.0,-4413000000.0,-3112000000.0
Cash Flow From Continuing Financing Activities,4594000000.0,-1951000000.0,-4413000000.0,-3112000000.0
Net Other Financing Charges,-41000000.0,-51000000.0,-11000000.0,-123000000.0
Proceeds From Stock Option Exercised,24000000.0,57000000.0,97000000.0,56000000.0
Cash Dividends Paid,-868000000.0,-864000000.0,-817000000.0,-725000000.0
Common Stock Dividend Paid,-868000000.0,-864000000.0,-817000000.0,-725000000.0
Net Common Stock Issuance,-518000000.0,-1083000000.0,-3675000000.0,-2290000000.0
Common Stock Payments,-518000000.0,-1083000000.0,-3675000000.0,-2290000000.0
Net Issuance Payments Of Debt,5997000000.0,-10000000.0,-7000000.0,-30000000.0
Net Short Term Debt Issuance,1599000000.0,0.0,0.0,
Net Long Term Debt Issuance,4398000000.0,-10000000.0,-7000000.0,-30000000.0
Long Term Debt Payments,-3170000000.0,-14000000.0,-13000000.0,-931000000.0
Long Term Debt Issuance,7568000000.0,4000000.0,6000000.0,901000000.0
Investing Cash Flow,-7021000000.0,-250000000.0,1394000000.0,751000000.0
Cash Flow From Continuing Investing Activities,-7021000000.0,-250000000.0,1394000000.0,751000000.0
Net Other Investing Changes,60000000.0,-12000000.0,1729000000.0,-12000000.0
Net Business Purchase And Sale,-6688000000.0,0.0,0.0,1028000000.0
Sale Of Business,,5000000.0,1729000000.0,1040000000.0
Purchase Of Business,-6688000000.0,0.0,0.0,-12000000.0
Net PPE Purchase And Sale,-393000000.0,-238000000.0,-335000000.0,-277000000.0
Sale Of PPE,56000000.0,14000000.0,7000000.0,91000000.0
Purchase Of PPE,-449000000.0,-252000000.0,-342000000.0,-368000000.0
Operating Cash Flow,2096000000.0,2158000000.0,2687000000.0,2790000000.0
Cash Flow From Continuing Operating Activities,2096000000.0,2158000000.0,2687000000.0,2790000000.0
Change In Working Capital,-152000000.0,90000000.0,126000000.0,83000000.0
Change In Other Working Capital,-100000000.0,575000000.0,324000000.0,118000000.0
Change In Other Current Assets,-55000000.0,13000000.0,23000000.0,
Change In Payables And Accrued Expense,-1000000.0,-1000000.0,450000000.0,214000000.0
Change In Accrued Expense,-88000000.0,-181000000.0,20000000.0,41000000.0
Change In Payable,87000000.0,180000000.0,430000000.0,173000000.0
Change In Account Payable,87000000.0,180000000.0,430000000.0,173000000.0
Change In Prepaid Assets,,13000000.0,23000000.0,57000000.0
Change In Inventory,-182000000.0,-310000000.0,-68000000.0,60000000.0
Change In Receivables,186000000.0,-187000000.0,-603000000.0,-366000000.0
Changes In Account Receivables,124000000.0,-210000000.0,217000000.0,-250000000.0
Other Non Cash Items,-163000000.0,-59000000.0,-131000000.0,19000000.0
Stock Based Compensation,320000000.0,325000000.0,348000000.0,310000000.0
Asset Impairment Charge,374000000.0,802000000.0,244000000.0,767000000.0
Deferred Tax,-423000000.0,-596000000.0,-114000000.0,-215000000.0
Deferred Income Tax,-423000000.0,-596000000.0,-114000000.0,-215000000.0
Depreciation Amortization Depletion,1166000000.0,938000000.0,967000000.0,1032000000.0
Depreciation And Amortization,1166000000.0,938000000.0,967000000.0,1032000000.0
Amortization Cash Flow,779000000.0,605000000.0,627000000.0,709000000.0
Amortization Of Intangibles,779000000.0,605000000.0,627000000.0,709000000.0
Depreciation,387000000.0,333000000.0,340000000.0,323000000.0
Operating Gains Losses,-224000000.0,-403000000.0,-595000000.0,-292000000.0
Pension And Employee Benefit Expense,-275000000.0,-395000000.0,-375000000.0,-321000000.0
Gain Loss On Sale Of PPE,,6000000.0,0.0,-22000000.0
Gain Loss On Sale Of Business,51000000.0,-8000000.0,-220000000.0,51000000.0
Net Income From Continuing Operations,1198000000.0,1061000000.0,1842000000.0,1086000000.0
