,2023-12-31,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Free Cash Flow,1473116000.0,1851673000.0,1224518000.0,909150000.0,
Repurchase Of Capital Stock,-1081815000.0,-1500358000.0,-1538019000.0,-371078000.0,
Repayment Of Debt,-1661000.0,-601495000.0,-1363000.0,-989000.0,
Issuance Of Debt,,0.0,0.0,923905000.0,0.0
Capital Expenditure,-24877000.0,-18428000.0,-17875000.0,-16119000.0,
Interest Paid Supplemental Data,29202000.0,47502000.0,53680000.0,36805000.0,
Income Tax Paid Supplemental Data,407185000.0,529820000.0,389383000.0,163076000.0,
End Cash Position,3215444000.0,2574518000.0,2636984000.0,2809782000.0,
Beginning Cash Position,2574518000.0,2636984000.0,2809782000.0,1160804000.0,
Changes In Cash,640926000.0,-62466000.0,-172798000.0,1648978000.0,
Financing Cash Flow,-832967000.0,-1905136000.0,-1397012000.0,727642000.0,
Cash Flow From Continuing Financing Activities,-832967000.0,-1905136000.0,-1397012000.0,727642000.0,
Net Other Financing Charges,,,,-5062000.0,
Proceeds From Stock Option Exercised,250509000.0,196717000.0,142370000.0,180866000.0,
Net Common Stock Issuance,-1081815000.0,-1500358000.0,-1538019000.0,-371078000.0,
Common Stock Payments,-1081815000.0,-1500358000.0,-1538019000.0,-371078000.0,
Net Issuance Payments Of Debt,-1661000.0,-601495000.0,-1363000.0,922916000.0,
Net Short Term Debt Issuance,0.0,-600000000.0,0.0,,
Short Term Debt Payments,0.0,-600000000.0,0.0,,
Net Long Term Debt Issuance,-1661000.0,-1495000.0,-1363000.0,922916000.0,
Long Term Debt Payments,-1661000.0,-1495000.0,-1363000.0,-989000.0,
Long Term Debt Issuance,,0.0,0.0,923905000.0,0.0
Investing Cash Flow,-24100000.0,-27431000.0,-18179000.0,-3933000.0,
Cash Flow From Continuing Investing Activities,-24100000.0,-27431000.0,-18179000.0,-3933000.0,
Dividends Received Cfi,180000.0,0.0,0.0,11625000.0,
Net Business Purchase And Sale,-1776000.0,-9735000.0,-1282000.0,-435000.0,
Purchase Of Business,-1776000.0,-9735000.0,-1282000.0,-435000.0,
Net PPE Purchase And Sale,-22504000.0,-17696000.0,-16897000.0,-15123000.0,
Sale Of PPE,2373000.0,732000.0,978000.0,996000.0,
Purchase Of PPE,-24877000.0,-18428000.0,-17875000.0,-16119000.0,
Operating Cash Flow,1497993000.0,1870101000.0,1242393000.0,925269000.0,
Cash Flow From Continuing Operating Activities,1497993000.0,1870101000.0,1242393000.0,925269000.0,
Dividend Received Cfo,2000000.0,9000000.0,9500000.0,1432000.0,
Change In Working Capital,-229349000.0,-12136000.0,-166951000.0,-86001000.0,
Change In Other Working Capital,20637000.0,-103659000.0,176705000.0,108872000.0,
Change In Other Current Assets,-77563000.0,-26407000.0,-87374000.0,519000.0,
Change In Payables And Accrued Expense,49105000.0,-13777000.0,-19954000.0,168667000.0,
Change In Prepaid Assets,,-26407000.0,-87374000.0,519000.0,-16994000.0
Change In Inventory,-161875000.0,159091000.0,-238284000.0,-362384000.0,
Change In Receivables,-59653000.0,-27384000.0,1956000.0,-1675000.0,
Other Non Cash Items,23959000.0,30364000.0,106489000.0,25290000.0,
Stock Based Compensation,99507000.0,82537000.0,58234000.0,50794000.0,
Asset Impairment Charge,-2908000.0,28466000.0,-20827000.0,28079000.0,
Deferred Tax,-3743000.0,-11101000.0,-234000.0,-17565000.0,
Deferred Income Tax,-3743000.0,-11101000.0,-234000.0,-17565000.0,
Depreciation Amortization Depletion,16916000.0,17396000.0,19463000.0,21992000.0,
Depreciation And Amortization,16916000.0,17396000.0,19463000.0,21992000.0,
Operating Gains Losses,,,,-5492652000.0,-5298064000.0
Net Income From Continuing Operations,1591611000.0,1725575000.0,1236719000.0,901248000.0,
