,2023-12-31,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Free Cash Flow,1552081000.0,1808356000.0,1587007000.0,1258031000.0,
Repurchase Of Capital Stock,-264913000.0,-388964000.0,-457946000.0,-211196000.0,
Repayment Of Debt,-755414000.0,-4741000.0,-439444000.0,-704467000.0,
Issuance Of Debt,744092000.0,0.0,0.0,989876000.0,
Capital Expenditure,-771109000.0,-519481000.0,-495877000.0,-441626000.0,
Interest Paid Supplemental Data,160729000.0,131757000.0,127726000.0,150930000.0,
Income Tax Paid Supplemental Data,303942000.0,221321000.0,275171000.0,215491000.0,
End Cash Position,401902000.0,463889000.0,329266000.0,1143987000.0,
Other Cash Adjustment Outside Changein Cash,0.0,0.0,11434000.0,-11434000.0,
Beginning Cash Position,463889000.0,329266000.0,1143987000.0,493262000.0,
Effect Of Exchange Rate Changes,-38250000.0,9887000.0,-5075000.0,-6990000.0,
Changes In Cash,-23737000.0,124736000.0,-821080000.0,669149000.0,
Financing Cash Flow,-1148251000.0,-1415725000.0,-681136000.0,-499228000.0,
Cash Flow From Continuing Financing Activities,-1148251000.0,-1415725000.0,-681136000.0,-499228000.0,
Net Other Financing Charges,-35009000.0,-35515000.0,-16610000.0,-20840000.0,
Proceeds From Stock Option Exercised,26015000.0,34158000.0,49821000.0,46372000.0,
Cash Dividends Paid,-889071000.0,-775030000.0,-685987000.0,-640732000.0,
Common Stock Dividend Paid,-889071000.0,-775030000.0,-685987000.0,-640732000.0,
Net Common Stock Issuance,-264913000.0,-388964000.0,-457946000.0,-211196000.0,
Common Stock Payments,-264913000.0,-388964000.0,-457946000.0,-211196000.0,
Net Issuance Payments Of Debt,14727000.0,-250374000.0,429586000.0,327168000.0,
Net Short Term Debt Issuance,26049000.0,-245633000.0,869030000.0,41759000.0,
Net Long Term Debt Issuance,-11322000.0,-4741000.0,-439444000.0,285409000.0,
Long Term Debt Payments,-755414000.0,-4741000.0,-439444000.0,-704467000.0,
Long Term Debt Issuance,744092000.0,0.0,0.0,989876000.0,
Investing Cash Flow,-1198676000.0,-787376000.0,-2222828000.0,-531280000.0,
Cash Flow From Continuing Investing Activities,-1198676000.0,-787376000.0,-2222828000.0,-531280000.0,
Net Other Investing Changes,-4934000.0,7639000.0,2539000.0,-2443000.0,
Net Business Purchase And Sale,-422633000.0,-275534000.0,-1729490000.0,-87211000.0,
Sale Of Business,,,,0.0,0.0
Purchase Of Business,-422633000.0,-275534000.0,-1729490000.0,-87211000.0,
Net PPE Purchase And Sale,,,,1107000.0,28131000.0
Sale Of PPE,,,,1107000.0,28131000.0
Capital Expenditure Reported,-771109000.0,-519481000.0,-495877000.0,-441626000.0,
Operating Cash Flow,2323190000.0,2327837000.0,2082884000.0,1699657000.0,
Cash Flow From Continuing Operating Activities,2323190000.0,2327837000.0,2082884000.0,1699657000.0,
Change In Working Capital,-341856000.0,-29376000.0,46306000.0,-191648000.0,
Change In Other Working Capital,-77932000.0,-11225000.0,20822000.0,-11998000.0,
Change In Payables And Accrued Expense,17753000.0,221484000.0,10050000.0,25312000.0,
Change In Payable,17753000.0,221484000.0,10050000.0,25312000.0,
Change In Account Payable,50234000.0,216479000.0,39732000.0,41470000.0,
Change In Tax Payable,-32481000.0,5005000.0,-29682000.0,-16158000.0,
Change In Income Tax Payable,-32481000.0,5005000.0,-29682000.0,-16158000.0,
Change In Prepaid Assets,-22444000.0,-14507000.0,8619000.0,2493000.0,
Change In Inventory,-157153000.0,-186963000.0,21457000.0,-151918000.0,
Change In Receivables,-102080000.0,-38165000.0,-14642000.0,-55537000.0,
Changes In Account Receivables,-102080000.0,-38165000.0,-14642000.0,-55537000.0,
Other Non Cash Items,75706000.0,42271000.0,44916000.0,101799000.0,
Stock Based Compensation,81021000.0,65991000.0,66711000.0,57584000.0,
Asset Impairment Charge,210484000.0,188286000.0,113756000.0,134722000.0,
Deferred Tax,16233000.0,36889000.0,13374000.0,26880000.0,
Deferred Income Tax,16233000.0,36889000.0,13374000.0,26880000.0,
Depreciation Amortization Depletion,419815000.0,378959000.0,315002000.0,294907000.0,
Depreciation And Amortization,419815000.0,378959000.0,315002000.0,294907000.0,
Net Income From Continuing Operations,1861787000.0,1644817000.0,1482819000.0,1275413000.0,
