,2023-09-30,2022-09-30,2021-09-30,2020-09-30
Free Cash Flow,1682000000.0,1394000000.0,1935000000.0,1776000000.0
Repurchase Of Capital Stock,-625000000.0,-1441000000.0,-1307000000.0,-2204000000.0
Repayment Of Debt,-1555000000.0,-184000000.0,-744000000.0,-1386000000.0
Issuance Of Debt,1173000000.0,1771000000.0,734000000.0,1804000000.0
Capital Expenditure,-539000000.0,-592000000.0,-552000000.0,-443000000.0
End Cash Position,835000000.0,2031000000.0,1336000000.0,1951000000.0
Other Cash Adjustment Outside Changein Cash,-89000000.0,-35000000.0,-6000000.0,-9000000.0
Beginning Cash Position,2066000000.0,1342000000.0,1960000000.0,2821000000.0
Effect Of Exchange Rate Changes,-5000000.0,-53000000.0,116000000.0,115000000.0
Changes In Cash,-1137000000.0,777000000.0,-734000000.0,-976000000.0
Other Cash Adjustment Inside Changein Cash,,,0.0,0.0
Financing Cash Flow,-2174000000.0,-516000000.0,-2131000000.0,-2937000000.0
Cash From Discontinued Financing Activities,,0.0,0.0,-113000000.0
Cash Flow From Continuing Financing Activities,-2174000000.0,-516000000.0,-2131000000.0,-2824000000.0
Net Other Financing Charges,-178000000.0,-142000000.0,-212000000.0,-290000000.0
Proceeds From Stock Option Exercised,42000000.0,17000000.0,178000000.0,75000000.0
Cash Dividends Paid,-980000000.0,-916000000.0,-762000000.0,-790000000.0
Common Stock Dividend Paid,-980000000.0,-916000000.0,-762000000.0,-790000000.0
Net Common Stock Issuance,-625000000.0,-1441000000.0,-1307000000.0,-2204000000.0
Common Stock Payments,-625000000.0,-1441000000.0,-1307000000.0,-2204000000.0
Net Issuance Payments Of Debt,-433000000.0,1966000000.0,-28000000.0,385000000.0
Net Short Term Debt Issuance,-51000000.0,379000000.0,-18000000.0,-33000000.0
Short Term Debt Payments,,,-17000000.0,-33000000.0
Net Long Term Debt Issuance,-382000000.0,1587000000.0,-10000000.0,418000000.0
Long Term Debt Payments,-1555000000.0,-184000000.0,-744000000.0,-1386000000.0
Long Term Debt Issuance,1173000000.0,1771000000.0,734000000.0,1804000000.0
Investing Cash Flow,-1184000000.0,-693000000.0,-1090000000.0,-258000000.0
Cash From Discontinued Investing Activities,,,0.0,0.0
Cash Flow From Continuing Investing Activities,-1184000000.0,-693000000.0,-1090000000.0,-258000000.0
Net Other Investing Changes,49000000.0,41000000.0,63000000.0,
Net Investment Purchase And Sale,,,43000000.0,0.0
Sale Of Investment,,,43000000.0,0.0
Net Business Purchase And Sale,-726000000.0,-269000000.0,-725000000.0,58000000.0
Sale Of Business,,16000000.0,19000000.0,135000000.0
Purchase Of Business,-726000000.0,-269000000.0,-725000000.0,-77000000.0
Net PPE Purchase And Sale,32000000.0,127000000.0,124000000.0,127000000.0
Sale Of PPE,32000000.0,127000000.0,124000000.0,127000000.0
Capital Expenditure Reported,-539000000.0,-592000000.0,-552000000.0,-443000000.0
Operating Cash Flow,2221000000.0,1986000000.0,2487000000.0,2219000000.0
Cash From Discontinued Operating Activities,0.0,-4000000.0,-64000000.0,-260000000.0
Cash Flow From Continuing Operating Activities,2221000000.0,1990000000.0,2551000000.0,2479000000.0
Change In Working Capital,-705000000.0,-739000000.0,571000000.0,812000000.0
Change In Other Working Capital,59000000.0,-7000000.0,-44000000.0,-29000000.0
Change In Other Current Assets,-216000000.0,-362000000.0,-164000000.0,-52000000.0
Change In Payables And Accrued Expense,-299000000.0,830000000.0,1141000000.0,314000000.0
Change In Payable,-299000000.0,830000000.0,1141000000.0,314000000.0
Change In Account Payable,-222000000.0,1270000000.0,813000000.0,-717000000.0
Change In Tax Payable,-77000000.0,-440000000.0,328000000.0,1031000000.0
Change In Income Tax Payable,-77000000.0,-440000000.0,328000000.0,1031000000.0
Change In Inventory,-81000000.0,-773000000.0,-219000000.0,45000000.0
Change In Receivables,-168000000.0,-427000000.0,-143000000.0,534000000.0
Changes In Account Receivables,-168000000.0,-427000000.0,-143000000.0,534000000.0
Other Non Cash Items,647000000.0,401000000.0,-55000000.0,431000000.0
Stock Based Compensation,111000000.0,102000000.0,76000000.0,74000000.0
Deferred Tax,-676000000.0,-141000000.0,36000000.0,-537000000.0
Deferred Income Tax,-676000000.0,-141000000.0,36000000.0,-537000000.0
Depreciation Amortization Depletion,848000000.0,830000000.0,845000000.0,822000000.0
Depreciation And Amortization,848000000.0,830000000.0,845000000.0,822000000.0
Operating Gains Losses,-37000000.0,-186000000.0,-668000000.0,82000000.0
Pension And Employee Benefit Expense,61000000.0,-216000000.0,-551000000.0,118000000.0
Earnings Losses From Equity Investments,-98000000.0,30000000.0,-117000000.0,-36000000.0
Gain Loss On Sale Of Business,,,,0.0
Net Income From Continuing Operations,2033000000.0,1723000000.0,1746000000.0,795000000.0
