,2023-12-31,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Free Cash Flow,586379000.0,698374000.0,299520000.0,195776000.0,
Repurchase Of Capital Stock,-409998000.0,0.0,-500000000.0,0.0,
Repayment Of Debt,0.0,0.0,-291941000.0,-43303000.0,
Issuance Of Debt,0.0,0.0,1188439000.0,312420000.0,
Issuance Of Capital Stock,,,,0.0,0.0
Capital Expenditure,-110401000.0,-46443000.0,-52508000.0,-20558000.0,
Interest Paid Supplemental Data,455000.0,455000.0,733000.0,1875000.0,
Income Tax Paid Supplemental Data,74706000.0,33168000.0,4823000.0,3452000.0,
End Cash Position,288748000.0,473244000.0,119316000.0,679379000.0,
Beginning Cash Position,473244000.0,119316000.0,679379000.0,296109000.0,
Effect Of Exchange Rate Changes,1853000.0,-1857000.0,-1955000.0,826000.0,
Changes In Cash,-186349000.0,355785000.0,-558108000.0,382444000.0,
Financing Cash Flow,-516774000.0,-17126000.0,309411000.0,191678000.0,
Cash Flow From Continuing Financing Activities,-516774000.0,-17126000.0,309411000.0,191678000.0,
Net Other Financing Charges,-120646000.0,-27496000.0,-315371000.0,-157386000.0,
Proceeds From Stock Option Exercised,13870000.0,10370000.0,228284000.0,79947000.0,
Net Common Stock Issuance,-409998000.0,0.0,-500000000.0,0.0,
Common Stock Payments,-409998000.0,0.0,-500000000.0,0.0,
Common Stock Issuance,,,,0.0,0.0
Net Issuance Payments Of Debt,0.0,0.0,896498000.0,269117000.0,
Net Short Term Debt Issuance,,,,,0.0
Short Term Debt Payments,,,,,0.0
Net Long Term Debt Issuance,0.0,0.0,896498000.0,269117000.0,
Long Term Debt Payments,0.0,0.0,-291941000.0,-43303000.0,
Long Term Debt Issuance,0.0,0.0,1188439000.0,312420000.0,
Investing Cash Flow,-366355000.0,-371906000.0,-1219547000.0,-25568000.0,
Cash Flow From Continuing Investing Activities,-366355000.0,-371906000.0,-1219547000.0,-25568000.0,
Net Investment Purchase And Sale,-240954000.0,-247301000.0,-873387000.0,0.0,
Sale Of Investment,1840477000.0,660129000.0,61569000.0,0.0,
Purchase Of Investment,-2081431000.0,-907430000.0,-934956000.0,0.0,
Net Business Purchase And Sale,-15000000.0,-78162000.0,-293652000.0,-5010000.0,
Purchase Of Business,-15000000.0,-78162000.0,-293652000.0,-5010000.0,
Net Intangibles Purchase And Sale,0.0,0.0,-250000.0,0.0,
Purchase Of Intangibles,0.0,0.0,-250000.0,0.0,
Net PPE Purchase And Sale,-110401000.0,-46443000.0,-52258000.0,-20558000.0,
Purchase Of PPE,-110401000.0,-46443000.0,-52258000.0,-20558000.0,
Operating Cash Flow,696780000.0,744817000.0,352028000.0,216334000.0,
Cash Flow From Continuing Operating Activities,696780000.0,744817000.0,352028000.0,216334000.0,
Change In Working Capital,17130000.0,62126000.0,15063000.0,-24653000.0,
Change In Other Working Capital,117780000.0,122189000.0,78167000.0,-10498000.0,
Change In Other Current Liabilities,57641000.0,57773000.0,27016000.0,8815000.0,
Change In Payables And Accrued Expense,-22149000.0,133416000.0,117183000.0,35695000.0,
Change In Accrued Expense,,,,,5804000.0
Change In Payable,,,117183000.0,35695000.0,22200000.0
Change In Account Payable,,,117183000.0,35695000.0,22200000.0
Change In Prepaid Assets,-59777000.0,-68423000.0,-26885000.0,-14636000.0,
Change In Inventory,-63887000.0,-75273000.0,-29258000.0,-9708000.0,
Change In Receivables,-12478000.0,-107556000.0,-151160000.0,-34321000.0,
Changes In Account Receivables,-12478000.0,-107556000.0,-151160000.0,-34321000.0,
Other Non Cash Items,8380000.0,8167000.0,28669000.0,15693000.0,
Stock Based Compensation,212857000.0,216802000.0,114286000.0,42503000.0,
Unrealized Gain Loss On Investment Securities,-8078000.0,-735000.0,-3042000.0,0.0,
Provisionand Write Offof Assets,1153000.0,119000.0,477000.0,425000.0,
Asset Impairment Charge,10603000.0,1200000.0,0.0,0.0,
Amortization Of Securities,-15561000.0,-2632000.0,1593000.0,,
Deferred Tax,-43348000.0,3633000.0,-31241000.0,-17117000.0,
Deferred Income Tax,-43348000.0,3633000.0,-31241000.0,-17117000.0,
Depreciation Amortization Depletion,74708000.0,58775000.0,30846000.0,18103000.0,
Depreciation And Amortization,74708000.0,58775000.0,30846000.0,18103000.0,
Operating Gains Losses,,,49928000.0,47385000.0,2152000.0
Gain Loss On Investment Securities,,,-6569000.0,44348000.0,
Net Income From Continuing Operations,438936000.0,397362000.0,145449000.0,133995000.0,
