,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Free Cash Flow,4687000000.0,4127000000.0,5382000000.0,6397000000.0
Repurchase Of Capital Stock,-3811000000.0,-7000000000.0,-8215000000.0,-441000000.0
Repayment Of Debt,-909000000.0,-2830000000.0,-3869000000.0,-3437000000.0
Issuance Of Debt,3224000000.0,5997000000.0,4344000000.0,2700000000.0
Capital Expenditure,-4744000000.0,-4395000000.0,-3577000000.0,-2835000000.0
Interest Paid Supplemental Data,1892000000.0,1662000000.0,1502000000.0,1607000000.0
Income Tax Paid Supplemental Data,1386000000.0,1175000000.0,2182000000.0,1002000000.0
End Cash Position,935000000.0,908000000.0,1451000000.0,1793000000.0
Beginning Cash Position,908000000.0,1451000000.0,1793000000.0,621000000.0
Effect Of Exchange Rate Changes,7000000.0,-20000000.0,-3000000.0,10000000.0
Changes In Cash,20000000.0,-523000000.0,-339000000.0,1162000000.0
Financing Cash Flow,-4094000000.0,-5656000000.0,-6655000000.0,-4677000000.0
Cash Flow From Continuing Financing Activities,-4094000000.0,-5656000000.0,-6655000000.0,-4677000000.0
Net Other Financing Charges,-917000000.0,-1290000000.0,-1071000000.0,-866000000.0
Cash Dividends Paid,-661000000.0,-653000000.0,-624000000.0,-153000000.0
Common Stock Dividend Paid,-661000000.0,-653000000.0,-624000000.0,-153000000.0
Net Common Stock Issuance,-3811000000.0,-7000000000.0,-8215000000.0,-441000000.0
Common Stock Payments,-3811000000.0,-7000000000.0,-8215000000.0,-441000000.0
Net Issuance Payments Of Debt,1295000000.0,3287000000.0,3255000000.0,-3217000000.0
Net Short Term Debt Issuance,-1020000000.0,120000000.0,2780000000.0,-2480000000.0
Net Long Term Debt Issuance,2315000000.0,3167000000.0,475000000.0,-737000000.0
Long Term Debt Payments,-909000000.0,-2830000000.0,-3869000000.0,-3437000000.0
Long Term Debt Issuance,3224000000.0,5997000000.0,4344000000.0,2700000000.0
Investing Cash Flow,-5317000000.0,-3389000000.0,-2643000000.0,-3393000000.0
Cash Flow From Continuing Investing Activities,-5317000000.0,-3389000000.0,-2643000000.0,-3393000000.0
Net Other Investing Changes,-19000000.0,-21000000.0,-4000000.0,-38000000.0
Net Investment Purchase And Sale,-112000000.0,14000000.0,-117000000.0,-20000000.0
Net Business Purchase And Sale,-442000000.0,1013000000.0,1055000000.0,-500000000.0
Sale Of Business,193000000.0,1237000000.0,2160000000.0,68000000.0
Purchase Of Business,-635000000.0,-224000000.0,-1105000000.0,-568000000.0
Net PPE Purchase And Sale,-4744000000.0,-4395000000.0,-3577000000.0,-2835000000.0
Purchase Of PPE,-4744000000.0,-4395000000.0,-3577000000.0,-2835000000.0
Operating Cash Flow,9431000000.0,8522000000.0,8959000000.0,9232000000.0
Cash Flow From Continuing Operating Activities,9431000000.0,8522000000.0,8959000000.0,9232000000.0
Change In Working Capital,-457000000.0,-1152000000.0,-503000000.0,1278000000.0
Change In Payables And Accrued Expense,604000000.0,-296000000.0,999000000.0,1255000000.0
Change In Inventory,-126000000.0,-59000000.0,-540000000.0,-304000000.0
Change In Receivables,-935000000.0,-797000000.0,-962000000.0,327000000.0
Changes In Account Receivables,-935000000.0,-797000000.0,-962000000.0,327000000.0
Other Non Cash Items,224000000.0,182000000.0,126000000.0,141000000.0
Stock Based Compensation,262000000.0,341000000.0,440000000.0,362000000.0
Deferred Tax,229000000.0,571000000.0,-70000000.0,41000000.0
Deferred Income Tax,229000000.0,571000000.0,-70000000.0,41000000.0
Depreciation Amortization Depletion,3077000000.0,2969000000.0,2853000000.0,2721000000.0
Depreciation And Amortization,3077000000.0,2969000000.0,2853000000.0,2721000000.0
Operating Gains Losses,5000000.0,-1223000000.0,-1608000000.0,302000000.0
Gain Loss On Sale Of PPE,5000000.0,-1301000000.0,-1620000000.0,7000000.0
Net Income From Continuing Operations,6091000000.0,6834000000.0,7721000000.0,4387000000.0
