,2023-12-31,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Free Cash Flow,3137510000.0,3116580000.0,3109467000.0,1842579000.0,
Repurchase Of Capital Stock,-518288000.0,-515905000.0,-341887000.0,-169549000.0,
Repayment Of Debt,-2658525000.0,-3721864000.0,-10076809000.0,-12955275000.0,
Issuance Of Debt,3629840000.0,3449403000.0,9251217000.0,15234860000.0,
Issuance Of Capital Stock,0.0,0.0,338121000.0,1556148000.0,
Capital Expenditure,-793283000.0,-650024000.0,-527935000.0,-484119000.0,
End Cash Position,1168991000.0,621628000.0,533936000.0,1011613000.0,
Beginning Cash Position,621628000.0,533936000.0,1011613000.0,669373000.0,
Changes In Cash,547363000.0,87692000.0,-477677000.0,342240000.0,
Financing Cash Flow,-2020249000.0,-3052348000.0,-3562315000.0,1993940000.0,
Cash Flow From Continuing Financing Activities,-2020249000.0,-3052348000.0,-3562315000.0,1993940000.0,
Net Other Financing Charges,-32143000.0,1940000.0,-379278000.0,-8051000.0,
Cash Dividends Paid,-2441133000.0,-2265922000.0,-2353679000.0,-1664193000.0,
Preferred Stock Dividend Paid,-2441133000.0,-2265922000.0,-2353679000.0,-1445098000.0,
Common Stock Dividend Paid,,-326550000.0,-337021000.0,-219095000.0,-388542000.0
Net Common Stock Issuance,-518288000.0,-515905000.0,-3766000.0,1386599000.0,
Common Stock Payments,-518288000.0,-515905000.0,-341887000.0,-169549000.0,
Common Stock Issuance,0.0,0.0,338121000.0,1556148000.0,
Net Issuance Payments Of Debt,971315000.0,-272461000.0,-825592000.0,2279585000.0,
Net Long Term Debt Issuance,971315000.0,-272461000.0,-825592000.0,2279585000.0,
Long Term Debt Payments,-2658525000.0,-3721864000.0,-10076809000.0,-12955275000.0,
Long Term Debt Issuance,3629840000.0,3449403000.0,9251217000.0,15234860000.0,
Investing Cash Flow,-1363181000.0,-626564000.0,-552764000.0,-3978398000.0,
Cash Flow From Continuing Investing Activities,-1363181000.0,-626564000.0,-552764000.0,-3978398000.0,
Net Other Investing Changes,8365000.0,9172000.0,8379000.0,56380000.0,
Dividends Received Cfi,299140000.0,472510000.0,243279000.0,250358000.0,
Net Investment Purchase And Sale,-727613000.0,-40054000.0,31899000.0,-2955000.0,
Sale Of Investment,304129000.0,26086000.0,65504000.0,30000000.0,
Purchase Of Investment,-1031742000.0,-66140000.0,-33605000.0,-32955000.0,
Net Investment Properties Purchase And Sale,0.0,20988000.0,5595000.0,0.0,
Net Business Purchase And Sale,-149790000.0,-439156000.0,-313981000.0,-3798062000.0,
Purchase Of Business,-149790000.0,-439156000.0,-313981000.0,-3798062000.0,
Capital Expenditure Reported,-793283000.0,-650024000.0,-527935000.0,-484119000.0,
Operating Cash Flow,3930793000.0,3766604000.0,3637402000.0,2326698000.0,
Cash Flow From Continuing Operating Activities,3930793000.0,3766604000.0,3637402000.0,2326698000.0,
Dividend Received Cfo,458709000.0,561583000.0,436881000.0,184733000.0,
Change In Working Capital,258134000.0,148886000.0,391728000.0,-425022000.0,
Change In Other Working Capital,24423000.0,-104567000.0,-77592000.0,-28191000.0,
Change In Payables And Accrued Expense,245513000.0,190103000.0,203968000.0,19080000.0,
Change In Payable,245513000.0,190103000.0,203968000.0,19080000.0,
Change In Account Payable,245513000.0,190103000.0,203968000.0,19080000.0,
Change In Receivables,-11802000.0,63350000.0,265352000.0,-415911000.0,
Other Non Cash Items,9866000.0,25234000.0,22619000.0,134910000.0,
Unrealized Gain Loss On Investment Securities,-11892000.0,61204000.0,8095000.0,19632000.0,
Depreciation Amortization Depletion,1333584000.0,1292113000.0,1325895000.0,1354991000.0,
Depreciation And Amortization,1333584000.0,1292113000.0,1325895000.0,1354991000.0,
Operating Gains Losses,-734626000.0,-774801000.0,-1116523000.0,-219870000.0,
Earnings Losses From Equity Investments,-375663000.0,-647977000.0,-782837000.0,-219870000.0,
Net Foreign Currency Exchange Gain Loss,,,-178672000.0,0.0,0.0
Gain Loss On Sale Of Business,-358963000.0,-126824000.0,-385527000.0,,
Net Income From Continuing Operations,2617018000.0,2452385000.0,2568707000.0,1277324000.0,
