,2023-10-31,2022-10-31,2021-10-31,2020-10-31
Free Cash Flow,2962000000.0,3672000000.0,5827000000.0,3736000000.0
Repurchase Of Capital Stock,-100000000.0,-4297000000.0,-6249000000.0,-3107000000.0
Repayment Of Debt,-1710000000.0,-1093000000.0,-1245000000.0,-1849000000.0
Issuance Of Debt,255000000.0,4175000000.0,2521000000.0,3108000000.0
Capital Expenditure,-609000000.0,-791000000.0,-582000000.0,-580000000.0
Interest Paid Supplemental Data,548000000.0,305000000.0,261000000.0,227000000.0
Income Tax Paid Supplemental Data,398000000.0,749000000.0,1548000000.0,464000000.0
End Cash Position,3232000000.0,3145000000.0,4299000000.0,4864000000.0
Beginning Cash Position,3145000000.0,4299000000.0,4864000000.0,4537000000.0
Changes In Cash,87000000.0,-1154000000.0,-565000000.0,327000000.0
Financing Cash Flow,-2894000000.0,-2068000000.0,-5962000000.0,-2973000000.0
Cash Flow From Continuing Financing Activities,-2894000000.0,-2068000000.0,-5962000000.0,-2973000000.0
Net Other Financing Charges,-203000000.0,279000000.0,,
Proceeds From Stock Option Exercised,-99000000.0,-95000000.0,-51000000.0,-128000000.0
Cash Dividends Paid,-1037000000.0,-1037000000.0,-938000000.0,-997000000.0
Common Stock Dividend Paid,-1037000000.0,-1037000000.0,-938000000.0,-997000000.0
Net Common Stock Issuance,-100000000.0,-4297000000.0,-6249000000.0,-3107000000.0
Common Stock Payments,-100000000.0,-4297000000.0,-6249000000.0,-3107000000.0
Net Issuance Payments Of Debt,-1455000000.0,3082000000.0,1276000000.0,1259000000.0
Net Short Term Debt Issuance,-10000000.0,-400000000.0,400000000.0,0.0
Short Term Debt Payments,-10000000.0,-400000000.0,,0.0
Short Term Debt Issuance,,,400000000.0,27000000.0
Net Long Term Debt Issuance,-1445000000.0,3482000000.0,876000000.0,1259000000.0
Long Term Debt Payments,-1700000000.0,-693000000.0,-1245000000.0,-1849000000.0
Long Term Debt Issuance,255000000.0,4175000000.0,2121000000.0,3108000000.0
Investing Cash Flow,-590000000.0,-3549000000.0,-1012000000.0,-1016000000.0
Cash Flow From Continuing Investing Activities,-590000000.0,-3549000000.0,-1012000000.0,-1016000000.0
Net Other Investing Changes,,14000000.0,148000000.0,-163000000.0
Net Investment Purchase And Sale,10000000.0,-43000000.0,276000000.0,-276000000.0
Sale Of Investment,21000000.0,9000000.0,304000000.0,417000000.0
Purchase Of Investment,-11000000.0,-52000000.0,-28000000.0,-693000000.0
Net Business Purchase And Sale,-7000000.0,-2755000000.0,-854000000.0,0.0
Purchase Of Business,-7000000.0,-2755000000.0,-854000000.0,0.0
Net PPE Purchase And Sale,-593000000.0,-765000000.0,-582000000.0,-577000000.0
Sale Of PPE,16000000.0,26000000.0,0.0,3000000.0
Purchase Of PPE,-609000000.0,-791000000.0,-582000000.0,-580000000.0
Operating Cash Flow,3571000000.0,4463000000.0,6409000000.0,4316000000.0
Cash Flow From Continuing Operating Activities,3571000000.0,4463000000.0,6409000000.0,4316000000.0
Change In Working Capital,-464000000.0,-907000000.0,-1208000000.0,-468000000.0
Change In Other Working Capital,-170000000.0,-1497000000.0,-180000000.0,-638000000.0
Change In Other Current Assets,,,,-152000000.0
Change In Payables And Accrued Expense,-1240000000.0,-909000000.0,1257000000.0,-35000000.0
Change In Accrued Expense,,-245000000.0,-205000000.0,-489000000.0
Change In Payable,-1240000000.0,-909000000.0,1257000000.0,-35000000.0
Change In Account Payable,-1240000000.0,-909000000.0,1257000000.0,-35000000.0
Change In Tax Payable,,,,-147000000.0
Change In Income Tax Payable,,,,-147000000.0
Change In Inventory,668000000.0,214000000.0,-2180000000.0,-370000000.0
Change In Receivables,278000000.0,1285000000.0,-105000000.0,575000000.0
Changes In Account Receivables,278000000.0,1285000000.0,-105000000.0,575000000.0
Other Non Cash Items,407000000.0,538000000.0,580000000.0,645000000.0
Stock Based Compensation,438000000.0,343000000.0,330000000.0,278000000.0
Deferred Tax,-923000000.0,577000000.0,-582000000.0,43000000.0
Deferred Income Tax,-923000000.0,577000000.0,-582000000.0,43000000.0
Depreciation Amortization Depletion,850000000.0,780000000.0,785000000.0,789000000.0
Depreciation And Amortization,850000000.0,780000000.0,785000000.0,789000000.0
Operating Gains Losses,,,-37000000.0,214000000.0
Pension And Employee Benefit Expense,0.0,0.0,-37000000.0,214000000.0
Net Income From Continuing Operations,3263000000.0,3132000000.0,6541000000.0,2815000000.0
