,2023-09-30,2022-09-30,2021-09-30,2020-09-30
Tax Effect Of Unusual Items,119600.0,-6804000.0,-594000.0,-981000.0
Tax Rate For Calcs,0.26,0.21,0.27,0.03
Normalized EBITDA,598685000.0,605806000.0,566967000.0,363338000.0
Total Unusual Items,460000.0,-32400000.0,-2200000.0,-32700000.0
Total Unusual Items Excluding Goodwill,460000.0,-32400000.0,-2200000.0,-32700000.0
Net Income From Continuing Operation Net Minority Interest,245540000.0,313081000.0,476923000.0,130695000.0
Reconciled Depreciation,137162000.0,122040000.0,122534000.0,119504000.0
Reconciled Cost Of Revenue,343866000.0,298910000.0,277964000.0,243480000.0
EBITDA,599145000.0,573406000.0,564767000.0,330638000.0
EBIT,461983000.0,451366000.0,442233000.0,211134000.0
Net Interest Income,-124017000.0,-51768000.0,-50478000.0,-76428000.0
Interest Expense,129417000.0,54268000.0,50478000.0,76428000.0
Interest Income,5400000.0,2500000.0,1800000.0,3800000.0
Normalized Income,245199600.0,338677000.0,478529000.0,162414000.0
Net Income From Continuing And Discontinued Operation,245540000.0,313081000.0,476923000.0,130695000.0
Total Expenses,1639039000.0,1454851000.0,1424200000.0,1214836000.0
Total Operating Income As Reported,458474000.0,447362000.0,380748000.0,210863000.0
Diluted Average Shares,119334000.0,118233000.0,118367000.0,116267000.0
Basic Average Shares,118341000.0,117194000.0,116836000.0,115663000.0
Diluted EPS,2.06,2.65,4.03,1.12
Basic EPS,2.07,2.67,4.08,1.13
Diluted NI Availto Com Stockholders,245540000.0,313081000.0,476923000.0,130695000.0
Net Income Common Stockholders,245540000.0,313081000.0,476923000.0,130695000.0
Net Income,245540000.0,313081000.0,476923000.0,130695000.0
Net Income Including Noncontrolling Interests,245540000.0,313081000.0,476923000.0,130695000.0
Net Income Continuous Operations,245540000.0,313081000.0,476923000.0,130695000.0
Tax Provision,87026000.0,84017000.0,-85168000.0,4011000.0
Pretax Income,332566000.0,397098000.0,391755000.0,134706000.0
Other Income Expense,-1440000.0,-29600000.0,59285000.0,-32429000.0
Other Non Operating Income Expenses,-1900000.0,2800000.0,61485000.0,271000.0
Special Income Charges,460000.0,-32400000.0,-2200000.0,-32700000.0
Impairment Of Capital Assets,,,100000.0,5600000.0
Restructuring And Mergern Acquisition,-460000.0,32400000.0,2100000.0,27100000.0
Net Non Operating Interest Income Expense,-124017000.0,-51768000.0,-50478000.0,-76428000.0
Interest Expense Non Operating,129417000.0,54268000.0,50478000.0,76428000.0
Interest Income Non Operating,5400000.0,2500000.0,1800000.0,3800000.0
Operating Income,458014000.0,478496000.0,382959000.0,243579000.0
Operating Expense,1198033000.0,1068871000.0,1053098000.0,880565000.0
Depreciation Amortization Depletion Income Statement,40022000.0,34970000.0,29396000.0,28713000.0
Depreciation And Amortization In Income Statement,40022000.0,34970000.0,29396000.0,28713000.0
Amortization,40022000.0,34970000.0,29396000.0,28713000.0
Amortization Of Intangibles Income Statement,40022000.0,34970000.0,29396000.0,28713000.0
Research And Development,394370000.0,338822000.0,299917000.0,256575000.0
Selling General And Administration,763641000.0,695079000.0,723785000.0,595277000.0
Selling And Marketing Expense,530125000.0,485247000.0,517779000.0,435451000.0
General And Administrative Expense,233516000.0,209832000.0,206006000.0,159826000.0
Other Gand A,233516000.0,209832000.0,206006000.0,159826000.0
Gross Profit,1656047000.0,1547367000.0,1436057000.0,1124144000.0
Cost Of Revenue,441006000.0,385980000.0,371102000.0,334271000.0
Total Revenue,2097053000.0,1933347000.0,1807159000.0,1458415000.0
Operating Revenue,2097053000.0,1933347000.0,1807159000.0,1458415000.0
