,2023-12-31,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Tax Effect Of Unusual Items,-8148000.0,-2442000.0,-620759.837178,-24840000.0,
Tax Rate For Calcs,0.194,0.111,0.003392,0.27,
Normalized EBITDA,3901000000.0,428000000.0,427000000.0,-209000000.0,
Total Unusual Items,-42000000.0,-22000000.0,-183000000.0,-92000000.0,
Total Unusual Items Excluding Goodwill,-42000000.0,-22000000.0,-183000000.0,-92000000.0,
Net Income From Continuing Operation Net Minority Interest,1221000000.0,-1066000000.0,-1154000000.0,-1442000000.0,
Reconciled Depreciation,1266000000.0,1091000000.0,1097000000.0,1052000000.0,
Reconciled Cost Of Revenue,5205000000.0,2460000000.0,2626000000.0,2119000000.0,
EBITDA,3859000000.0,406000000.0,244000000.0,-301000000.0,
EBIT,2593000000.0,-685000000.0,-853000000.0,-1353000000.0,
Net Interest Income,-530000000.0,-586000000.0,-617000000.0,-502000000.0,
Interest Expense,818000000.0,702000000.0,621000000.0,523000000.0,
Interest Income,288000000.0,116000000.0,4000000.0,21000000.0,
Normalized Income,1254852000.0,-1046442000.0,-971620759.837178,-1374840000.0,
Net Income From Continuing And Discontinued Operation,1221000000.0,1832000000.0,-961000000.0,-1685000000.0,
Total Expenses,8017000000.0,4880000000.0,4877000000.0,4241000000.0,
Total Operating Income As Reported,2313000000.0,-792000000.0,-689000000.0,-1393000000.0,
Diluted Average Shares,765000000.0,764000000.0,764000000.0,764000000.0,
Basic Average Shares,763000000.0,764000000.0,764000000.0,764000000.0,
Diluted EPS,1.6,2.4,-1.26,-2.21,
Basic EPS,1.6,2.4,-1.26,-2.21,
Diluted NI Availto Com Stockholders,1221000000.0,1832000000.0,-961000000.0,-1685000000.0,
Net Income Common Stockholders,1221000000.0,1832000000.0,-961000000.0,-1685000000.0,
Net Income,1221000000.0,1832000000.0,-961000000.0,-1685000000.0,
Minority Interests,-210000000.0,475000000.0,315000000.0,458000000.0,
Net Income Including Noncontrolling Interests,1431000000.0,1357000000.0,-1276000000.0,-2143000000.0,
Net Income Discontinuous Operations,0.0,2898000000.0,193000000.0,-243000000.0,
Net Income Continuous Operations,1431000000.0,-1541000000.0,-1469000000.0,-1900000000.0,
Tax Provision,344000000.0,154000000.0,-5000000.0,24000000.0,
Pretax Income,1775000000.0,-1387000000.0,-1474000000.0,-1876000000.0,
Other Income Expense,-50000000.0,-31000000.0,-214000000.0,-73000000.0,
Other Non Operating Income Expenses,-8000000.0,-9000000.0,-31000000.0,19000000.0,
Special Income Charges,-42000000.0,-22000000.0,-183000000.0,-92000000.0,
Gain On Sale Of Ppe,-27000000.0,-9000000.0,-27000000.0,-73000000.0,
Gain On Sale Of Business,,,0.0,0.0,556000000.0
Other Special Charges,15000000.0,13000000.0,156000000.0,19000000.0,
Net Non Operating Interest Income Expense,-530000000.0,-586000000.0,-617000000.0,-502000000.0,
Interest Expense Non Operating,818000000.0,702000000.0,621000000.0,523000000.0,
Interest Income Non Operating,288000000.0,116000000.0,4000000.0,21000000.0,
Operating Income,2355000000.0,-770000000.0,-643000000.0,-1301000000.0,
Operating Expense,2812000000.0,2420000000.0,2251000000.0,2122000000.0,
Other Operating Expenses,230000000.0,235000000.0,211000000.0,168000000.0,
Provision For Doubtful Accounts,4000000.0,15000000.0,3000000.0,86000000.0,
Depreciation Amortization Depletion Income Statement,1266000000.0,1091000000.0,1097000000.0,1052000000.0,
Depreciation And Amortization In Income Statement,1266000000.0,1091000000.0,1097000000.0,1052000000.0,
Depreciation Income Statement,1266000000.0,1091000000.0,1097000000.0,1052000000.0,
Research And Development,205000000.0,143000000.0,109000000.0,18000000.0,
Selling General And Administration,1107000000.0,936000000.0,831000000.0,798000000.0,
General And Administrative Expense,1107000000.0,936000000.0,831000000.0,798000000.0,
Other Gand A,1107000000.0,936000000.0,831000000.0,798000000.0,
Gross Profit,5167000000.0,1650000000.0,1608000000.0,821000000.0,
Cost Of Revenue,5205000000.0,2460000000.0,2626000000.0,2119000000.0,
Total Revenue,10372000000.0,4110000000.0,4234000000.0,2940000000.0,
Operating Revenue,10372000000.0,4110000000.0,4234000000.0,2940000000.0,
