,2023-12-31,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Tax Effect Of Unusual Items,-50128000.0,-106872000.0,8100000.0,-341162000.0,
Tax Rate For Calcs,0.208,0.244,0.27,0.086,
Normalized EBITDA,5180000000.0,3980000000.0,2655000000.0,2348000000.0,
Total Unusual Items,-241000000.0,-438000000.0,30000000.0,-3967000000.0,
Total Unusual Items Excluding Goodwill,-241000000.0,-438000000.0,30000000.0,-3967000000.0,
Net Income From Continuing Operation Net Minority Interest,2638000000.0,1572000000.0,1457000000.0,-2945000000.0,
Reconciled Depreciation,998000000.0,940000000.0,904000000.0,1058000000.0,
Reconciled Cost Of Revenue,18658000000.0,16044000000.0,12411000000.0,11842000000.0,
EBITDA,4939000000.0,3542000000.0,2685000000.0,-1619000000.0,
EBIT,3941000000.0,2602000000.0,1781000000.0,-2677000000.0,
Net Interest Income,-497000000.0,-463000000.0,-520000000.0,-505000000.0,
Interest Expense,578000000.0,492000000.0,529000000.0,543000000.0,
Interest Income,81000000.0,29000000.0,9000000.0,38000000.0,
Normalized Income,2828872000.0,1903128000.0,1435100000.0,680838000.0,
Net Income From Continuing And Discontinued Operation,2638000000.0,1572000000.0,1457000000.0,-2945000000.0,
Total Expenses,18833000000.0,17224000000.0,13519000000.0,13082000000.0,
Total Operating Income As Reported,4083000000.0,2707000000.0,1800000000.0,-2436000000.0,
Diluted Average Shares,902000000.0,908000000.0,892000000.0,881000000.0,
Basic Average Shares,899000000.0,904000000.0,892000000.0,881000000.0,
Diluted EPS,2.92,1.74,1.63,-3.34,
Basic EPS,2.93,1.74,1.63,-3.34,
Diluted NI Availto Com Stockholders,2638000000.0,1572000000.0,1457000000.0,-2945000000.0,
Net Income Common Stockholders,2638000000.0,1572000000.0,1457000000.0,-2945000000.0,
Net Income,2638000000.0,1572000000.0,1457000000.0,-2945000000.0,
Minority Interests,-24000000.0,-23000000.0,-11000000.0,-3000000.0,
Net Income Including Noncontrolling Interests,2662000000.0,1595000000.0,1468000000.0,-2942000000.0,
Net Income Discontinuous Operations,,,,,0.0
Net Income Continuous Operations,2662000000.0,1595000000.0,1468000000.0,-2942000000.0,
Tax Provision,701000000.0,515000000.0,-216000000.0,-278000000.0,
Pretax Income,3363000000.0,2110000000.0,1252000000.0,-3220000000.0,
Other Income Expense,-325000000.0,-500000000.0,-4000000.0,-4078000000.0,
Other Non Operating Income Expenses,-84000000.0,-62000000.0,-34000000.0,-111000000.0,
Special Income Charges,0.0,-408000000.0,-50000000.0,-3967000000.0,
Other Special Charges,,42000000.0,,168000000.0,
Write Off,0.0,266000000.0,35000000.0,786000000.0,
Impairment Of Capital Assets,,100000000.0,0.0,2629000000.0,1603000000.0
Restructuring And Mergern Acquisition,,0.0,15000000.0,384000000.0,172000000.0
Earnings From Equity Interest,,,0.0,0.0,-154000000.0
Gain On Sale Of Security,-241000000.0,-30000000.0,80000000.0,,
Net Non Operating Interest Income Expense,-497000000.0,-463000000.0,-520000000.0,-505000000.0,
Total Other Finance Cost,,,,,569000000.0
Interest Expense Non Operating,578000000.0,492000000.0,529000000.0,543000000.0,
Interest Income Non Operating,81000000.0,29000000.0,9000000.0,38000000.0,
Operating Income,4185000000.0,3073000000.0,1776000000.0,1363000000.0,
Operating Expense,175000000.0,240000000.0,240000000.0,182000000.0,
Other Operating Expenses,-51000000.0,,,,
Depreciation Amortization Depletion Income Statement,,0.0,36000000.0,0.0,0.0
Depreciation And Amortization In Income Statement,,0.0,36000000.0,0.0,0.0
Depreciation Income Statement,,0.0,36000000.0,0.0,0.0
Selling General And Administration,226000000.0,240000000.0,204000000.0,182000000.0,
General And Administrative Expense,226000000.0,240000000.0,204000000.0,182000000.0,
Other Gand A,226000000.0,240000000.0,204000000.0,182000000.0,
Gross Profit,4360000000.0,3313000000.0,2016000000.0,1545000000.0,
Cost Of Revenue,18658000000.0,16984000000.0,13279000000.0,12900000000.0,
Total Revenue,23018000000.0,20297000000.0,15295000000.0,14445000000.0,
Operating Revenue,23018000000.0,20297000000.0,15295000000.0,14445000000.0,
