,2023-12-31,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Tax Effect Of Unusual Items,-149310000.0,-12426000.0,-6665000.0,-4485000.0,
Tax Rate For Calcs,0.21,0.218,0.215,0.195,
Normalized EBITDA,1657000000.0,1475000000.0,1507000000.0,1268000000.0,
Total Unusual Items,-711000000.0,-57000000.0,-31000000.0,-23000000.0,
Total Unusual Items Excluding Goodwill,-711000000.0,-57000000.0,-31000000.0,-23000000.0,
Net Income From Continuing Operation Net Minority Interest,199000000.0,685000000.0,753000000.0,628000000.0,
Reconciled Depreciation,331000000.0,333000000.0,325000000.0,282000000.0,
Reconciled Cost Of Revenue,13194000000.0,12312000000.0,11723000000.0,10560000000.0,
EBITDA,946000000.0,1418000000.0,1476000000.0,1245000000.0,
EBIT,615000000.0,1085000000.0,1151000000.0,963000000.0,
Net Interest Income,-212000000.0,-199000000.0,-184000000.0,-179000000.0,
Interest Expense,212000000.0,199000000.0,184000000.0,182000000.0,
Interest Income,,,1000000.0,3000000.0,14000000.0
Normalized Income,760690000.0,729574000.0,777335000.0,646515000.0,
Net Income From Continuing And Discontinued Operation,199000000.0,685000000.0,753000000.0,628000000.0,
Total Expenses,14136000000.0,13263000000.0,12574000000.0,11330000000.0,
Total Operating Income As Reported,621000000.0,1088000000.0,1152000000.0,998000000.0,
Diluted Average Shares,138000000.0,138000000.0,143000000.0,144000000.0,
Basic Average Shares,137000000.0,137000000.0,141000000.0,142000000.0,
Diluted EPS,1.44,4.96,5.27,4.36,
Basic EPS,1.45,5.0,5.34,4.42,
Diluted NI Availto Com Stockholders,199000000.0,685000000.0,753000000.0,628000000.0,
Net Income Common Stockholders,199000000.0,685000000.0,753000000.0,628000000.0,
Net Income,199000000.0,685000000.0,753000000.0,628000000.0,
Minority Interests,-9000000.0,-8000000.0,-6000000.0,-1000000.0,
Net Income Including Noncontrolling Interests,208000000.0,693000000.0,759000000.0,629000000.0,
Net Income Continuous Operations,208000000.0,693000000.0,759000000.0,629000000.0,
Tax Provision,195000000.0,193000000.0,208000000.0,152000000.0,
Pretax Income,403000000.0,886000000.0,967000000.0,781000000.0,
Other Income Expense,-687000000.0,-48000000.0,-12000000.0,-7000000.0,
Other Non Operating Income Expenses,-6000000.0,-3000000.0,-1000000.0,2000000.0,
Special Income Charges,-711000000.0,-57000000.0,-31000000.0,-19000000.0,
Gain On Sale Of Business,,0.0,-3000000.0,0.0,88000000.0
Other Special Charges,,,,36000000.0,
Write Off,91000000.0,40000000.0,4000000.0,-56000000.0,
Impairment Of Capital Assets,596000000.0,0.0,0.0,,0.0
Restructuring And Mergern Acquisition,24000000.0,17000000.0,27000000.0,39000000.0,
Earnings From Equity Interest,30000000.0,12000000.0,20000000.0,14000000.0,
Gain On Sale Of Security,,-3000000.0,-1000000.0,-4000000.0,-1000000.0
Net Non Operating Interest Income Expense,-212000000.0,-199000000.0,-184000000.0,-179000000.0,
Interest Expense Non Operating,212000000.0,199000000.0,184000000.0,182000000.0,
Interest Income Non Operating,,,1000000.0,3000000.0,14000000.0
Operating Income,1302000000.0,1133000000.0,1163000000.0,967000000.0,
Operating Expense,942000000.0,951000000.0,851000000.0,770000000.0,
Selling General And Administration,942000000.0,951000000.0,851000000.0,770000000.0,
Gross Profit,2244000000.0,2084000000.0,2014000000.0,1737000000.0,
Cost Of Revenue,13194000000.0,12312000000.0,11723000000.0,10560000000.0,
Total Revenue,15438000000.0,14396000000.0,13737000000.0,12297000000.0,
Operating Revenue,15438000000.0,14396000000.0,13737000000.0,12297000000.0,
