,2023-10-31,2022-10-31,2021-10-31,2020-10-31
Tax Effect Of Unusual Items,-2009000.0,4831600.0,0.0,0.0
Tax Rate For Calcs,0.287,0.188,0.27,0.105441
Normalized EBITDA,892900000.0,853000000.0,823900000.0,590400000.0
Total Unusual Items,-7000000.0,25700000.0,6100000.0,-1200000.0
Total Unusual Items Excluding Goodwill,-7000000.0,25700000.0,6100000.0,-1200000.0
Net Income From Continuing Operation Net Minority Interest,294200000.0,385800000.0,2944700000.0,238400000.0
Reconciled Depreciation,367700000.0,346100000.0,309300000.0,287100000.0
Reconciled Cost Of Revenue,1053800000.0,1002200000.0,803500000.0,746200000.0
EBITDA,885900000.0,878700000.0,823900000.0,590400000.0
EBIT,518200000.0,532600000.0,514600000.0,303300000.0
Net Interest Income,-105300000.0,-57300000.0,-23100000.0,-36800000.0
Interest Expense,105300000.0,57300000.0,23100000.0,36800000.0
Normalized Income,299191000.0,364931600.0,2944700000.0,238400000.0
Net Income From Continuing And Discontinued Operation,294200000.0,385800000.0,2944700000.0,238400000.0
Total Expenses,3060100000.0,2800800000.0,2416700000.0,2119100000.0
Total Operating Income As Reported,533100000.0,507600000.0,505800000.0,311800000.0
Diluted Average Shares,199200000.0,198800000.0,199200000.0,198400000.0
Basic Average Shares,198000000.0,197200000.0,197200000.0,196400000.0
Diluted EPS,1.4775,1.94,14.79,1.2025
Basic EPS,1.485,1.956389,14.932556,1.213849
Diluted NI Availto Com Stockholders,294200000.0,385800000.0,2944700000.0,238400000.0
Net Income Common Stockholders,294200000.0,385800000.0,2944700000.0,238400000.0
Net Income,294200000.0,385800000.0,2944700000.0,238400000.0
Net Income Including Noncontrolling Interests,294200000.0,385800000.0,2944700000.0,238400000.0
Net Income Continuous Operations,294200000.0,385800000.0,2944700000.0,238400000.0
Tax Provision,118700000.0,89500000.0,-2453200000.0,28100000.0
Pretax Income,412900000.0,475300000.0,491500000.0,266500000.0
Other Income Expense,-14900000.0,25000000.0,8800000.0,-8500000.0
Other Non Operating Income Expenses,-7900000.0,-700000.0,8800000.0,-8500000.0
Special Income Charges,,,0.0,0.0
Gain On Sale Of Ppe,,,0.0,0.0
Impairment Of Capital Assets,,,0.0,0.0
Earnings From Equity Interest,,,11600000.0,0.0
Gain On Sale Of Security,-7000000.0,25700000.0,6100000.0,-1200000.0
Net Non Operating Interest Income Expense,-105300000.0,-57300000.0,-23100000.0,-36800000.0
Interest Expense Non Operating,105300000.0,57300000.0,23100000.0,36800000.0
Operating Income,533100000.0,507600000.0,505800000.0,311800000.0
Operating Expense,1824800000.0,1632000000.0,1450000000.0,1223000000.0
Depreciation Amortization Depletion Income Statement,186200000.0,179500000.0,146100000.0,137200000.0
Depreciation And Amortization In Income Statement,186200000.0,179500000.0,146100000.0,137200000.0
Amortization,186200000.0,179500000.0,146100000.0,137200000.0
Amortization Of Intangibles Income Statement,186200000.0,179500000.0,146100000.0,137200000.0
Research And Development,137400000.0,110300000.0,92700000.0,93300000.0
Selling General And Administration,1501200000.0,1342200000.0,1211200000.0,992500000.0
General And Administrative Expense,,,1211200000.0,992500000.0
Other Gand A,,,1211200000.0,992500000.0
Gross Profit,2357900000.0,2139600000.0,1955800000.0,1534800000.0
Cost Of Revenue,1235300000.0,1168800000.0,966700000.0,896100000.0
Total Revenue,3593200000.0,3308400000.0,2922500000.0,2430900000.0
Operating Revenue,3593200000.0,3308400000.0,2922500000.0,2430900000.0
