,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Tax Effect Of Unusual Items,-6219650.0,-1767860.0,-995410.0,-2050620.0
Tax Rate For Calcs,0.19,0.185,0.19,0.195
Normalized EBITDA,1204993000.0,1248563000.0,1105899000.0,896584000.0
Total Unusual Items,-32735000.0,-9556000.0,-5239000.0,-10516000.0
Total Unusual Items Excluding Goodwill,-32735000.0,-9556000.0,-5239000.0,-10516000.0
Net Income From Continuing Operation Net Minority Interest,788778000.0,872502000.0,768985000.0,602739000.0
Reconciled Depreciation,121164000.0,113023000.0,108057000.0,98709000.0
Reconciled Cost Of Revenue,1498072000.0,1564883000.0,1501395000.0,1242102000.0
EBITDA,1172258000.0,1239007000.0,1100660000.0,886068000.0
EBIT,1051094000.0,1125984000.0,992603000.0,787359000.0
Net Interest Income,-77366000.0,-55392000.0,-43242000.0,-38616000.0
Interest Expense,77366000.0,55392000.0,43242000.0,38616000.0
Normalized Income,815293350.0,880290140.0,773228590.0,611204380.0
Net Income From Continuing And Discontinued Operation,788778000.0,872502000.0,768985000.0,602739000.0
Total Expenses,2708626000.0,2793489000.0,2723194000.0,2301134000.0
Diluted Average Shares,21971528.0,22718290.0,23457630.0,24199230.0
Basic Average Shares,21848122.0,22491790.0,23129862.0,23882648.0
Diluted EPS,35.9,38.41,32.78,24.91
Basic EPS,36.1,38.79,33.25,25.24
Diluted NI Availto Com Stockholders,788778000.0,872502000.0,768985000.0,602739000.0
Net Income Common Stockholders,788778000.0,872502000.0,768985000.0,602739000.0
Net Income,788778000.0,872502000.0,768985000.0,602739000.0
Net Income Including Noncontrolling Interests,788778000.0,872502000.0,768985000.0,602739000.0
Net Income Continuous Operations,788778000.0,872502000.0,768985000.0,602739000.0
Tax Provision,184950000.0,198090000.0,180376000.0,146004000.0
Pretax Income,973728000.0,1070592000.0,949361000.0,748743000.0
Other Income Expense,-28589000.0,-236000.0,-2133000.0,3316000.0
Other Non Operating Income Expenses,4146000.0,9320000.0,3106000.0,13832000.0
Special Income Charges,-32735000.0,-9556000.0,-5239000.0,-10516000.0
Restructuring And Mergern Acquisition,32735000.0,9556000.0,5239000.0,10516000.0
Net Non Operating Interest Income Expense,-77366000.0,-55392000.0,-43242000.0,-38616000.0
Interest Expense Non Operating,77366000.0,55392000.0,43242000.0,38616000.0
Operating Income,1079683000.0,1126220000.0,994736000.0,784043000.0
Operating Expense,1161603000.0,1181822000.0,1176817000.0,1016988000.0
Depreciation Amortization Depletion Income Statement,72213000.0,66239000.0,63075000.0,56665000.0
Depreciation And Amortization In Income Statement,72213000.0,66239000.0,63075000.0,56665000.0
Amortization,72213000.0,66239000.0,63075000.0,56665000.0
Amortization Of Intangibles Income Statement,72213000.0,66239000.0,63075000.0,56665000.0
Research And Development,185284000.0,177122000.0,169766000.0,140102000.0
Selling General And Administration,904106000.0,938461000.0,943976000.0,820221000.0
Gross Profit,2241286000.0,2308042000.0,2171553000.0,1801031000.0
Cost Of Revenue,1547023000.0,1611667000.0,1546377000.0,1284146000.0
Total Revenue,3788309000.0,3919709000.0,3717930000.0,3085177000.0
Operating Revenue,3788309000.0,3919709000.0,3717930000.0,3085177000.0
