,2023-12-31,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Tax Effect Of Unusual Items,6100000.0,-276828000.0,0.0,-93214000.0,
Tax Rate For Calcs,0.244,0.177,0.098,0.223,
Normalized EBITDA,27127000000.0,21725000000.0,23076000000.0,20800000000.0,
Total Unusual Items,25000000.0,-1564000000.0,0.0,-418000000.0,
Total Unusual Items Excluding Goodwill,25000000.0,-1564000000.0,0.0,-418000000.0,
Net Income From Continuing Operation Net Minority Interest,8317000000.0,2590000000.0,3024000000.0,2744000000.0,
Reconciled Depreciation,12818000000.0,13651000000.0,16383000000.0,14151000000.0,
Reconciled Cost Of Revenue,30188000000.0,36206000000.0,36605000000.0,28266000000.0,
EBITDA,27152000000.0,20161000000.0,23076000000.0,20382000000.0,
EBIT,14334000000.0,6510000000.0,6693000000.0,6231000000.0,
Net Interest Income,-3335000000.0,-3364000000.0,-3342000000.0,-2701000000.0,
Interest Expense,3335000000.0,3364000000.0,3342000000.0,2701000000.0,
Interest Income,,,20000000.0,29000000.0,24000000.0
Normalized Income,8298100000.0,3877172000.0,3024000000.0,3068786000.0,
Net Income From Continuing And Discontinued Operation,8317000000.0,2590000000.0,3024000000.0,3064000000.0,
Total Expenses,64317000000.0,71464000000.0,73226000000.0,61343000000.0,
Total Operating Income As Reported,14266000000.0,6543000000.0,6892000000.0,6636000000.0,
Diluted Average Shares,1200286264.0,1255376769.0,1254769926.0,1154749428.0,
Basic Average Shares,1185121562.0,1249763934.0,1247154988.0,1144206326.0,
Diluted EPS,6.93,2.06,2.41,2.65,
Basic EPS,7.02,2.07,2.42,2.68,
Diluted NI Availto Com Stockholders,8317000000.0,2590000000.0,3024000000.0,3064000000.0,
Average Dilution Earnings,,,,,0.0
Net Income Common Stockholders,8317000000.0,2590000000.0,3024000000.0,3064000000.0,
Net Income,8317000000.0,2590000000.0,3024000000.0,3064000000.0,
Net Income Including Noncontrolling Interests,8317000000.0,2590000000.0,3024000000.0,3064000000.0,
Net Income Discontinuous Operations,,0.0,0.0,320000000.0,0.0
Net Income Continuous Operations,8317000000.0,2590000000.0,3024000000.0,2744000000.0,
Tax Provision,2682000000.0,556000000.0,327000000.0,786000000.0,
Pretax Income,10999000000.0,3146000000.0,3351000000.0,3530000000.0,
Other Income Expense,93000000.0,-1597000000.0,-199000000.0,-823000000.0,
Other Non Operating Income Expenses,68000000.0,-33000000.0,-199000000.0,-405000000.0,
Special Income Charges,25000000.0,-1564000000.0,0.0,-418000000.0,
Gain On Sale Of Business,25000000.0,-1087000000.0,0.0,0.0,
Write Off,,477000000.0,0.0,418000000.0,0.0
Impairment Of Capital Assets,0.0,477000000.0,0.0,418000000.0,
Net Non Operating Interest Income Expense,-3335000000.0,-3364000000.0,-3342000000.0,-2701000000.0,
Interest Expense Non Operating,3335000000.0,3364000000.0,3342000000.0,2701000000.0,
Interest Income Non Operating,,,20000000.0,29000000.0,24000000.0
Operating Income,14241000000.0,8107000000.0,6892000000.0,7054000000.0,
Operating Expense,34129000000.0,35258000000.0,36621000000.0,33077000000.0,
Depreciation Amortization Depletion Income Statement,12818000000.0,13651000000.0,16383000000.0,14151000000.0,
Depreciation And Amortization In Income Statement,12818000000.0,13651000000.0,16383000000.0,14151000000.0,
Selling General And Administration,21311000000.0,21607000000.0,20238000000.0,18926000000.0,
Gross Profit,48370000000.0,43365000000.0,43513000000.0,40131000000.0,
Cost Of Revenue,30188000000.0,36206000000.0,36605000000.0,28266000000.0,
Total Revenue,78558000000.0,79571000000.0,80118000000.0,68397000000.0,
Operating Revenue,77379000000.0,78453000000.0,79096000000.0,67707000000.0,
