,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.33,0.33,0.31,0.17
Normalized EBITDA,74273000000.0,102591000000.0,52788000000.0,18284000000.0
Net Income From Continuing Operation Net Minority Interest,36010000000.0,55740000000.0,23040000000.0,-22440000000.0
Reconciled Depreciation,20641000000.0,24040000000.0,20607000000.0,46009000000.0
Reconciled Cost Of Revenue,250555000000.0,295608000000.0,211806000000.0,170447000000.0
EBITDA,74273000000.0,102591000000.0,52788000000.0,18284000000.0
EBIT,53632000000.0,78551000000.0,32181000000.0,-27725000000.0
Net Interest Income,-849000000.0,-798000000.0,-947000000.0,-1158000000.0
Interest Expense,849000000.0,798000000.0,947000000.0,1158000000.0
Normalized Income,36010000000.0,55740000000.0,23040000000.0,-22440000000.0
Net Income From Continuing And Discontinued Operation,36010000000.0,55740000000.0,23040000000.0,-22440000000.0
Total Expenses,290950000000.0,335129000000.0,253459000000.0,209227000000.0
Diluted Average Shares,4052000000.0,4205000000.0,4275000000.0,4274285714.0
Basic Average Shares,4050618673.0,4203619910.0,4274582560.0,4274285714.0
Diluted EPS,8.89,13.26,5.39,-5.25
Basic EPS,8.89,13.26,5.39,-5.25
Diluted NI Availto Com Stockholders,36010000000.0,55740000000.0,23040000000.0,-22440000000.0
Net Income Common Stockholders,36010000000.0,55740000000.0,23040000000.0,-22440000000.0
Net Income,36010000000.0,55740000000.0,23040000000.0,-22440000000.0
Minority Interests,-1344000000.0,-1837000000.0,-558000000.0,811000000.0
Net Income Including Noncontrolling Interests,37354000000.0,57577000000.0,23598000000.0,-23251000000.0
Net Income Continuous Operations,37354000000.0,57577000000.0,23598000000.0,-23251000000.0
Tax Provision,15429000000.0,20176000000.0,7636000000.0,-5632000000.0
Pretax Income,52783000000.0,77753000000.0,31234000000.0,-28883000000.0
Other Income Expense,9885000000.0,15005000000.0,8948000000.0,2928000000.0
Other Non Operating Income Expenses,3500000000.0,3542000000.0,2291000000.0,1196000000.0
Earnings From Equity Interest,6385000000.0,11463000000.0,6657000000.0,1732000000.0
Net Non Operating Interest Income Expense,-849000000.0,-798000000.0,-947000000.0,-1158000000.0
Interest Expense Non Operating,849000000.0,798000000.0,947000000.0,1158000000.0
Operating Income,43747000000.0,63546000000.0,23233000000.0,-30653000000.0
Operating Expense,40395000000.0,39521000000.0,41653000000.0,38780000000.0
Other Operating Expenses,751000000.0,1025000000.0,1054000000.0,1285000000.0
Other Taxes,29011000000.0,27919000000.0,30239000000.0,26122000000.0
Selling General And Administration,10633000000.0,10577000000.0,10360000000.0,11373000000.0
General And Administrative Expense,10633000000.0,10577000000.0,10360000000.0,11373000000.0
Other Gand A,9919000000.0,10095000000.0,9574000000.0,10168000000.0
Salaries And Wages,714000000.0,482000000.0,786000000.0,1205000000.0
Gross Profit,84142000000.0,103067000000.0,64886000000.0,8127000000.0
Cost Of Revenue,250555000000.0,295608000000.0,211806000000.0,170447000000.0
Total Revenue,334697000000.0,398675000000.0,276692000000.0,178574000000.0
Operating Revenue,334697000000.0,398675000000.0,276692000000.0,178574000000.0
