,2023-12-31,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Tax Effect Of Unusual Items,-183546000.0,24955000.0,0.0,-8778000.0,
Tax Rate For Calcs,0.198,0.161,0.218104,0.209,
Normalized EBITDA,16681000000.0,14769000000.0,14899000000.0,13265000000.0,
Total Unusual Items,-927000000.0,155000000.0,0.0,-42000000.0,
Total Unusual Items Excluding Goodwill,-927000000.0,155000000.0,0.0,-42000000.0,
Net Income From Continuing Operation Net Minority Interest,9074000000.0,8910000000.0,7618000000.0,7120000000.0,
Reconciled Depreciation,3518000000.0,3280000000.0,3215000000.0,3026000000.0,
Reconciled Cost Of Revenue,41881000000.0,40576000000.0,37075000000.0,31797000000.0,
EBITDA,15754000000.0,14924000000.0,14899000000.0,13223000000.0,
EBIT,12236000000.0,11644000000.0,11684000000.0,10197000000.0,
Net Interest Income,-819000000.0,-939000000.0,-1863000000.0,-1128000000.0,
Interest Expense,819000000.0,939000000.0,1863000000.0,1128000000.0,
Interest Income,,,,,200000000.0
Normalized Income,9817454000.0,8779955000.0,7618000000.0,7153222000.0,
Net Income From Continuing And Discontinued Operation,9074000000.0,8910000000.0,7618000000.0,7120000000.0,
Total Expenses,78558000000.0,75035000000.0,68312000000.0,60250000000.0,
Total Operating Income As Reported,11986000000.0,11512000000.0,11162000000.0,10080000000.0,
Diluted Average Shares,1383000000.0,1387000000.0,1389000000.0,1392000000.0,
Basic Average Shares,1376000000.0,1377000000.0,1383000000.0,1380000000.0,
Diluted EPS,6.56,6.42,5.49,5.12,
Basic EPS,6.59,6.470588,5.508315,5.15942,
Diluted NI Availto Com Stockholders,9074000000.0,8910000000.0,7618000000.0,7120000000.0,
Average Dilution Earnings,,,,0.0,0.0
Net Income Common Stockholders,9074000000.0,8910000000.0,7618000000.0,7120000000.0,
Otherunder Preferred Stock Dividend,,,,0.0,0.0
Net Income,9074000000.0,8910000000.0,7618000000.0,7120000000.0,
Minority Interests,-81000000.0,-68000000.0,-61000000.0,-55000000.0,
Net Income Including Noncontrolling Interests,9155000000.0,8978000000.0,7679000000.0,7175000000.0,
Net Income Continuous Operations,9155000000.0,8978000000.0,7679000000.0,7175000000.0,
Tax Provision,2262000000.0,1727000000.0,2142000000.0,1894000000.0,
Pretax Income,11417000000.0,10705000000.0,9821000000.0,9069000000.0,
Other Income Expense,-677000000.0,287000000.0,522000000.0,75000000.0,
Other Non Operating Income Expenses,250000000.0,132000000.0,522000000.0,117000000.0,
Special Income Charges,-927000000.0,155000000.0,0.0,-42000000.0,
Impairment Of Capital Assets,927000000.0,3166000000.0,0.0,42000000.0,
Restructuring And Mergern Acquisition,0.0,-3321000000.0,0.0,0.0,
Net Non Operating Interest Income Expense,-819000000.0,-939000000.0,-1863000000.0,-1128000000.0,
Interest Expense Non Operating,819000000.0,939000000.0,1863000000.0,1128000000.0,
Interest Income Non Operating,,,,,200000000.0
Operating Income,12913000000.0,11357000000.0,11162000000.0,10122000000.0,
Operating Expense,36677000000.0,34459000000.0,31237000000.0,28453000000.0,
Selling General And Administration,36677000000.0,34459000000.0,31237000000.0,28453000000.0,
Gross Profit,49590000000.0,45816000000.0,42399000000.0,38575000000.0,
Cost Of Revenue,41881000000.0,40576000000.0,37075000000.0,31797000000.0,
Total Revenue,91471000000.0,86392000000.0,79474000000.0,70372000000.0,
Operating Revenue,91471000000.0,86392000000.0,79474000000.0,70372000000.0,
