,2023-10-31,2022-10-31,2021-10-31,2020-10-31
Tax Effect Of Unusual Items,-5025984.0,-905649.0,-1715543.758395,-8239050.0
Tax Rate For Calcs,0.064,0.123,0.061023,0.27
Normalized EBITDA,1628611000.0,1352980000.0,1040668000.0,883800000.0
Total Unusual Items,-78531000.0,-7363000.0,-28113000.0,-30515000.0
Total Unusual Items Excluding Goodwill,-78531000.0,-7363000.0,-28113000.0,-30515000.0
Net Income From Continuing Operation Net Minority Interest,1229888000.0,984594000.0,757516000.0,664347000.0
Reconciled Depreciation,247120000.0,228405000.0,203676000.0,209986000.0
Reconciled Cost Of Revenue,1003098000.0,865046000.0,692020000.0,623533000.0
EBITDA,1550080000.0,1345617000.0,1012555000.0,853285000.0
EBIT,1302960000.0,1117212000.0,808879000.0,643299000.0
Net Interest Income,35496000.0,6847000.0,-923000.0,-1579000.0
Interest Expense,1178000.0,1698000.0,3365000.0,5140000.0
Interest Income,36674000.0,8545000.0,2442000.0,3561000.0
Normalized Income,1303393016.0,991051351.0,783913456.241605,686622950.0
Net Income From Continuing And Discontinued Operation,1229888000.0,984594000.0,757516000.0,664347000.0
Total Expenses,4496358000.0,3907447000.0,3435998000.0,3029081000.0
Total Operating Income As Reported,1269259000.0,1162038000.0,734790000.0,620141000.0
Diluted Average Shares,155195000.0,156485000.0,157340000.0,155706000.0
Basic Average Shares,152146000.0,153002000.0,152698000.0,151135000.0
Diluted EPS,7.92,6.29,4.81,4.27
Basic EPS,8.08,6.44,4.96,4.4
Diluted NI Availto Com Stockholders,1229888000.0,984594000.0,757516000.0,664347000.0
Net Income Common Stockholders,1229888000.0,984594000.0,757516000.0,664347000.0
Net Income,1229888000.0,984594000.0,757516000.0,664347000.0
Minority Interests,11763000.0,6158000.0,1157000.0,900000.0
Net Income Including Noncontrolling Interests,1218125000.0,978436000.0,756359000.0,663447000.0
Net Income Continuous Operations,1218125000.0,978436000.0,756359000.0,663447000.0
Tax Provision,83657000.0,137078000.0,49155000.0,-25288000.0
Pretax Income,1301782000.0,1115514000.0,805514000.0,638159000.0
Other Income Expense,-79975000.0,-65428000.0,38242000.0,-16462000.0
Other Non Operating Income Expenses,-1444000.0,-58065000.0,66355000.0,14053000.0
Special Income Charges,-77002000.0,-12057000.0,-33405000.0,-36059000.0
Restructuring And Mergern Acquisition,77002000.0,12057000.0,33405000.0,36059000.0
Gain On Sale Of Security,-1529000.0,4694000.0,5292000.0,5544000.0
Net Non Operating Interest Income Expense,35496000.0,6847000.0,-923000.0,-1579000.0
Interest Expense Non Operating,1178000.0,1698000.0,3365000.0,5140000.0
Interest Income Non Operating,36674000.0,8545000.0,2442000.0,3561000.0
Operating Income,1346261000.0,1174095000.0,768195000.0,656200000.0
Operating Expense,3274165000.0,2843750000.0,2574221000.0,2234391000.0
Depreciation Amortization Depletion Income Statement,28025000.0,29754000.0,33919000.0,38829000.0
Depreciation And Amortization In Income Statement,28025000.0,29754000.0,33919000.0,38829000.0
Amortization,28025000.0,29754000.0,33919000.0,38829000.0
Amortization Of Intangibles Income Statement,28025000.0,29754000.0,33919000.0,38829000.0
Research And Development,1946813000.0,1680379000.0,1504823000.0,1279022000.0
Selling General And Administration,1299327000.0,1133617000.0,1035479000.0,916540000.0
Selling And Marketing Expense,889016000.0,779777000.0,712491000.0,632010000.0
General And Administrative Expense,410311000.0,353840000.0,322988000.0,284530000.0
Other Gand A,410311000.0,353840000.0,322988000.0,284530000.0
Gross Profit,4620426000.0,4017845000.0,3342416000.0,2890591000.0
Cost Of Revenue,1222193000.0,1063697000.0,861777000.0,794690000.0
Total Revenue,5842619000.0,5081542000.0,4204193000.0,3685281000.0
Operating Revenue,5842619000.0,5081542000.0,4204193000.0,3685281000.0
