,2023-12-31,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Tax Effect Of Unusual Items,1538004.737785,59191.944301,1172093.282112,4168867.650143,
Tax Rate For Calcs,0.004419,0.003756,0.008859,0.035587,
Normalized EBITDA,1001243000.0,919572000.0,836228000.0,775704000.0,
Total Unusual Items,348055000.0,15761000.0,132304000.0,117146000.0,
Total Unusual Items Excluding Goodwill,348055000.0,15761000.0,132304000.0,117146000.0,
Net Income From Continuing Operation Net Minority Interest,444353000.0,86924000.0,150016000.0,64266000.0,
Reconciled Depreciation,691838000.0,679572000.0,619833000.0,618629000.0,
Reconciled Cost Of Revenue,558559000.0,521124000.0,456080000.0,417932000.0,
EBITDA,1349298000.0,935333000.0,968532000.0,892850000.0,
EBIT,657460000.0,255761000.0,348699000.0,274221000.0,
Net Interest Income,-163107000.0,-162833000.0,-171182000.0,-196432000.0,
Interest Expense,180866000.0,162833000.0,186267000.0,202706000.0,
Interest Income,17759000.0,,15085000.0,6274000.0,15404000.0
Normalized Income,97836004.737785,71222191.944301,18884093.282112,-48711132.349857,
Net Income From Continuing And Discontinued Operation,444353000.0,86924000.0,150016000.0,64266000.0,
Total Expenses,1340548000.0,1282333000.0,1155103000.0,1109208000.0,
Total Operating Income As Reported,635008000.0,250814000.0,267968000.0,249103000.0,
Diluted Average Shares,329104000.0,322700000.0,301703000.0,294927000.0,
Basic Average Shares,328765000.0,321671000.0,300326000.0,294545000.0,
Diluted EPS,1.34,0.26,0.48,0.2,
Basic EPS,1.34,0.26,0.49,0.2,
Diluted NI Availto Com Stockholders,439505000.0,82512000.0,145787000.0,60036000.0,
Net Income Common Stockholders,439505000.0,82512000.0,145787000.0,60036000.0,
Preferred Stock Dividends,4848000.0,4412000.0,4229000.0,4230000.0,
Net Income,444353000.0,86924000.0,150016000.0,64266000.0,
Minority Interests,-30135000.0,-5655000.0,-10977000.0,-4704000.0,
Net Income Including Noncontrolling Interests,474488000.0,92579000.0,160993000.0,68970000.0,
Net Income Continuous Operations,474488000.0,92579000.0,160993000.0,68970000.0,
Tax Provision,2106000.0,349000.0,1439000.0,2545000.0,
Pretax Income,476594000.0,92928000.0,162432000.0,71515000.0,
Other Income Expense,352748000.0,20708000.0,197950000.0,135990000.0,
Other Non Operating Income Expenses,,-6933000.0,,,
Special Income Charges,-3138000.0,-9733000.0,-3748000.0,-2131000.0,
Other Special Charges,3138000.0,9733000.0,3748000.0,2131000.0,
Earnings From Equity Interest,4693000.0,4947000.0,65646000.0,18844000.0,
Gain On Sale Of Security,351193000.0,25494000.0,136052000.0,119277000.0,
Net Non Operating Interest Income Expense,-163107000.0,-162833000.0,-171182000.0,-196432000.0,
Interest Expense Non Operating,180866000.0,162833000.0,186267000.0,202706000.0,
Interest Income Non Operating,17759000.0,,15085000.0,6274000.0,15404000.0
Operating Income,286953000.0,235053000.0,135664000.0,131957000.0,
Operating Expense,105570000.0,95981000.0,92375000.0,82660000.0,
Other Operating Expenses,20222000.0,17493000.0,21649000.0,22762000.0,
Depreciation Amortization Depletion Income Statement,15419000.0,14344000.0,13185000.0,10013000.0,
Depreciation And Amortization In Income Statement,15419000.0,14344000.0,13185000.0,10013000.0,
Depreciation Income Statement,,,,618629000.0,507923000.0
Selling General And Administration,69929000.0,64144000.0,57541000.0,49885000.0,
General And Administrative Expense,69929000.0,64144000.0,57541000.0,49885000.0,
Other Gand A,69929000.0,64144000.0,57541000.0,49885000.0,
Gross Profit,392523000.0,331034000.0,228039000.0,214617000.0,
Cost Of Revenue,1234978000.0,1186352000.0,1062728000.0,1026548000.0,
Total Revenue,1627501000.0,1517386000.0,1290767000.0,1241165000.0,
Operating Revenue,1627501000.0,1517386000.0,1290767000.0,1241165000.0,
